Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2016,135.35211827514422
Febrero,2017,95.65898807744102
Marzo,2016,202.7745565748269
Abril,2008,105.09652189364505
Mayo,2004,397.8457592669132
Junio,2013,219.557998411961
Julio,2011,384.31866118279163
Agosto,2005,212.28754286849457
Septiembre,2000,151.0599226692576
Octubre,2012,304.6192184830608
Noviembre,2009,160.39315602605996
Diciembre,2007,147.9489914914371
