Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2014,62.69069043061073
Febrero,2000,153.9480517303774
Marzo,2014,216.70632816479255
Abril,2001,227.57209163007855
Mayo,2004,154.6869548475243
Junio,2011,66.32920171387562
Julio,2010,110.2541508414889
Agosto,2013,84.99067410976477
Septiembre,2001,193.21053830351806
Octubre,2017,120.89674198348852
Noviembre,2002,308.3229624110673
Diciembre,2000,133.6285504673309
