Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2014,276.27281202946244
Febrero,2008,138.06248248801052
Marzo,2016,292.6721846815555
Abril,2015,292.68764657815007
Mayo,2015,100.44417354929051
Junio,2000,179.7001083677147
Julio,2001,113.51026409781433
Agosto,2018,212.67367516102598
Septiembre,2013,199.52276991432757
Octubre,2013,406.2672003684744
Noviembre,2016,251.24118558336193
Diciembre,2018,115.3917852590173
