Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2016,179.50719303955808
Febrero,2016,107.3348434919946
Marzo,2013,76.169000693633
Abril,2012,195.09412915505487
Mayo,2016,151.76545694448592
Junio,2018,168.51694432998656
Julio,2011,204.84823650693212
Agosto,2018,243.97765212584963
Septiembre,2007,157.9997004216569
Octubre,2014,195.3274600937274
Noviembre,2015,191.85463246948194
Diciembre,2009,84.07615595399209
