Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2012,42.42002229146974
Febrero,2007,133.3978288803832
Marzo,2017,70.23489517326838
Abril,2012,243.77976008801767
Mayo,2016,137.60652572305077
Junio,2011,170.39648763985713
Julio,2011,201.6166734176516
Agosto,2018,135.70102673854288
Septiembre,2015,116.06310837212662
Octubre,2012,153.3866938546115
Noviembre,2002,130.17324338787003
Diciembre,2000,73.24459455535913
