Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2004,565.8690642049319
Febrero,2008,355.2825108212161
Marzo,2000,352.1260302191457
Abril,2012,283.36115459615485
Mayo,2016,382.02812877649546
Junio,2011,359.6072451300169
Julio,2011,332.9514139980989
Agosto,2006,282.2664897119135
Septiembre,2016,323.75482736956667
Octubre,2007,468.24851615678034
Noviembre,2004,458.52249835749626
Diciembre,2012,699.165040004744
