Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2015,47.740051319620505
Febrero,2015,94.80928224599108
Marzo,2013,88.56293162007941
Abril,2003,207.2835015142305
Mayo,2006,224.0195353039601
Junio,2004,125.09736208249961
Julio,2016,149.7302279984592
Agosto,2006,151.42473559313407
Septiembre,2004,200.10413955404985
Octubre,2016,99.66359592620158
Noviembre,2018,104.52154461867507
Diciembre,2000,139.3791591307682
