Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2009,92.52849290894129
Febrero,2000,110.95955877800941
Marzo,2011,154.82290958812692
Abril,2011,252.22623773112898
Mayo,2010,243.67830362296445
Junio,2010,203.6240897940233
Julio,2010,270.4215648340064
Agosto,2016,211.41332067034648
Septiembre,2010,353.28072793073886
Octubre,2010,381.0802355929732
Noviembre,2017,164.34354278630954
Diciembre,2011,122.10561548648502
