Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2008,74.09991016924623
Febrero,2014,99.80275585795887
Marzo,2017,87.10897166537626
Abril,2014,148.9878174015228
Mayo,2012,263.8199026339224
Junio,2010,266.97986696674315
Julio,2001,375.3957674317514
Agosto,2001,239.80478927336605
Septiembre,2004,215.98215276976129
Octubre,2001,126.98441732415377
Noviembre,2002,155.97660402568656
Diciembre,2016,84.65507676626758
