Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2007,27.386127875258303
Febrero,2000,48.78527064164908
Marzo,2004,73.8448824676881
Abril,2012,183.46770982778023
Mayo,2011,250.1266345940259
Junio,2004,163.82719554457378
Julio,2012,317.3100057730208
Agosto,2003,287.78194870422294
Septiembre,2000,187.85604767991177
Octubre,2013,210.30646572040885
Noviembre,2012,283.9330994178998
Diciembre,2012,111.42432918700034
