Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2004,121.70204668232442
Febrero,2010,111.66772321978682
Marzo,2005,184.86963031900532
Abril,2015,183.53645959318277
Mayo,2010,126.73384281296525
Junio,2003,125.33161013886321
Julio,2012,146.48350737904227
Agosto,2013,219.31890289408858
Septiembre,2007,142.28919173055044
Octubre,2000,142.6366403986385
Noviembre,2002,181.09886096128204
Diciembre,2011,139.58709378019165
