Estación,Fecha,Mes,Año,Precipitación_imputada,Precipitación_ajustada,Vecina,factor_ajuste
23025040,2000-01,Enero,2000,201.4,177.90128856404087,23020100,0.8833231805563102
23025040,2000-02,Febrero,2000,264.1,285.4828195498388,23020100,1.0809648600902642
23025040,2000-03,Marzo,2000,168.8,168.8,,1.0
23025040,2000-04,Abril,2000,539.2,539.2,,1.0
23025040,2000-05,Mayo,2000,363.9,363.9,23020100,1.0
23025040,2000-06,Junio,2000,229.1,229.1,23020100,1.0
23025040,2000-07,Julio,2000,140.5,140.5,23020100,1.0
23025040,2000-08,Agosto,2000,166.8,166.8,23020100,1.0
23025040,2000-09,Septiembre,2000,367.7,367.7,,1.0
23025040,2000-10,Octubre,2000,442.3,442.3,,1.0
23025040,2000-11,Noviembre,2000,687.0,687.0,,1.0
23025040,2000-12,Diciembre,2000,202.9,202.9,23020100,1.0
23025040,2001-01,Enero,2001,70.3,62.097619593108604,23020100,0.8833231805563102
23025040,2001-02,Febrero,2001,58.9,63.66883025931656,23020100,1.0809648600902642
23025040,2001-03,Marzo,2001,390.5,390.5,,1.0
23025040,2001-04,Abril,2001,234.0,234.0,,1.0
23025040,2001-05,Mayo,2001,430.0,430.0,23020100,1.0
23025040,2001-06,Junio,2001,69.7,69.7,23020100,1.0
23025040,2001-07,Julio,2001,148.0,148.0,23020100,1.0
23025040,2001-08,Agosto,2001,80.4,80.4,23020100,1.0
23025040,2001-09,Septiembre,2001,191.6,191.6,,1.0
23025040,2001-10,Octubre,2001,549.4,549.4,,1.0
23025040,2001-11,Noviembre,2001,663.0,663.0,,1.0
23025040,2001-12,Diciembre,2001,375.7,375.7,23020100,1.0
23025040,2002-01,Enero,2002,211.0,186.38119109738145,23020100,0.8833231805563102
23025040,2002-02,Febrero,2002,74.5,80.53188207672468,23020100,1.0809648600902642
23025040,2002-03,Marzo,2002,292.4,292.4,,1.0
23025040,2002-04,Abril,2002,368.8,368.8,,1.0
23025040,2002-05,Mayo,2002,348.5,348.5,23020100,1.0
23025040,2002-06,Junio,2002,132.5,132.5,23020100,1.0
23025040,2002-07,Julio,2002,116.5,116.5,23020100,1.0
23025040,2002-08,Agosto,2002,154.0,154.0,23020100,1.0
23025040,2002-09,Septiembre,2002,196.7,196.7,,1.0
23025040,2002-10,Octubre,2002,411.0,411.0,,1.0
23025040,2002-11,Noviembre,2002,289.3,289.3,,1.0
23025040,2002-12,Diciembre,2002,529.5,529.5,23020100,1.0
23025040,2003-01,Enero,2003,106.3,93.89725409313577,23020100,0.8833231805563102
23025040,2003-02,Febrero,2003,188.9,204.1942620710509,23020100,1.0809648600902642
23025040,2003-03,Marzo,2003,199.1,199.1,,1.0
23025040,2003-04,Abril,2003,278.5,278.5,,1.0
23025040,2003-05,Mayo,2003,129.7,129.7,23020100,1.0
23025040,2003-06,Junio,2003,305.0,305.0,23020100,1.0
23025040,2003-07,Julio,2003,114.9,114.9,23020100,1.0
23025040,2003-08,Agosto,2003,96.0,96.0,23020100,1.0
23025040,2003-09,Septiembre,2003,202.0,202.0,,1.0
23025040,2003-10,Octubre,2003,586.5,586.5,,1.0
23025040,2003-11,Noviembre,2003,480.5,480.5,,1.0
23025040,2003-12,Diciembre,2003,279.3,279.3,23020100,1.0
23025040,2004-01,Enero,2004,174.5,174.5,23020100,1.0
23025040,2004-02,Febrero,2004,122.0,131.87771293101224,23020100,1.0809648600902642
23025040,2004-03,Marzo,2004,203.5,203.5,,1.0
23025040,2004-04,Abril,2004,400.1,400.1,,1.0
23025040,2004-05,Mayo,2004,368.4,368.4,23020100,1.0
23025040,2004-06,Junio,2004,52.1,52.1,23020100,1.0
23025040,2004-07,Julio,2004,97.9,97.9,23020100,1.0
23025040,2004-08,Agosto,2004,152.5,152.5,23020100,1.0
23025040,2004-09,Septiembre,2004,251.5,251.5,,1.0
23025040,2004-10,Octubre,2004,654.3,654.3,,1.0
23025040,2004-11,Noviembre,2004,560.2,560.2,,1.0
23025040,2004-12,Diciembre,2004,236.0,236.0,23020100,1.0
23025040,2005-01,Enero,2005,318.3,318.3,23020100,1.0
23025040,2005-02,Febrero,2005,97.3,105.1778808867827,23020100,1.0809648600902642
23025040,2005-03,Marzo,2005,219.6,219.6,,1.0
23025040,2005-04,Abril,2005,260.9,260.9,,1.0
23025040,2005-05,Mayo,2005,428.7,428.7,23020100,1.0
23025040,2005-06,Junio,2005,209.4,209.4,23020100,1.0
23025040,2005-07,Julio,2005,276.2,276.2,23020100,1.0
23025040,2005-08,Agosto,2005,114.8,114.8,23020100,1.0
23025040,2005-09,Septiembre,2005,441.3,441.3,,1.0
23025040,2005-10,Octubre,2005,892.8,892.8,,1.0
23025040,2005-11,Noviembre,2005,410.0,410.0,,1.0
23025040,2005-12,Diciembre,2005,510.9,510.9,23020100,1.0
23025040,2006-01,Enero,2006,338.1,338.1,23020100,1.0
23025040,2006-02,Febrero,2006,91.8,99.23257415628625,23020100,1.0809648600902642
23025040,2006-03,Marzo,2006,282.1,282.1,,1.0
23025040,2006-04,Abril,2006,480.3,480.3,,1.0
23025040,2006-05,Mayo,2006,384.2,384.2,23020100,1.0
23025040,2006-06,Junio,2006,168.1,168.1,23020100,1.0
23025040,2006-07,Julio,2006,57.4,57.4,23020100,1.0
23025040,2006-08,Agosto,2006,189.8,189.8,23020100,1.0
23025040,2006-09,Septiembre,2006,261.1,261.1,,1.0
23025040,2006-10,Octubre,2006,442.9,442.9,,1.0
23025040,2006-11,Noviembre,2006,571.0,571.0,,1.0
23025040,2006-12,Diciembre,2006,458.3,458.3,23020100,1.0
23025040,2007-01,Enero,2007,410.1,410.1,23020100,1.0
23025040,2007-02,Febrero,2007,7.6,7.6,23020100,1.0
23025040,2007-03,Marzo,2007,498.3,498.3,,1.0
23025040,2007-04,Abril,2007,489.8,489.8,,1.0
23025040,2007-05,Mayo,2007,229.4,229.4,23020100,1.0
23025040,2007-06,Junio,2007,104.5,104.5,23020100,1.0
23025040,2007-07,Julio,2007,150.6,150.6,23020100,1.0
23025040,2007-08,Agosto,2007,226.0,226.0,23020100,1.0
23025040,2007-09,Septiembre,2007,302.8,302.8,,1.0
23025040,2007-10,Octubre,2007,863.5,863.5,,1.0
23025040,2007-11,Noviembre,2007,488.8,488.8,,1.0
23025040,2007-12,Diciembre,2007,335.1,335.1,23020100,1.0
23025040,2008-01,Enero,2008,211.4,211.4,23020100,1.0
23025040,2008-02,Febrero,2008,291.8,291.8,23020100,1.0
23025040,2008-03,Marzo,2008,482.3,482.3,,1.0
23025040,2008-04,Abril,2008,354.3,354.3,,1.0
23025040,2008-05,Mayo,2008,546.3,546.3,23020100,1.0
23025040,2008-06,Junio,2008,237.0,237.0,23020100,1.0
23025040,2008-07,Julio,2008,235.5,235.5,23020100,1.0
23025040,2008-08,Agosto,2008,449.5,449.5,23020100,1.0
23025040,2008-09,Septiembre,2008,275.9,275.9,,1.0
23025040,2008-10,Octubre,2008,461.2,461.2,,1.0
23025040,2008-11,Noviembre,2008,1218.3,1218.3,,1.0
23025040,2008-12,Diciembre,2008,294.8,294.8,23020100,1.0
23025040,2009-01,Enero,2009,567.9,567.9,23020100,1.0
23025040,2009-02,Febrero,2009,157.8,157.8,23020100,1.0
23025040,2009-03,Marzo,2009,442.9,442.9,,1.0
23025040,2009-04,Abril,2009,303.2,303.2,,1.0
23025040,2009-05,Mayo,2009,454.4,454.4,23020100,1.0
23025040,2009-06,Junio,2009,174.1,174.1,23020100,1.0
23025040,2009-07,Julio,2009,39.4,39.4,23020100,1.0
23025040,2009-08,Agosto,2009,235.4,235.4,23020100,1.0
23025040,2009-09,Septiembre,2009,95.5,95.5,,1.0
23025040,2009-10,Octubre,2009,615.7,615.7,,1.0
23025040,2009-11,Noviembre,2009,681.2,681.2,,1.0
23025040,2009-12,Diciembre,2009,288.8,288.8,23020100,1.0
23025040,2010-01,Enero,2010,245.9,245.9,23020100,1.0
23025040,2010-02,Febrero,2010,201.4,201.4,23020100,1.0
23025040,2010-03,Marzo,2010,402.7,402.7,,1.0
23025040,2010-04,Abril,2010,413.0,413.0,,1.0
23025040,2010-05,Mayo,2010,420.0,420.0,23020100,1.0
23025040,2010-06,Junio,2010,202.3,202.3,23020100,1.0
23025040,2010-07,Julio,2010,291.5,291.5,23020100,1.0
23025040,2010-08,Agosto,2010,202.2,202.2,23020100,1.0
23025040,2010-09,Septiembre,2010,322.0,322.0,,1.0
23025040,2010-10,Octubre,2010,670.0,670.0,,1.0
23025040,2010-11,Noviembre,2010,1005.3,1005.3,,1.0
23025040,2010-12,Diciembre,2010,648.5,648.5,23020100,1.0
23025040,2011-01,Enero,2011,162.7,162.7,23020100,1.0
23025040,2011-02,Febrero,2011,500.2,500.2,23020100,1.0
23025040,2011-03,Marzo,2011,612.6,612.6,,1.0
23025040,2011-04,Abril,2011,378.4,378.4,,1.0
23025040,2011-05,Mayo,2011,363.8,363.8,23020100,1.0
23025040,2011-06,Junio,2011,246.4,246.4,23020100,1.0
23025040,2011-07,Julio,2011,160.5,149.94023733690625,23020100,0.9342070862112538
23025040,2011-08,Agosto,2011,286.7,286.7,23020100,1.0
23025040,2011-09,Septiembre,2011,204.2,204.2,,1.0
23025040,2011-10,Octubre,2011,513.9,513.9,,1.0
23025040,2011-11,Noviembre,2011,498.0,498.0,,1.0
23025040,2011-12,Diciembre,2011,844.4,844.4,23020100,1.0
23025040,2012-01,Enero,2012,575.8,575.8,23020100,1.0
23025040,2012-02,Febrero,2012,102.9,102.9,23020100,1.0
23025040,2012-03,Marzo,2012,361.5,361.5,,1.0
23025040,2012-04,Abril,2012,490.7,490.7,,1.0
23025040,2012-05,Mayo,2012,405.7,405.7,23020100,1.0
23025040,2012-06,Junio,2012,117.0,117.0,23020100,1.0
23025040,2012-07,Julio,2012,43.6,40.73142895881067,23020100,0.9342070862112538
23025040,2012-08,Agosto,2012,173.3,173.3,23020100,1.0
23025040,2012-09,Septiembre,2012,108.8,108.8,,1.0
23025040,2012-10,Octubre,2012,501.6,501.6,,1.0
23025040,2012-11,Noviembre,2012,433.3,433.3,,1.0
23025040,2012-12,Diciembre,2012,406.2,452.34938617113835,23020100,1.1136124721101388
23025040,2013-01,Enero,2013,106.7,106.7,23020100,1.0
23025040,2013-02,Febrero,2013,717.5,717.5,23020100,1.0
23025040,2013-03,Marzo,2013,247.0,247.0,,1.0
23025040,2013-04,Abril,2013,270.1,270.1,,1.0
23025040,2013-05,Mayo,2013,442.7,442.7,23020100,1.0
23025040,2013-06,Junio,2013,244.6,264.27394453395067,23020100,1.0804331338264541
23025040,2013-07,Julio,2013,88.2,82.3970650038326,23020100,0.9342070862112538
23025040,2013-08,Agosto,2013,166.8,138.42119278544877,23020100,0.8298632660998126
23025040,2013-09,Septiembre,2013,371.1,371.1,,1.0
23025040,2013-10,Octubre,2013,253.1,253.1,,1.0
23025040,2013-11,Noviembre,2013,545.1,545.1,,1.0
23025040,2013-12,Diciembre,2013,196.9,219.27029575848633,23020100,1.1136124721101388
23025040,2014-01,Enero,2014,536.8,536.8,23020100,1.0
23025040,2014-02,Febrero,2014,310.8,310.8,23020100,1.0
23025040,2014-03,Marzo,2014,171.6,171.6,,1.0
23025040,2014-04,Abril,2014,473.0,473.0,,1.0
23025040,2014-05,Mayo,2014,352.7,352.7,23020100,1.0
23025040,2014-06,Junio,2014,122.5,132.35305889374064,23020100,1.0804331338264541
23025040,2014-07,Julio,2014,20.8,19.43150739319408,23020100,0.9342070862112538
23025040,2014-08,Agosto,2014,55.1,45.725465962099676,23020100,0.8298632660998126
23025040,2014-09,Septiembre,2014,276.9,276.9,,1.0
23025040,2014-10,Octubre,2014,546.2,546.2,,1.0
23025040,2014-11,Noviembre,2014,547.4,547.4,,1.0
23025040,2014-12,Diciembre,2014,251.7,280.2962592301219,23020100,1.1136124721101388
23025040,2015-01,Enero,2015,334.1,334.1,23020100,1.0
23025040,2015-02,Febrero,2015,113.4,113.4,23020100,1.0
23025040,2015-03,Marzo,2015,288.0,288.0,,1.0
23025040,2015-04,Abril,2015,281.1,281.1,,1.0
23025040,2015-05,Mayo,2015,155.6,155.6,23020100,1.0
23025040,2015-06,Junio,2015,25.5,27.55104491257458,23020100,1.0804331338264541
23025040,2015-07,Julio,2015,36.4,34.00513793808964,23020100,0.9342070862112538
23025040,2015-08,Agosto,2015,56.7,47.05324718785938,23020100,0.8298632660998126
23025040,2015-09,Septiembre,2015,119.3,119.3,,1.0
23025040,2015-10,Octubre,2015,372.6,372.6,,1.0
23025040,2015-11,Noviembre,2015,298.0,298.0,,1.0
23025040,2015-12,Diciembre,2015,138.0,153.67852115119916,23020100,1.1136124721101388
23025040,2016-01,Enero,2016,85.8,85.8,23020100,1.0
23025040,2016-02,Febrero,2016,283.8,283.8,23020100,1.0
23025040,2016-03,Marzo,2016,342.5,342.5,,1.0
23025040,2016-04,Abril,2016,369.4,369.4,,1.0
23025040,2016-05,Mayo,2016,249.3,256.2799948403963,23020100,1.027998374811056
23025040,2016-06,Junio,2016,109.4,118.19938484061409,23020100,1.0804331338264541
23025040,2016-07,Julio,2016,57.8,53.99716958301047,23020100,0.9342070862112538
23025040,2016-08,Agosto,2016,98.5,81.74153171083155,23020100,0.8298632660998126
23025040,2016-09,Septiembre,2016,196.0,196.0,,1.0
23025040,2016-10,Octubre,2016,289.5,289.5,,1.0
23025040,2016-11,Noviembre,2016,439.6,439.6,,1.0
23025040,2016-12,Diciembre,2016,387.7,431.7475554371008,23020100,1.1136124721101388
23025040,2017-01,Enero,2017,295.6,295.6,23020100,1.0
23025040,2017-02,Febrero,2017,87.8,87.8,23020100,1.0
23025040,2017-03,Marzo,2017,494.4,494.4,,1.0
23025040,2017-04,Abril,2017,396.9,396.9,,1.0
23025040,2017-05,Mayo,2017,524.8,539.4935471008421,23020100,1.027998374811056
23025040,2017-06,Junio,2017,244.1,263.73372796703745,23020100,1.0804331338264541
23025040,2017-07,Julio,2017,46.3,43.25378809158105,23020100,0.9342070862112538
23025040,2017-08,Agosto,2017,217.0,180.08032874365935,23020100,0.8298632660998126
23025040,2017-09,Septiembre,2017,354.5,354.5,,1.0
23025040,2017-10,Octubre,2017,493.4,493.4,,1.0
23025040,2017-11,Noviembre,2017,567.8,567.8,,1.0
23025040,2017-12,Diciembre,2017,299.7,333.74965789140856,23020100,1.1136124721101388
23025040,2018-01,Enero,2018,499.0,499.0,23020100,1.0
23025040,2018-02,Febrero,2018,281.0,281.0,23020100,1.0
23025040,2018-03,Marzo,2018,303.1,303.1,,1.0
23025040,2018-04,Abril,2018,382.8,382.8,,1.0
23025040,2018-05,Mayo,2018,546.7,562.0067115092044,23020100,1.027998374811056
23025040,2018-06,Junio,2018,57.0,61.584688628107884,23020100,1.0804331338264541
23025040,2018-07,Julio,2018,111.5,104.1640901125548,23020100,0.9342070862112538
23025040,2018-08,Agosto,2018,171.1,141.98960482967794,23020100,0.8298632660998126
23025040,2018-09,Septiembre,2018,351.0,351.0,,1.0
23025040,2018-10,Octubre,2018,615.0,615.0,,1.0
23025040,2018-11,Noviembre,2018,562.3,562.3,,1.0
23025040,2018-12,Diciembre,2018,388.3,432.41572292036693,23020100,1.1136124721101388
23025040,2019-01,Enero,2019,292.3,292.3,23020100,1.0
23025040,2019-02,Febrero,2019,392.1,392.1,23020100,1.0
23025040,2019-03,Marzo,2019,542.8,542.8,,1.0
23025040,2019-04,Abril,2019,494.6,494.6,,1.0
23025040,2019-05,Mayo,2019,285.8,293.8019355209998,23020100,1.027998374811056
23025040,2019-06,Junio,2019,89.6,96.80680879085028,23020100,1.0804331338264541
23025040,2019-07,Julio,2019,150.5,140.5981664747937,23020100,0.9342070862112538
23025040,2019-08,Agosto,2019,98.9,82.07347701727147,23020100,0.8298632660998126
23025040,2019-09,Septiembre,2019,243.1,243.1,,1.0
23025040,2019-10,Octubre,2019,454.4,454.4,,1.0
23025040,2019-11,Noviembre,2019,267.3,267.3,,1.0
23025040,2019-12,Diciembre,2019,256.8,285.97568283788365,23020100,1.1136124721101388
