Estación,Fecha,Mes,Año,Precipitación_imputada,Precipitación_ajustada,Vecina,factor_ajuste
23125050,2000-01,Enero,2000,113.6,113.6,,1.0
23125050,2000-02,Febrero,2000,74.2,122.42827307229378,23120200,1.649976726041695
23125050,2000-03,Marzo,2000,132.4,334.2438188127311,23120200,2.524500142090114
23125050,2000-04,Abril,2000,381.1,381.1,23120200,1.0
23125050,2000-05,Mayo,2000,568.1,568.1,,1.0
23125050,2000-06,Junio,2000,246.59222102765705,246.59222102765705,23120200,1.0
23125050,2000-07,Julio,2000,336.7,336.7,23120200,1.0
23125050,2000-08,Agosto,2000,246.5922210276573,339.80923972338354,23120200,1.3780209217762438
23125050,2000-09,Septiembre,2000,246.59222102765685,246.59222102765685,,1.0
23125050,2000-10,Octubre,2000,515.8,515.8,23120200,1.0
23125050,2000-11,Noviembre,2000,257.0,257.0,,1.0
23125050,2000-12,Diciembre,2000,246.59222102765764,176.8278054430092,23120200,0.7170859028159542
23125050,2001-01,Enero,2001,191.6,191.6,,1.0
23125050,2001-02,Febrero,2001,17.9,29.53458339614634,23120200,1.649976726041695
23125050,2001-03,Marzo,2001,105.8,267.09211503313406,23120200,2.524500142090114
23125050,2001-04,Abril,2001,279.2,279.2,23120200,1.0
23125050,2001-05,Mayo,2001,307.8,307.8,,1.0
23125050,2001-06,Junio,2001,97.6,97.6,23120200,1.0
23125050,2001-07,Julio,2001,227.9,227.9,23120200,1.0
23125050,2001-08,Agosto,2001,61.2,84.33488041270613,23120200,1.3780209217762438
23125050,2001-09,Septiembre,2001,337.1,337.1,,1.0
23125050,2001-10,Octubre,2001,498.9,498.9,23120200,1.0
23125050,2001-11,Noviembre,2001,317.9,317.9,,1.0
23125050,2001-12,Diciembre,2001,210.2,150.73145677191357,23120200,0.7170859028159542
23125050,2002-01,Enero,2002,96.0,96.0,,1.0
23125050,2002-02,Febrero,2002,57.8,95.36865476520997,23120200,1.649976726041695
23125050,2002-03,Marzo,2002,160.5,160.5,23120200,1.0
23125050,2002-04,Abril,2002,330.3,330.3,23120200,1.0
23125050,2002-05,Mayo,2002,130.5,130.5,,1.0
23125050,2002-06,Junio,2002,269.7849531936389,269.7849531936389,23120200,1.0
23125050,2002-07,Julio,2002,263.5584331155522,263.5584331155522,23120200,1.0
23125050,2002-08,Agosto,2002,279.1919931220788,384.7324077146338,23120200,1.3780209217762438
23125050,2002-09,Septiembre,2002,191.29314827882143,191.29314827882143,,1.0
23125050,2002-10,Octubre,2002,283.12260596278645,283.12260596278645,23120200,1.0
23125050,2002-11,Noviembre,2002,340.21674782562945,340.21674782562945,,1.0
23125050,2002-12,Diciembre,2002,224.96090129012012,161.31629099991653,23120200,0.7170859028159542
23125050,2003-01,Enero,2003,223.70216309894155,223.70216309894155,,1.0
23125050,2003-02,Febrero,2003,144.8650206503363,239.02391249060446,23120200,1.649976726041695
23125050,2003-03,Marzo,2003,298.9,298.9,23120200,1.0
23125050,2003-04,Abril,2003,234.2,234.2,23120200,1.0
23125050,2003-05,Mayo,2003,330.1,330.1,,1.0
23125050,2003-06,Junio,2003,381.0,381.0,23120200,1.0
23125050,2003-07,Julio,2003,374.9,374.9,23120200,1.0
23125050,2003-08,Agosto,2003,48.5,66.83401470614783,23120200,1.3780209217762438
23125050,2003-09,Septiembre,2003,493.7,493.7,,1.0
23125050,2003-10,Octubre,2003,317.0,317.0,23120200,1.0
23125050,2003-11,Noviembre,2003,268.2,268.2,,1.0
23125050,2003-12,Diciembre,2003,362.9,362.9,23120200,1.0
23125050,2004-01,Enero,2004,48.2,48.2,,1.0
23125050,2004-02,Febrero,2004,38.5,63.52410395260526,23120200,1.649976726041695
23125050,2004-03,Marzo,2004,200.8,200.8,23120200,1.0
23125050,2004-04,Abril,2004,375.8,375.8,23120200,1.0
23125050,2004-05,Mayo,2004,340.4,340.4,,1.0
23125050,2004-06,Junio,2004,127.7,127.7,23120200,1.0
23125050,2004-07,Julio,2004,132.3,132.3,23120200,1.0
23125050,2004-08,Agosto,2004,204.7,282.08088268759707,23120200,1.3780209217762438
23125050,2004-09,Septiembre,2004,128.1,128.1,,1.0
23125050,2004-10,Octubre,2004,293.79901343677363,293.79901343677363,23120200,1.0
23125050,2004-11,Noviembre,2004,183.3388545932833,183.3388545932833,,1.0
23125050,2004-12,Diciembre,2004,163.7,163.7,23120200,1.0
23125050,2005-01,Enero,2005,81.5,81.5,,1.0
23125050,2005-02,Febrero,2005,62.8,103.61853839541845,23120200,1.649976726041695
23125050,2005-03,Marzo,2005,253.9,253.9,23120200,1.0
23125050,2005-04,Abril,2005,386.7,386.7,23120200,1.0
23125050,2005-05,Mayo,2005,312.1,312.1,,1.0
23125050,2005-06,Junio,2005,521.4,521.4,23120200,1.0
