Estación,Fecha,Mes,Año,Precipitación_imputada,Precipitación_ajustada,Vecina,factor_ajuste
23190260,2000-01,Enero,2000,86.1279872255171,86.1279872255171,,1.0
23190260,2000-02,Febrero,2000,86.12798722551712,86.12798722551712,,1.0
23190260,2000-03,Marzo,2000,86.12798722551705,86.12798722551705,23190830,1.0
23190260,2000-04,Abril,2000,86.12798722551709,86.12798722551709,23190830,1.0
23190260,2000-05,Mayo,2000,86.1279872255171,86.1279872255171,,1.0
23190260,2000-06,Junio,2000,86.12798722551712,86.12798722551712,23190830,1.0
23190260,2000-07,Julio,2000,86.12798722551707,86.12798722551707,23190830,1.0
23190260,2000-08,Agosto,2000,38.0,73.55591314610592,23190830,1.9356819248975243
23190260,2000-09,Septiembre,2000,161.0,161.0,,1.0
23190260,2000-10,Octubre,2000,102.0,102.0,23190830,1.0
23190260,2000-11,Noviembre,2000,138.0,inf,23190830,inf
23190260,2000-12,Diciembre,2000,24.0,24.0,23190830,1.0
23190260,2001-01,Enero,2001,42.0,42.0,,1.0
23190260,2001-02,Febrero,2001,25.0,25.0,,1.0
23190260,2001-03,Marzo,2001,94.0,94.0,23190830,1.0
23190260,2001-04,Abril,2001,88.0,88.0,23190830,1.0
23190260,2001-05,Mayo,2001,101.0,101.0,,1.0
23190260,2001-06,Junio,2001,64.0,64.0,23190830,1.0
23190260,2001-07,Julio,2001,87.0,87.0,23190830,1.0
23190260,2001-08,Agosto,2001,13.0,25.163865023667817,23190830,1.9356819248975243
23190260,2001-09,Septiembre,2001,35.0,35.0,,1.0
23190260,2001-10,Octubre,2001,272.0,272.0,23190830,1.0
23190260,2001-11,Noviembre,2001,227.0,227.0,23190830,1.0
23190260,2001-12,Diciembre,2001,40.0,40.0,23190830,1.0
23190260,2002-01,Enero,2002,9.0,9.0,,1.0
23190260,2002-02,Febrero,2002,19.0,19.0,,1.0
23190260,2002-03,Marzo,2002,86.0,86.0,23190830,1.0
23190260,2002-04,Abril,2002,104.0,104.0,23190830,1.0
23190260,2002-05,Mayo,2002,105.0,105.0,,1.0
23190260,2002-06,Junio,2002,90.0,90.0,23190830,1.0
23190260,2002-07,Julio,2002,28.0,28.0,23190830,1.0
23190260,2002-08,Agosto,2002,39.0,75.49159507100345,23190830,1.9356819248975243
23190260,2002-09,Septiembre,2002,42.0,42.0,,1.0
23190260,2002-10,Octubre,2002,99.0,99.0,23190830,1.0
23190260,2002-11,Noviembre,2002,51.0,51.0,23190830,1.0
23190260,2002-12,Diciembre,2002,39.0,39.0,23190830,1.0
23190260,2003-01,Enero,2003,26.0,26.0,,1.0
23190260,2003-02,Febrero,2003,130.0,130.0,,1.0
23190260,2003-03,Marzo,2003,234.0,234.0,23190830,1.0
23190260,2003-04,Abril,2003,90.0,90.0,23190830,1.0
23190260,2003-05,Mayo,2003,66.0,66.0,,1.0
23190260,2003-06,Junio,2003,128.0,128.0,23190830,1.0
23190260,2003-07,Julio,2003,54.0,54.0,23190830,1.0
23190260,2003-08,Agosto,2003,21.0,40.649320422848014,23190830,1.9356819248975243
23190260,2003-09,Septiembre,2003,93.0,93.0,,1.0
23190260,2003-10,Octubre,2003,180.0,180.0,23190830,1.0
23190260,2003-11,Noviembre,2003,187.0,187.0,23190830,1.0
23190260,2003-12,Diciembre,2003,47.0,47.0,23190830,1.0
23190260,2004-01,Enero,2004,41.0,41.0,,1.0
23190260,2004-02,Febrero,2004,73.0,73.0,,1.0
23190260,2004-03,Marzo,2004,78.0,78.0,23190830,1.0
23190260,2004-04,Abril,2004,76.0,76.0,23190830,1.0
23190260,2004-05,Mayo,2004,158.0,158.0,,1.0
23190260,2004-06,Junio,2004,40.0,40.0,23190830,1.0
23190260,2004-07,Julio,2004,43.0,43.0,23190830,1.0
23190260,2004-08,Agosto,2004,54.0,104.52682394446632,23190830,1.9356819248975243
23190260,2004-09,Septiembre,2004,72.0,72.0,,1.0
23190260,2004-10,Octubre,2004,186.0,186.0,23190830,1.0
23190260,2004-11,Noviembre,2004,84.0,84.0,23190830,1.0
23190260,2004-12,Diciembre,2004,66.0,66.0,23190830,1.0
23190260,2005-01,Enero,2005,142.0,142.0,,1.0
23190260,2005-02,Febrero,2005,283.0,283.0,,1.0
23190260,2005-03,Marzo,2005,53.0,53.0,23190830,1.0
23190260,2005-04,Abril,2005,258.0,258.0,23190830,1.0
23190260,2005-05,Mayo,2005,145.0,145.0,,1.0
23190260,2005-06,Junio,2005,96.0,96.0,23190830,1.0
23190260,2005-07,Julio,2005,69.0,69.0,23190830,1.0
23190260,2005-08,Agosto,2005,43.0,43.0,23190830,1.0
23190260,2005-09,Septiembre,2005,83.0,83.0,,1.0
23190260,2005-10,Octubre,2005,187.0,187.0,23190830,1.0
23190260,2005-11,Noviembre,2005,211.0,211.0,23190830,1.0
23190260,2005-12,Diciembre,2005,20.0,20.0,23190830,1.0
23190260,2006-01,Enero,2006,76.0,76.0,,1.0
23190260,2006-02,Febrero,2006,56.1,56.1,,1.0
23190260,2006-03,Marzo,2006,83.7,83.7,23190830,1.0
23190260,2006-04,Abril,2006,60.6,60.6,23190830,1.0
23190260,2006-05,Mayo,2006,176.9,176.9,,1.0
23190260,2006-06,Junio,2006,68.8,68.8,23190830,1.0
23190260,2006-07,Julio,2006,59.9,59.9,23190830,1.0
23190260,2006-08,Agosto,2006,75.3,75.3,23190830,1.0
23190260,2006-09,Septiembre,2006,83.5,83.5,,1.0
23190260,2006-10,Octubre,2006,285.7,285.7,23190830,1.0
23190260,2006-11,Noviembre,2006,94.0,94.0,23190830,1.0
23190260,2006-12,Diciembre,2006,26.9,26.9,23190830,1.0
23190260,2007-01,Enero,2007,52.3,52.3,,1.0
23190260,2007-02,Febrero,2007,49.7,49.7,,1.0
23190260,2007-03,Marzo,2007,55.7,55.7,23190830,1.0
23190260,2007-04,Abril,2007,81.4,81.4,23190830,1.0
23190260,2007-05,Mayo,2007,86.9,86.9,,1.0
23190260,2007-06,Junio,2007,96.11066630009547,96.11066630009547,23190830,1.0
23190260,2007-07,Julio,2007,40.4,40.4,23190830,1.0
23190260,2007-08,Agosto,2007,138.6,138.6,23190830,1.0
23190260,2007-09,Septiembre,2007,141.0,141.0,,1.0
23190260,2007-10,Octubre,2007,96.0,96.0,23190830,1.0
23190260,2007-11,Noviembre,2007,79.0,79.0,23190830,1.0
23190260,2007-12,Diciembre,2007,24.6,24.6,23190830,1.0
23190260,2008-01,Enero,2008,47.9,47.9,,1.0
23190260,2008-02,Febrero,2008,204.2,204.2,,1.0
23190260,2008-03,Marzo,2008,197.5,197.5,23190830,1.0
23190260,2008-04,Abril,2008,48.1,48.1,23190830,1.0
23190260,2008-05,Mayo,2008,180.7,180.7,,1.0
23190260,2008-06,Junio,2008,55.4,55.4,23190830,1.0
23190260,2008-07,Julio,2008,105.1,105.1,23190830,1.0
23190260,2008-08,Agosto,2008,96.5,96.5,23190830,1.0
23190260,2008-09,Septiembre,2008,68.6,68.6,,1.0
23190260,2008-10,Octubre,2008,120.7,120.7,23190830,1.0
23190260,2008-11,Noviembre,2008,125.5,125.5,23190830,1.0
23190260,2008-12,Diciembre,2008,6.2,6.2,23190830,1.0
23190260,2009-01,Enero,2009,46.7,46.7,,1.0
23190260,2009-02,Febrero,2009,67.7,67.7,,1.0
23190260,2009-03,Marzo,2009,128.0,128.0,23190830,1.0
23190260,2009-04,Abril,2009,120.7,120.7,23190830,1.0
23190260,2009-05,Mayo,2009,67.3,67.3,,1.0
23190260,2009-06,Junio,2009,155.9,155.9,23190830,1.0
23190260,2009-07,Julio,2009,65.6,65.6,23190830,1.0
23190260,2009-08,Agosto,2009,44.6,44.6,23190830,1.0
23190260,2009-09,Septiembre,2009,13.4,13.4,,1.0
23190260,2009-10,Octubre,2009,180.9,180.9,23190830,1.0
23190260,2009-11,Noviembre,2009,66.0,66.0,23190830,1.0
23190260,2009-12,Diciembre,2009,5.5,5.5,23190830,1.0
23190260,2010-01,Enero,2010,0.0,0.0,,1.0
23190260,2010-02,Febrero,2010,34.7,34.7,,1.0
23190260,2010-03,Marzo,2010,28.4,28.4,23190830,1.0
23190260,2010-04,Abril,2010,46.3,46.3,23190830,1.0
23190260,2010-05,Mayo,2010,220.8,220.8,,1.0
23190260,2010-06,Junio,2010,75.3,75.3,23190830,1.0
23190260,2010-07,Julio,2010,149.0,149.0,23190830,1.0
23190260,2010-08,Agosto,2010,150.4,150.4,23190830,1.0
23190260,2010-09,Septiembre,2010,136.4,136.4,,1.0
23190260,2010-10,Octubre,2010,142.7,142.7,23190830,1.0
23190260,2010-11,Noviembre,2010,160.1,160.1,23190830,1.0
23190260,2010-12,Diciembre,2010,119.4,119.4,23190830,1.0
