Estación,Fecha,Mes,Año,Precipitación_imputada,Precipitación_ajustada,Vecina,factor_ajuste
23080750,2000-01,Enero,2000,206.0,206.0,,1.0
23080750,2000-02,Febrero,2000,228.0,302.1835972687581,23085140,1.3253666546875356
23080750,2000-03,Marzo,2000,434.0,434.0,,1.0
23080750,2000-04,Abril,2000,524.0,524.0,23085140,1.0
23080750,2000-05,Mayo,2000,600.0,600.0,23085140,1.0
23080750,2000-06,Junio,2000,525.0,525.0,,1.0
23080750,2000-07,Julio,2000,383.0,383.0,23085140,1.0
23080750,2000-08,Agosto,2000,378.0,378.0,23085140,1.0
23080750,2000-09,Septiembre,2000,646.0,646.0,,1.0
23080750,2000-10,Octubre,2000,602.0,602.0,,1.0
23080750,2000-11,Noviembre,2000,377.0,377.0,,1.0
23080750,2000-12,Diciembre,2000,446.0,446.0,,1.0
23080750,2001-01,Enero,2001,206.0,206.0,,1.0
23080750,2001-02,Febrero,2001,45.0,59.6414994609391,23085140,1.3253666546875356
23080750,2001-03,Marzo,2001,195.0,195.0,,1.0
23080750,2001-04,Abril,2001,300.0,300.0,23085140,1.0
23080750,2001-05,Mayo,2001,365.0,365.0,23085140,1.0
23080750,2001-06,Junio,2001,169.0,169.0,,1.0
23080750,2001-07,Julio,2001,445.0,445.0,23085140,1.0
23080750,2001-08,Agosto,2001,98.0,98.0,23085140,1.0
23080750,2001-09,Septiembre,2001,490.0,490.0,,1.0
23080750,2001-10,Octubre,2001,509.0,509.0,,1.0
23080750,2001-11,Noviembre,2001,583.0,583.0,,1.0
23080750,2001-12,Diciembre,2001,378.0,378.0,,1.0
23080750,2002-01,Enero,2002,242.0,242.0,,1.0
23080750,2002-02,Febrero,2002,322.0,426.76806280938644,23085140,1.3253666546875356
23080750,2002-03,Marzo,2002,452.0,452.0,,1.0
23080750,2002-04,Abril,2002,504.0,504.0,23085140,1.0
23080750,2002-05,Mayo,2002,355.0,355.0,23085140,1.0
23080750,2002-06,Junio,2002,290.0,290.0,,1.0
23080750,2002-07,Julio,2002,273.0,273.0,23085140,1.0
23080750,2002-08,Agosto,2002,380.0,380.0,23085140,1.0
23080750,2002-09,Septiembre,2002,399.0,399.0,,1.0
23080750,2002-10,Octubre,2002,428.0,428.0,,1.0
23080750,2002-11,Noviembre,2002,316.0,316.0,,1.0
23080750,2002-12,Diciembre,2002,226.0,226.0,,1.0
23080750,2003-01,Enero,2003,100.0,100.0,,1.0
23080750,2003-02,Febrero,2003,211.0,279.65236413907,23085140,1.3253666546875356
23080750,2003-03,Marzo,2003,234.0,234.0,,1.0
23080750,2003-04,Abril,2003,435.0,435.0,23085140,1.0
23080750,2003-05,Mayo,2003,398.0,398.0,23085140,1.0
23080750,2003-06,Junio,2003,375.0,375.0,,1.0
23080750,2003-07,Julio,2003,112.4,112.4,23085140,1.0
23080750,2003-08,Agosto,2003,333.0,333.0,23085140,1.0
23080750,2003-09,Septiembre,2003,334.0,334.0,,1.0
23080750,2003-10,Octubre,2003,606.0,606.0,,1.0
23080750,2003-11,Noviembre,2003,357.0,357.0,,1.0
23080750,2003-12,Diciembre,2003,146.0,146.0,,1.0
23080750,2004-01,Enero,2004,269.0,269.0,,1.0
