Estación,Fecha,Mes,Año,Precipitación_imputada,Precipitación_ajustada,Vecina,factor_ajuste
23190320,2000-01,Enero,2000,78.0,76.52533303172527,23180040,0.981094013227247
23190320,2000-02,Febrero,2000,242.0,242.0,,1.0
23190320,2000-03,Marzo,2000,108.0,104.1352696909618,23180040,0.9642154601014982
23190320,2000-04,Abril,2000,374.0,374.0,23180040,1.0
23190320,2000-05,Mayo,2000,274.0,274.0,,1.0
23190320,2000-06,Junio,2000,229.98894688200997,229.98894688200997,23180040,1.0
23190320,2000-07,Julio,2000,140.0,140.0,23180040,1.0
23190320,2000-08,Agosto,2000,87.0,87.0,23180040,1.0
23190320,2000-09,Septiembre,2000,253.0,253.0,23180040,1.0
23190320,2000-10,Octubre,2000,376.0,376.0,,1.0
23190320,2000-11,Noviembre,2000,163.0,156.79604596144657,23180040,0.9619389322788132
23190320,2000-12,Diciembre,2000,134.0,134.0,,1.0
23190320,2001-01,Enero,2001,78.0,76.52533303172527,23180040,0.981094013227247
23190320,2001-02,Febrero,2001,0.0,0.0,,1.0
23190320,2001-03,Marzo,2001,170.9,164.78442213134605,23180040,0.9642154601014982
23190320,2001-04,Abril,2001,184.0,184.0,23180040,1.0
23190320,2001-05,Mayo,2001,427.0,427.0,,1.0
23190320,2001-06,Junio,2001,140.0,140.0,23180040,1.0
23190320,2001-07,Julio,2001,76.0,76.0,23180040,1.0
23190320,2001-08,Agosto,2001,179.0,179.0,23180040,1.0
23190320,2001-09,Septiembre,2001,292.0,292.0,23180040,1.0
23190320,2001-10,Octubre,2001,561.0,561.0,,1.0
23190320,2001-11,Noviembre,2001,365.0,351.1077102817668,23180040,0.9619389322788132
23190320,2001-12,Diciembre,2001,199.0,199.0,,1.0
23190320,2002-01,Enero,2002,24.0,23.546256317453928,23180040,0.981094013227247
23190320,2002-02,Febrero,2002,64.0,64.0,,1.0
23190320,2002-03,Marzo,2002,150.0,144.63231901522474,23180040,0.9642154601014982
23190320,2002-04,Abril,2002,197.0,197.0,23180040,1.0
23190320,2002-05,Mayo,2002,240.0,240.0,,1.0
23190320,2002-06,Junio,2002,199.0,199.0,23180040,1.0
23190320,2002-07,Julio,2002,128.0,128.0,23180040,1.0
23190320,2002-08,Agosto,2002,275.0,275.0,23180040,1.0
23190320,2002-09,Septiembre,2002,201.0,201.0,23180040,1.0
23190320,2002-10,Octubre,2002,496.0,496.0,,1.0
23190320,2002-11,Noviembre,2002,250.0,240.4847330697033,23180040,0.9619389322788132
23190320,2002-12,Diciembre,2002,20.0,20.0,,1.0
23190320,2003-01,Enero,2003,7.0,6.8676580925907285,23180040,0.981094013227247
23190320,2003-02,Febrero,2003,65.0,65.0,,1.0
23190320,2003-03,Marzo,2003,252.0,242.98229594557753,23180040,0.9642154601014982
23190320,2003-04,Abril,2003,181.0,181.0,23180040,1.0
23190320,2003-05,Mayo,2003,312.0,312.0,,1.0
23190320,2003-06,Junio,2003,182.0,182.0,23180040,1.0
23190320,2003-07,Julio,2003,247.0,247.0,23180040,1.0
23190320,2003-08,Agosto,2003,231.0,231.0,23180040,1.0
23190320,2003-09,Septiembre,2003,231.0,231.0,23180040,1.0
23190320,2003-10,Octubre,2003,524.0,524.0,,1.0
23190320,2003-11,Noviembre,2003,240.0,240.0,23180040,1.0
23190320,2003-12,Diciembre,2003,260.0,260.0,,1.0
23190320,2004-01,Enero,2004,5.0,5.0,23180040,1.0
23190320,2004-02,Febrero,2004,14.0,14.0,,1.0
23190320,2004-03,Marzo,2004,51.0,49.174988465176405,23180040,0.9642154601014982
23190320,2004-04,Abril,2004,260.0,260.0,23180040,1.0
23190320,2004-05,Mayo,2004,177.0,177.0,,1.0
23190320,2004-06,Junio,2004,254.0,254.0,23180040,1.0
23190320,2004-07,Julio,2004,186.0,186.0,23180040,1.0
23190320,2004-08,Agosto,2004,326.0,326.0,23180040,1.0
23190320,2004-09,Septiembre,2004,517.0,517.0,23180040,1.0
23190320,2004-10,Octubre,2004,312.0,312.0,,1.0
23190320,2004-11,Noviembre,2004,440.0,440.0,23180040,1.0
23190320,2004-12,Diciembre,2004,115.0,115.0,,1.0
23190320,2005-01,Enero,2005,145.0,145.0,23180040,1.0
23190320,2005-02,Febrero,2005,172.0,172.0,,1.0
23190320,2005-03,Marzo,2005,153.0,153.0,23180040,1.0
