Estación,Fecha,Mes,Año,Precipitación_imputada,Precipitación_ajustada,Vecina,factor_ajuste
23120200,2000-01,Enero,2000,40.0,40.0,,1.0
23120200,2000-02,Febrero,2000,149.0,149.0,23125050,1.0
23120200,2000-03,Marzo,2000,187.0,187.0,,1.0
23120200,2000-04,Abril,2000,384.0,384.0,,1.0
23120200,2000-05,Mayo,2000,593.0,296.77241100914426,23125050,0.5004593777557239
23120200,2000-06,Junio,2000,307.0,307.0,23125050,1.0
23120200,2000-07,Julio,2000,215.0,215.0,23125050,1.0
23120200,2000-08,Agosto,2000,119.0,97.08714547818366,23125050,0.8158583653628879
23120200,2000-09,Septiembre,2000,447.0,447.0,,1.0
23120200,2000-10,Octubre,2000,387.0,387.0,23125050,1.0
23120200,2000-11,Noviembre,2000,233.0,233.0,,1.0
23120200,2000-12,Diciembre,2000,200.0,200.0,,1.0
23120200,2001-01,Enero,2001,139.0,139.0,,1.0
23120200,2001-02,Febrero,2001,137.3,137.3,23125050,1.0
23120200,2001-03,Marzo,2001,276.0,276.0,,1.0
23120200,2001-04,Abril,2001,243.0,243.0,,1.0
23120200,2001-05,Mayo,2001,312.0,156.14332585978585,23125050,0.5004593777557239
23120200,2001-06,Junio,2001,203.0,203.0,23125050,1.0
23120200,2001-07,Julio,2001,238.0,238.0,23125050,1.0
23120200,2001-08,Agosto,2001,351.0,286.36628624237363,23125050,0.8158583653628879
23120200,2001-09,Septiembre,2001,351.0,351.0,,1.0
23120200,2001-10,Octubre,2001,505.0,505.0,23125050,1.0
23120200,2001-11,Noviembre,2001,280.0,280.0,,1.0
23120200,2001-12,Diciembre,2001,174.0,174.0,,1.0
23120200,2002-01,Enero,2002,111.0,111.0,,1.0
23120200,2002-02,Febrero,2002,128.0,128.0,23125050,1.0
23120200,2002-03,Marzo,2002,214.0,214.0,,1.0
23120200,2002-04,Abril,2002,363.0,363.0,,1.0
23120200,2002-05,Mayo,2002,448.0,224.20580123456432,23125050,0.5004593777557239
23120200,2002-06,Junio,2002,256.0,256.0,23125050,1.0
23120200,2002-07,Julio,2002,260.0,260.0,23125050,1.0
23120200,2002-08,Agosto,2002,149.0,121.5628964390703,23125050,0.8158583653628879
23120200,2002-09,Septiembre,2002,314.0,314.0,,1.0
23120200,2002-10,Octubre,2002,356.0,356.0,23125050,1.0
23120200,2002-11,Noviembre,2002,278.0,278.0,,1.0
23120200,2002-12,Diciembre,2002,37.0,37.0,,1.0
23120200,2003-01,Enero,2003,40.0,40.0,,1.0
23120200,2003-02,Febrero,2003,48.0,48.0,23125050,1.0
23120200,2003-03,Marzo,2003,248.0,248.0,,1.0
23120200,2003-04,Abril,2003,359.0,359.0,,1.0
23120200,2003-05,Mayo,2003,558.0,279.25633278769396,23125050,0.5004593777557239
23120200,2003-06,Junio,2003,316.0,316.0,23125050,1.0
23120200,2003-07,Julio,2003,355.0,355.0,23125050,1.0
23120200,2003-08,Agosto,2003,158.0,128.9056217273363,23125050,0.8158583653628879
23120200,2003-09,Septiembre,2003,345.0,345.0,,1.0
23120200,2003-10,Octubre,2003,447.0,447.0,23125050,1.0
23120200,2003-11,Noviembre,2003,323.0,323.0,,1.0
23120200,2003-12,Diciembre,2003,403.0,403.0,,1.0
23120200,2004-01,Enero,2004,27.0,27.0,,1.0
23120200,2004-02,Febrero,2004,86.0,86.0,23125050,1.0
23120200,2004-03,Marzo,2004,212.0,212.0,,1.0
23120200,2004-04,Abril,2004,221.0,221.0,,1.0
23120200,2004-05,Mayo,2004,499.0,499.0,23125050,1.0
23120200,2004-06,Junio,2004,80.0,80.0,23125050,1.0
23120200,2004-07,Julio,2004,376.0,376.0,23125050,1.0
23120200,2004-08,Agosto,2004,148.0,120.74703807370742,23125050,0.8158583653628879
