Estación,Fecha,Mes,Año,Precipitación_imputada,Precipitación_ajustada,Vecina,factor_ajuste
23085160,2000-01,Enero,2000,106.0,81.66925769966129,23085110,0.7704646952798234
23085160,2000-02,Febrero,2000,209.0,209.0,,1.0
23085160,2000-03,Marzo,2000,218.7,218.7,,1.0
23085160,2000-04,Abril,2000,347.0,347.0,23085110,1.0
23085160,2000-05,Mayo,2000,407.3,407.3,23085110,1.0
23085160,2000-06,Junio,2000,478.7,478.7,,1.0
23085160,2000-07,Julio,2000,346.1,346.1,23085110,1.0
23085160,2000-08,Agosto,2000,294.7,294.7,23085110,1.0
23085160,2000-09,Septiembre,2000,351.6,351.6,23085110,1.0
23085160,2000-10,Octubre,2000,264.6,264.6,,1.0
23085160,2000-11,Noviembre,2000,115.1,115.1,,1.0
23085160,2000-12,Diciembre,2000,97.2,97.2,23085110,1.0
23085160,2001-01,Enero,2001,133.7,103.01112975891239,23085110,0.7704646952798234
23085160,2001-02,Febrero,2001,88.9,88.9,,1.0
23085160,2001-03,Marzo,2001,305.3,305.3,,1.0
23085160,2001-04,Abril,2001,159.7,159.7,23085110,1.0
23085160,2001-05,Mayo,2001,364.3,364.3,23085110,1.0
23085160,2001-06,Junio,2001,220.5,220.5,,1.0
23085160,2001-07,Julio,2001,336.7,336.7,23085110,1.0
23085160,2001-08,Agosto,2001,103.6,103.6,23085110,1.0
23085160,2001-09,Septiembre,2001,321.9,321.9,23085110,1.0
23085160,2001-10,Octubre,2001,221.3,221.3,,1.0
23085160,2001-11,Noviembre,2001,262.4,262.4,,1.0
23085160,2001-12,Diciembre,2001,141.2,141.2,23085110,1.0
23085160,2002-01,Enero,2002,106.0,81.66925769966129,23085110,0.7704646952798234
23085160,2002-02,Febrero,2002,95.3,95.3,,1.0
23085160,2002-03,Marzo,2002,201.8,201.8,,1.0
23085160,2002-04,Abril,2002,305.7,305.7,23085110,1.0
23085160,2002-05,Mayo,2002,281.2,281.2,23085110,1.0
23085160,2002-06,Junio,2002,184.7,184.7,,1.0
23085160,2002-07,Julio,2002,385.4,385.4,23085110,1.0
23085160,2002-08,Agosto,2002,145.0,145.0,23085110,1.0
23085160,2002-09,Septiembre,2002,257.1,257.1,23085110,1.0
23085160,2002-10,Octubre,2002,243.3,243.3,,1.0
23085160,2002-11,Noviembre,2002,208.9,208.9,,1.0
23085160,2002-12,Diciembre,2002,138.0,138.0,23085110,1.0
23085160,2003-01,Enero,2003,43.2,33.28407483608837,23085110,0.7704646952798234
23085160,2003-02,Febrero,2003,93.3,93.3,,1.0
23085160,2003-03,Marzo,2003,146.8,146.8,,1.0
23085160,2003-04,Abril,2003,308.1,308.1,23085110,1.0
23085160,2003-05,Mayo,2003,311.1,311.1,23085110,1.0
23085160,2003-06,Junio,2003,286.2,286.2,,1.0
23085160,2003-07,Julio,2003,163.3,163.3,23085110,1.0
23085160,2003-08,Agosto,2003,206.3,206.3,23085110,1.0
23085160,2003-09,Septiembre,2003,272.9,272.9,23085110,1.0
23085160,2003-10,Octubre,2003,324.1,324.1,,1.0
