Estación,Fecha,Mes,Año,Precipitación_imputada,Precipitación_ajustada,Vecina,factor_ajuste
23190560,2000-01,Enero,2000,9.0,9.0,23180050,1.0
23190560,2000-02,Febrero,2000,130.0,130.0,,1.0
23190560,2000-03,Marzo,2000,209.0,209.0,23180050,1.0
23190560,2000-04,Abril,2000,178.0,178.0,23180050,1.0
23190560,2000-05,Mayo,2000,192.0,192.0,23180050,1.0
23190560,2000-06,Junio,2000,187.0,187.0,23180050,1.0
23190560,2000-07,Julio,2000,235.0,235.0,23180050,1.0
23190560,2000-08,Agosto,2000,257.0,257.0,23180050,1.0
23190560,2000-09,Septiembre,2000,383.0,383.0,,1.0
23190560,2000-10,Octubre,2000,255.0,255.0,23180050,1.0
23190560,2000-11,Noviembre,2000,187.0,187.0,,1.0
23190560,2000-12,Diciembre,2000,211.0,inf,23180050,inf
23190560,2001-01,Enero,2001,49.0,49.0,23180050,1.0
23190560,2001-02,Febrero,2001,0.0,0.0,,1.0
23190560,2001-03,Marzo,2001,117.0,117.0,23180050,1.0
23190560,2001-04,Abril,2001,96.0,96.0,23180050,1.0
23190560,2001-05,Mayo,2001,515.0,515.0,23180050,1.0
23190560,2001-06,Junio,2001,189.0,189.0,23180050,1.0
23190560,2001-07,Julio,2001,131.0,131.0,23180050,1.0
23190560,2001-08,Agosto,2001,81.0,81.0,23180050,1.0
23190560,2001-09,Septiembre,2001,187.0,187.0,,1.0
23190560,2001-10,Octubre,2001,262.0,262.0,23180050,1.0
23190560,2001-11,Noviembre,2001,197.0,197.0,,1.0
23190560,2001-12,Diciembre,2001,162.0,162.0,23180050,1.0
23190560,2002-01,Enero,2002,0.0,0.0,23180050,1.0
23190560,2002-02,Febrero,2002,64.0,64.0,,1.0
23190560,2002-03,Marzo,2002,132.0,132.0,23180050,1.0
23190560,2002-04,Abril,2002,331.0,331.0,23180050,1.0
23190560,2002-05,Mayo,2002,175.0,175.0,23180050,1.0
23190560,2002-06,Junio,2002,104.0,104.0,23180050,1.0
23190560,2002-07,Julio,2002,238.0,238.0,23180050,1.0
23190560,2002-08,Agosto,2002,111.0,111.0,23180050,1.0
23190560,2002-09,Septiembre,2002,342.0,342.0,,1.0
23190560,2002-10,Octubre,2002,404.0,404.0,23180050,1.0
23190560,2002-11,Noviembre,2002,272.0,272.0,,1.0
23190560,2002-12,Diciembre,2002,34.0,34.0,23180050,1.0
23190560,2003-01,Enero,2003,50.0,50.0,23180050,1.0
23190560,2003-02,Febrero,2003,63.0,63.0,,1.0
23190560,2003-03,Marzo,2003,179.0,179.0,23180050,1.0
23190560,2003-04,Abril,2003,249.0,249.0,23180050,1.0
23190560,2003-05,Mayo,2003,533.0,533.0,23180050,1.0
23190560,2003-06,Junio,2003,486.0,486.0,23180050,1.0
23190560,2003-07,Julio,2003,182.0,182.0,23180050,1.0
23190560,2003-08,Agosto,2003,252.0,252.0,23180050,1.0
23190560,2003-09,Septiembre,2003,341.0,341.0,,1.0
23190560,2003-10,Octubre,2003,435.0,435.0,23180050,1.0
23190560,2003-11,Noviembre,2003,496.0,496.0,,1.0
23190560,2003-12,Diciembre,2003,77.0,77.0,23180050,1.0
23190560,2004-01,Enero,2004,44.0,44.0,23180050,1.0
23190560,2004-02,Febrero,2004,21.0,21.0,,1.0
23190560,2004-03,Marzo,2004,72.0,72.0,23180050,1.0
23190560,2004-04,Abril,2004,281.0,281.0,23180050,1.0
23190560,2004-05,Mayo,2004,462.0,462.0,23180050,1.0
23190560,2004-06,Junio,2004,82.0,82.0,23180050,1.0
23190560,2004-07,Julio,2004,265.0,265.0,23180050,1.0
23190560,2004-08,Agosto,2004,257.0,257.0,23180050,1.0
23190560,2004-09,Septiembre,2004,616.0,616.0,,1.0
23190560,2004-10,Octubre,2004,266.0,266.0,23180050,1.0
23190560,2004-11,Noviembre,2004,316.0,316.0,,1.0
23190560,2004-12,Diciembre,2004,35.0,35.0,23180050,1.0
23190560,2005-01,Enero,2005,30.0,30.0,23180050,1.0
23190560,2005-02,Febrero,2005,22.0,22.0,,1.0
23190560,2005-03,Marzo,2005,132.0,132.0,23180050,1.0
23190560,2005-04,Abril,2005,505.0,505.0,23180050,1.0
23190560,2005-05,Mayo,2005,305.0,305.0,23180050,1.0
23190560,2005-06,Junio,2005,236.0,236.0,23180050,1.0
23190560,2005-07,Julio,2005,155.0,155.0,23180050,1.0
23190560,2005-08,Agosto,2005,314.0,314.0,23180050,1.0
23190560,2005-09,Septiembre,2005,258.0,258.0,,1.0
23190560,2005-10,Octubre,2005,311.0,311.0,23180050,1.0
23190560,2005-11,Noviembre,2005,357.0,357.0,,1.0
23190560,2005-12,Diciembre,2005,27.0,27.0,23180050,1.0
23190560,2006-01,Enero,2006,100.0,100.0,23180050,1.0
23190560,2006-02,Febrero,2006,2.0,2.0,,1.0
23190560,2006-03,Marzo,2006,276.0,276.0,23180050,1.0
23190560,2006-04,Abril,2006,371.0,371.0,23180050,1.0
23190560,2006-05,Mayo,2006,337.0,337.0,23180050,1.0
23190560,2006-06,Junio,2006,261.0,261.0,23180050,1.0
23190560,2006-07,Julio,2006,233.0,233.0,23180050,1.0
23190560,2006-08,Agosto,2006,231.0,231.0,23180050,1.0
23190560,2006-09,Septiembre,2006,208.0,208.0,,1.0
23190560,2006-10,Octubre,2006,353.0,353.0,23180050,1.0
23190560,2006-11,Noviembre,2006,290.0,290.0,,1.0
23190560,2006-12,Diciembre,2006,48.0,48.0,23180050,1.0
23190560,2007-01,Enero,2007,1.0,1.0,23180050,1.0
23190560,2007-02,Febrero,2007,27.0,27.0,,1.0
23190560,2007-03,Marzo,2007,381.0,381.0,23180050,1.0
23190560,2007-04,Abril,2007,301.0,301.0,23180050,1.0
23190560,2007-05,Mayo,2007,439.0,439.0,23180050,1.0
23190560,2007-06,Junio,2007,225.0,225.0,23180050,1.0
23190560,2007-07,Julio,2007,180.0,180.0,23180050,1.0
23190560,2007-08,Agosto,2007,361.0,361.0,23180050,1.0
23190560,2007-09,Septiembre,2007,169.0,169.0,,1.0
23190560,2007-10,Octubre,2007,208.0,208.0,23180050,1.0
23190560,2007-11,Noviembre,2007,305.2,305.2,,1.0
23190560,2007-12,Diciembre,2007,164.1,164.1,23180050,1.0
23190560,2008-01,Enero,2008,40.2,40.2,23180050,1.0
23190560,2008-02,Febrero,2008,18.4,18.4,,1.0
23190560,2008-03,Marzo,2008,108.9,108.9,23180050,1.0
23190560,2008-04,Abril,2008,149.2,149.2,23180050,1.0
23190560,2008-05,Mayo,2008,363.1,363.1,23180050,1.0
23190560,2008-06,Junio,2008,279.1,279.1,23180050,1.0
23190560,2008-07,Julio,2008,495.2,495.2,23180050,1.0
23190560,2008-08,Agosto,2008,180.5,180.5,23180050,1.0
23190560,2008-09,Septiembre,2008,254.2,254.2,,1.0
23190560,2008-10,Octubre,2008,360.9,360.9,23180050,1.0
23190560,2008-11,Noviembre,2008,580.1,580.1,,1.0
23190560,2008-12,Diciembre,2008,101.9,101.9,23180050,1.0
23190560,2009-01,Enero,2009,26.1,26.1,23180050,1.0
23190560,2009-02,Febrero,2009,29.9,29.9,,1.0
23190560,2009-03,Marzo,2009,110.9,110.9,23180050,1.0
23190560,2009-04,Abril,2009,318.4,318.4,23180050,1.0
23190560,2009-05,Mayo,2009,151.4,151.4,23180050,1.0
23190560,2009-06,Junio,2009,360.8,360.8,23180050,1.0
23190560,2009-07,Julio,2009,306.7,306.7,23180050,1.0
23190560,2009-08,Agosto,2009,302.1,302.1,23180050,1.0
23190560,2009-09,Septiembre,2009,180.6,180.6,,1.0
