Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2017,103.22724901716633
Febrero,2015,191.04444320127982
Marzo,2005,226.70100242564823
Abril,2002,77.52619537160356
Mayo,2018,142.7659780959373
Junio,2012,191.60924974079617
Julio,2011,138.46122097915668
Agosto,2016,59.72595217496487
Septiembre,2018,112.46226488296101
Octubre,2018,159.59224553287405
Noviembre,2002,206.58088740432152
Diciembre,2012,130.8789497878058
