Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2009,41.88188065299825
Febrero,2007,164.13974318601356
Marzo,2017,242.5004102335644
Abril,2018,254.6865247008911
Mayo,2017,359.39621888122025
Junio,2017,250.7260188433234
Julio,2001,379.9128978503836
Agosto,2001,236.53228677754865
Septiembre,2000,250.92902094738673
Octubre,2002,140.2592791988033
Noviembre,2002,197.25171834575767
Diciembre,2001,102.45617813222313
