Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2003,83.28235182197965
Febrero,2000,152.77843640900028
Marzo,2005,101.2252350665866
Abril,2002,102.57240775829199
Mayo,2000,117.45400174670841
Junio,2012,77.24302340558114
Julio,2011,52.11580134661651
Agosto,2004,83.46279111076977
Septiembre,2004,64.66591193717647
Octubre,2012,147.4281539493833
Noviembre,2002,139.17834869367448
Diciembre,2012,154.51651928117346
