Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2016,60.354994995400105
Febrero,2008,144.09691323296207
Marzo,2015,131.4776680100498
Abril,2018,92.90090406693493
Mayo,2011,109.29401738577664
Junio,2011,70.77281156563582
Julio,2011,68.21482557288924
Agosto,2005,128.02345106975335
Septiembre,2000,82.27833394546893
Octubre,2014,145.2497854272655
Noviembre,2001,98.60314424781572
Diciembre,2012,59.72135314925495
