Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2004,114.73067665915103
Febrero,2016,182.78860832484423
Marzo,2004,147.49611576806572
Abril,2001,186.53882895510995
Mayo,2002,87.1046677684888
Junio,2012,173.68058885724935
Julio,2003,65.9655072998731
Agosto,2001,122.12785967784563
Septiembre,2001,196.0371710735936
Octubre,2001,177.91647540973324
Noviembre,2000,183.80402177605532
Diciembre,2014,215.02803538143587
