Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2017,89.10730890336662
Febrero,2015,158.70492470304757
Marzo,2014,185.64500172820888
Abril,2004,317.45553494413474
Mayo,2017,144.84503002251137
Junio,2012,313.40466599084823
Julio,2012,244.5978287060054
Agosto,2013,257.8718352759204
Septiembre,2012,296.5674542916922
Octubre,2000,240.5970534557291
Noviembre,2007,335.51658130908106
Diciembre,2011,164.66365820463642
