Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2017,301.61575592502163
Febrero,2012,84.21418692963664
Marzo,2005,139.08039889626022
Abril,2002,352.57993148821623
Mayo,2002,331.9145298824064
Junio,2004,278.24043421561834
Julio,2002,177.7784301681574
Agosto,2002,278.210624587645
Septiembre,2017,214.39355689006572
Octubre,2003,268.6002236553326
Noviembre,2002,185.78790927707797
Diciembre,2017,90.96361840662182
