Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2016,42.40790899228633
Febrero,2015,37.52122066244647
Marzo,2006,124.50348035649093
Abril,2007,86.70448085306776
Mayo,2004,159.63146358618238
Junio,2000,126.16968784767178
Julio,2018,145.99158960995697
Agosto,2004,171.58607218147597
Septiembre,2018,82.83261912858009
Octubre,2003,182.07183506792038
Noviembre,2011,73.42882203032242
Diciembre,2016,39.91960103895263
