Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2015,73.32784230101626
Febrero,2017,376.2886707072375
Marzo,2014,305.61852927102456
Abril,2011,135.67450628388144
Mayo,2016,213.0280490342404
Junio,2017,100.63776432807225
Julio,2012,124.32652372769574
Agosto,2006,179.54858230317498
Septiembre,2007,215.22721627601618
Octubre,2011,270.25611598480754
Noviembre,2011,171.3135221696274
Diciembre,2017,118.34125099917559
