Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2000,115.83295595041389
Febrero,2016,150.12788042329828
Marzo,2009,91.16449144266639
Abril,2001,107.05548120276492
Mayo,2016,53.160180070218345
Junio,2012,89.61484623004803
Julio,2000,47.097536252468984
Agosto,2006,78.06812413203295
Septiembre,2005,111.93573836719676
Octubre,2002,154.99990540794073
Noviembre,2000,52.06327147656115
Diciembre,2012,93.060579377446
