Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2016,67.90776212527362
Febrero,2000,108.9281216408808
Marzo,2006,123.19082010986318
Abril,2003,320.3502787965074
Mayo,2017,309.5612508050709
Junio,2000,108.82552380567229
Julio,2012,222.8779896966248
Agosto,2003,188.312749678001
Septiembre,2016,286.79685413225394
Octubre,2017,181.65070893215793
Noviembre,2011,171.36413082478302
Diciembre,2006,162.74408618414398
