Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2002,138.8475289618041
Febrero,2014,128.3109691780627
Marzo,2008,187.65528061441736
Abril,2007,160.11010963804551
Mayo,2017,261.1197947555592
Junio,2017,90.9095984594911
Julio,2000,308.0025936167334
Agosto,2005,212.46168547663856
Septiembre,2016,172.38402972778115
Octubre,2016,163.44205124622428
Noviembre,2011,94.02679824803758
Diciembre,2018,174.8009911465267
