Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2013,157.3297302603978
Febrero,2016,92.53090125074169
Marzo,2005,212.42904837907196
Abril,2001,176.7388129415834
Mayo,2016,347.05976436230054
Junio,2012,266.4278374146563
Julio,2001,171.48405319445888
Agosto,2018,257.7616712861137
Septiembre,2001,156.5322119849102
Octubre,2018,131.57146387140014
Noviembre,2001,290.77827979407266
Diciembre,2018,169.94818413114535
