Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2009,93.09135654734865
Febrero,2000,149.37832905217994
Marzo,2012,134.9669078321245
Abril,2014,125.09798203606525
Mayo,2004,232.09115015911183
Junio,2003,223.48860825362712
Julio,2001,187.0781084584384
Agosto,2005,239.22726438223893
Septiembre,2017,196.5905014517799
Octubre,2012,166.38363318582313
Noviembre,2015,193.39688294125114
Diciembre,2015,66.05177997136865
