Fecha,Mes,Año,Precipitación_imputada,Precipitación_original,xlin,xint,RESIDUALS
2000-01,January,2000,47.5,47.5,215.4735916094484,217.80127109892175,-170.30127109892175
2000-02,February,2000,145.7,145.7,215.52356549644864,216.4624829399691,-70.76248293996912
2000-03,March,2000,185.2,185.2,215.5735393834489,217.25872032767734,-32.05872032767735
2000-04,April,2000,251.6,251.6,215.6235132704491,219.82347314306926,31.77652685693073
2000-05,May,2000,203.8,203.8,215.67348715744936,221.1902904401061,-17.3902904401061
2000-06,June,2000,154.0,154.0,215.7234610444496,217.4667244327522,-63.46672443275219
2000-07,July,2000,83.7,83.7,215.77343493144986,217.36118634540716,-133.66118634540715
2000-08,August,2000,63.2,63.2,215.8234088184501,215.0101025247194,-151.8101025247194
2000-09,September,2000,373.6,373.6,215.87338270545035,217.10368477334978,156.49631522665024
2000-10,October,2000,295.9,295.9,215.92335659245057,218.90277952132558,76.9972204786744
2000-11,November,2000,134.8,134.8,215.97333047945082,218.75290049038864,-83.95290049038863
2000-12,December,2000,174.2,174.2,216.02330436645107,217.51945210289523,-43.31945210289524
2001-01,January,2001,187.8,187.8,216.07327825345132,167.15174892308585,20.648251076914164
2001-02,February,2001,205.3,205.3,216.12325214045157,196.60668829300747,8.693311706992546
2001-03,March,2001,260.2,260.2,216.17322602745182,294.3880069842962,-34.18800698429624
2001-04,April,2001,138.2,138.2,216.22319991445204,348.07259343435044,-209.87259343435045
2001-05,May,2001,392.9,392.9,216.2731738014523,208.35542201848264,184.54457798151734
2001-06,June,2001,140.1,140.1,216.32314768845254,201.9026834038298,-61.8026834038298
2001-07,July,2001,104.1,104.1,216.37312157545279,111.9780299708089,-7.87802997080891
2001-08,August,2001,12.0,12.0,216.42309546245303,190.16370162819072,-178.16370162819072
2001-09,September,2001,299.5,299.5,216.47306934945328,259.57755979650034,39.92244020349966
2001-10,October,2001,207.0,207.0,216.5230432364535,254.10196769314993,-47.10196769314993
2001-11,November,2001,182.1,182.1,216.57301712345375,231.33003661599747,-49.23003661599748
2001-12,December,2001,128.0,128.0,216.622991010454,224.60728825448092,-96.60728825448092
2002-01,January,2002,38.8,38.8,216.67296489745425,166.40662076433594,-127.60662076433594
2002-02,February,2002,122.0,122.0,216.7229387844545,200.35609206585175,-78.35609206585175
2002-03,March,2002,460.2,460.2,216.77291267145475,314.7345812341965,145.46541876580346
2002-04,April,2002,511.6,511.6,216.82288655845497,392.79842496314694,118.80157503685308
2002-05,May,2002,236.8,236.8,216.87286044545522,233.09108334230157,3.7089166576984383
2002-06,June,2002,93.9,93.9,216.92283433245547,209.05889513880305,-115.15889513880305
2002-07,July,2002,152.0,152.0,216.97280821945571,112.39885586976071,39.60114413023929
2002-08,August,2002,25.0,25.0,217.02278210645596,196.32778300528352,-171.32778300528352
2002-09,September,2002,285.3,285.3,217.0727559934562,250.25185774242743,35.04814225757258
2002-10,October,2002,460.4,460.4,217.12272988045643,289.5556682068114,170.8443317931886
2002-11,November,2002,193.1,193.1,217.17270376745668,235.40549361918073,-42.30549361918074
2002-12,December,2002,215.1,215.1,217.22267765445693,220.8266998084234,-5.726699808423405
2003-01,January,2003,102.7,102.7,217.27265154145718,183.19738150178773,-80.49738150178773
2003-02,February,2003,147.7,147.7,217.32262542845743,186.3949916896339,-38.69499168963392
2003-03,March,2003,124.6,124.6,217.37259931545768,303.745448329751,-179.14544832975102
2003-04,April,2003,406.6,406.6,217.4225732024579,414.56192656285043,-7.961926562850408
2003-05,May,2003,276.7,276.7,217.47254708945815,250.2625263785519,26.437473621448078
2003-06,June,2003,175.8,175.8,217.5225209764584,186.22357710692535,-10.423577106925336
2003-07,July,2003,37.4,37.4,217.57249486345864,80.97668931248674,-43.57668931248674
2003-08,August,2003,144.2,144.2,217.6224687504589,167.95922442625795,-23.75922442625796
2003-09,September,2003,217.7,217.7,217.67244263745914,224.2747585914452,-6.574758591445203
2003-10,October,2003,332.1,332.1,217.72241652445936,266.2852950225389,65.81470497746113
2003-11,November,2003,442.8,442.8,217.7723904114596,280.9127735179476,161.88722648205243
2003-12,December,2003,223.1,223.1,217.82236429845986,195.88225908281544,27.217740917184557
2004-01,January,2004,109.2,109.2,217.8723381854601,167.03307671345317,-57.83307671345317
2004-02,February,2004,208.0,208.0,217.92231207246036,171.09991939320406,36.90008060679594
2004-03,March,2004,191.1,191.1,217.9722859594606,302.1528274769405,-111.05282747694051
2004-04,April,2004,313.1,313.1,218.02225984646083,427.1882803776138,-114.08828037761378
2004-05,May,2004,362.7,362.7,218.07223373346108,266.8303508045205,95.8696491954795
2004-06,June,2004,123.6,123.6,218.12220762046132,180.65391994255498,-57.053919942554984
2004-07,July,2004,142.2,142.2,218.17218150746157,75.43813584477036,66.76186415522963
2004-08,August,2004,123.0,123.0,218.22215539446182,187.93948803652475,-64.93948803652475
2004-09,September,2004,302.2,302.2,218.27212928146207,195.65115171949424,106.54884828050575
2004-10,October,2004,391.9,391.9,218.3221031684623,246.0183194163843,145.8816805836157
2004-11,November,2004,330.8,330.8,218.37207705546254,269.2728863655218,61.52711363447821
2004-12,December,2004,168.9,168.9,218.4220509424628,162.89354747415476,6.006452525845248
2005-01,January,2005,205.0,205.0,218.47202482946304,170.67325507615507,34.32674492384493
2005-02,February,2005,108.3,108.3,218.5219987164633,160.25853483924303,-51.95853483924303
2005-03,March,2005,148.5,148.5,218.5719726034635,335.9517980527156,-187.45179805271562
2005-04,April,2005,439.4,439.4,218.62194649046376,421.83325610753053,17.566743892469447
