Fecha,Mes,Año,Precipitación_imputada,Precipitación_original,xlin,xint,RESIDUALS
2000-01,January,2000,0.0,0.0,359.0142299910242,267.3507096812624,-267.3507096812624
2000-02,February,2000,152.0,152.0,358.2094994058637,213.16518170665933,-61.165181706659325
2000-03,March,2000,170.0,170.0,357.4047688207033,182.3793279988995,-12.379327998899498
2000-04,April,2000,307.0,307.0,356.6000382355428,255.9654765541745,51.0345234458255
2000-05,May,2000,564.0,564.0,355.7953076503823,303.5163339031515,260.4836660968485
2000-06,June,2000,223.0,223.0,354.9905770652218,309.3747266725471,-86.37472667254713
2000-07,July,2000,523.0,523.0,354.1858464800614,329.91045155406476,193.08954844593524
2000-08,August,2000,611.0,611.0,353.3811158949009,347.0463788815255,263.9536211184745
2000-09,September,2000,835.0,835.0,352.57638530974043,310.0136870380928,524.9863129619072
2000-10,October,2000,579.0,579.0,351.77165472458,262.27732995782947,316.72267004217053
2000-11,November,2000,286.0,286.0,350.9669241394195,313.88620944369546,-27.886209443695464
2000-12,December,2000,121.0,121.0,350.16219355425903,245.2350412044871,-124.23504120448709
2001-01,January,2001,39.0,39.0,349.35746296909855,89.6513679936026,-50.651367993602605
2001-02,February,2001,0.0,0.0,348.5527323839381,65.5953403665635,-65.5953403665635
2001-03,March,2001,185.0,185.0,347.74800179877764,259.1987858025994,-74.19878580259939
2001-04,April,2001,156.0,156.0,346.94327121361715,290.4079483431473,-134.40794834314732
2001-05,May,2001,674.0,674.0,346.1385406284567,343.2686578382038,330.7313421617962
2001-06,June,2001,665.0,665.0,345.33381004329624,398.47029851129525,266.52970148870475
2001-07,July,2001,646.0,646.0,344.52907945813575,407.16229067760287,238.83770932239713
2001-08,August,2001,372.0,372.0,343.72434887297527,216.92651838576376,155.07348161423624
2001-09,September,2001,693.0,693.0,342.91961828781484,353.0515489186864,339.9484510813136
2001-10,October,2001,283.0,283.0,342.11488770265436,411.25073759726047,-128.25073759726047
2001-11,November,2001,558.0,558.0,341.3101571174939,322.674474992849,235.325525007151
2001-12,December,2001,236.0,236.0,340.50542653233344,79.78391164479564,156.21608835520436
2002-01,January,2002,0.0,0.0,339.70069594717296,8.993446129890003,-8.993446129890003
2002-02,February,2002,0.0,0.0,338.8959653620125,104.0104824598422,-104.0104824598422
2002-03,March,2002,209.0,209.0,338.091234776852,255.2581043517151,-46.258104351715104
2002-04,April,2002,399.0,399.0,337.28650419169156,278.2279205079558,120.77207949204421
2002-05,May,2002,393.0,393.0,336.4817736065311,398.6128922967595,-5.612892296759526
2002-06,June,2002,477.0,477.0,335.6770430213706,388.4718498213511,88.5281501786489
2002-07,July,2002,196.0,196.0,334.87231243621017,359.57438520312974,-163.57438520312974
2002-08,August,2002,151.0,151.0,334.0675818510497,214.34453685572174,-63.34453685572174
2002-09,September,2002,418.0,418.0,333.2628512658892,330.8914334100426,87.10856658995738
2002-10,October,2002,976.0,976.0,332.4581206807287,376.48052690234664,599.5194730976534
2002-11,November,2002,317.0,317.0,331.6533900955683,311.38315424781,5.616845752189988
2002-12,December,2002,33.0,33.0,330.8486595104078,216.020739516969,-183.020739516969
2003-01,January,2003,0.0,0.0,330.0439289252473,174.58256383873876,-174.58256383873876
2003-02,February,2003,7.0,7.0,329.2391983400869,24.817074605246944,-17.817074605246944
2003-03,March,2003,158.0,158.0,328.4344677549264,157.16123477539406,0.838765224605936
2003-04,April,2003,405.0,405.0,327.6297371697659,278.2636568580215,126.73634314197852
2003-05,May,2003,512.0,512.0,326.82500658460543,431.1737487519976,80.8262512480024
