Fecha,Mes,Año,Precipitación_imputada,Precipitación_original,xlin,xint,RESIDUALS
2000-01,January,2000,11.0,11.0,127.73161962120075,147.85236273440526,-136.85236273440526
2000-02,February,2000,35.0,35.0,127.87699479033265,147.85236328745188,-112.85236328745188
2000-03,March,2000,29.0,29.0,128.02236995946453,147.85236510500027,-118.85236510500027
2000-04,April,2000,65.0,65.0,128.16774512859644,147.8523666916637,-82.85236669166369
2000-05,May,2000,147.85236433430376,,128.31312029772832,147.85236433430376,
2000-06,June,2000,147.85236020689405,,128.4584954668602,147.85236020689405,
2000-07,July,2000,147.85235920065284,,128.6038706359921,147.85235920065284,
2000-08,August,2000,147.85236056294022,,128.749245805124,147.85236056294022,
2000-09,September,2000,147.85236509217307,,128.89462097425587,147.85236509217307,
2000-10,October,2000,147.85236911070695,,129.03999614338778,147.85236911070695,
2000-11,November,2000,147.85236716352014,,129.18537131251966,147.85236716352014,
2000-12,December,2000,38.0,38.0,129.33074648165154,147.85235816503223,-109.85235816503223
2001-01,January,2001,14.0,14.0,129.47612165078345,91.52599014958857,-77.52599014958857
2001-02,February,2001,0.0,0.0,129.62149681991534,60.621415632927935,-60.621415632927935
2001-03,March,2001,332.0,332.0,129.76687198904725,154.89598628723505,177.10401371276495
2001-04,April,2001,42.0,42.0,129.91224715817913,143.0852710455633,-101.0852710455633
2001-05,May,2001,369.0,369.0,130.057622327311,181.9295183395087,187.0704816604913
2001-06,June,2001,112.49853060948388,,130.20299749644292,112.49853060948388,
2001-07,July,2001,110.16215027868891,,130.3483726655748,110.16215027868891,
2001-08,August,2001,0.0,,130.49374783470668,-20.61341803849473,
2001-09,September,2001,213.15830185782121,,130.6391230038386,213.15830185782121,
2001-10,October,2001,313.06270755891603,,130.78449817297047,313.06270755891603,
2001-11,November,2001,95.43765660386474,,130.92987334210235,95.43765660386474,
2001-12,December,2001,161.306850406567,,131.07524851123426,161.306850406567,
2002-01,January,2002,72.57768118131386,,131.22062368036615,72.57768118131386,
