Fecha,Mes,Año,Precipitación_imputada,Precipitación_original,xlin,xint,RESIDUALS
2000-01,January,2000,118.6,118.6,375.4567079235041,403.4856449927725,-284.88564499277254
2000-02,February,2000,262.3,262.3,375.65430758243974,403.48564499277234,-141.18564499277232
2000-03,March,2000,280.1,280.1,375.85190724137544,403.4856449927724,-123.38564499277237
2000-04,April,2000,346.5,346.5,376.0495069003111,403.4856449927728,-56.98564499277279
2000-05,May,2000,485.6,485.6,376.2471065592468,403.48564499277296,82.11435500722706
2000-06,June,2000,509.0,509.0,376.44470621818243,403.4856449927724,105.5143550072276
2000-07,July,2000,337.5,337.5,376.64230587711813,403.48564499277256,-65.98564499277256
2000-08,August,2000,389.0,389.0,376.8399055360538,403.48564499277256,-14.485644992772563
2000-09,September,2000,608.1,608.1,377.0375051949895,403.4856449927727,204.61435500722735
2000-10,October,2000,568.6,568.6,377.2351048539251,403.4856449927729,165.11435500722712
2000-11,November,2000,359.0,359.0,377.4327045128608,403.48564499277245,-44.48564499277245
2000-12,December,2000,363.1,363.1,377.63030417179647,403.48564499277245,-40.38564499277243
2001-01,January,2001,69.4,69.4,377.82790383073217,357.7296544683422,-288.32965446834214
2001-02,February,2001,99.4,99.4,378.0255034896678,335.31199234792405,-235.91199234792404
2001-03,March,2001,384.1,384.1,378.2231031486035,411.8025803531448,-27.702580353144754
2001-04,April,2001,254.8,254.8,378.42070280753916,414.7540876889622,-159.9540876889622
2001-05,May,2001,581.9,581.9,378.61830246647486,440.94486358696525,140.95513641303472
2001-06,June,2001,240.8,240.8,378.8159021254105,356.54150453047464,-115.74150453047463
2001-07,July,2001,410.1,410.1,379.0135017843462,320.6017929722883,89.49820702771171
2001-08,August,2001,123.8,123.8,379.21110144328185,536.2996058312265,-412.49960583122646
2001-09,September,2001,481.1,481.1,379.40870110221755,361.1307058522796,119.9692941477204
2001-10,October,2001,579.6,579.6,379.6063007611532,458.7464557560116,120.85354424398844
2001-11,November,2001,365.0,365.0,379.8039004200889,352.86363993870117,12.13636006129883
2001-12,December,2001,369.4,369.4,380.00150007902454,399.48751382503866,-30.087513825038684
2002-01,January,2002,120.0,120.0,380.19909973796024,248.45268708715219,-128.45268708715219
2002-02,February,2002,118.0,118.0,380.3966993968959,286.20446661168467,-168.20446661168467
2002-03,March,2002,352.0,352.0,380.5942990558316,361.25430852109776,-9.254308521097755
2002-04,April,2002,586.0,586.0,380.7918987147672,406.2160155275296,179.78398447247042
2002-05,May,2002,338.4,338.4,380.9894983737029,390.45260294559347,-52.05260294559349
2002-06,June,2002,395.7,395.7,381.1870980326386,288.6970238850933,107.00297611490669
2002-07,July,2002,192.0,192.0,381.3846976915742,286.85336201458256,-94.85336201458256
2002-08,August,2002,416.8,416.8,381.5822973505099,421.1771070564192,-4.377107056419163
2002-09,September,2002,491.2,491.2,381.77989700944556,367.36885661933354,123.83114338066645
2002-10,October,2002,693.0,693.0,381.97749666838126,492.69648246988845,200.30351753011155
2002-11,November,2002,240.7,240.7,382.1750963273169,419.3332592775715,-178.63325927757154
2002-12,December,2002,218.0,218.0,382.3726959862526,405.3739318655178,-187.37393186551782
2003-01,January,2003,249.73438301462704,,382.57029564518825,249.73438301462704,
2003-02,February,2003,287.92427546457225,,382.76789530412395,287.92427546457225,
2003-03,March,2003,310.6147760521254,,382.9654949630596,310.6147760521254,
2003-04,April,2003,567.966450215201,,383.1630946219953,567.966450215201,
2003-05,May,2003,390.88189584084546,,383.36069428093094,390.88189584084546,
2003-06,June,2003,264.4360255281685,,383.55829393986664,264.4360255281685,
2003-07,July,2003,289.74655721716755,,383.7558935988023,289.74655721716755,
2003-08,August,2003,366.2749648582259,,383.953493257738,366.2749648582259,
2003-09,September,2003,365.08895167193043,,384.15109291667363,365.08895167193043,
2003-10,October,2003,514.4355812316022,,384.34869257560933,514.4355812316022,
2003-11,November,2003,598.372112789379,,384.546292234545,598.372112789379,
2003-12,December,2003,388.14344198089003,,384.7438918934807,388.14344198089003,
2004-01,January,2004,333.107740531,,384.9414915524163,333.107740531,
2004-02,February,2004,233.19098162870267,,385.139091211352,233.19098162870267,
2004-03,March,2004,414.82808288465907,,385.33669087028767,414.82808288465907,
2004-04,April,2004,633.2218990069753,,385.5342905292233,633.2218990069753,
2004-05,May,2004,536.0,536.0,385.731890188159,467.59658901213396,68.40341098786604
2004-06,June,2004,236.0,236.0,385.92948984709466,320.4160671474808,-84.41606714748082
2004-07,July,2004,428.0,428.0,386.12708950603036,307.14661687181524,120.85338312818476
2004-08,August,2004,268.0,268.0,386.324689164966,439.62995325629635,-171.62995325629635
2004-09,September,2004,545.0,545.0,386.5222888239017,453.90064852398086,91.09935147601914
2004-10,October,2004,412.5,412.5,386.71988848283735,515.4296766891869,-102.92967668918686
2004-11,November,2004,703.0,703.0,386.91748814177305,580.2647404629042,122.73525953709577
2004-12,December,2004,195.0,195.0,387.1150878007087,387.91673104800094,-192.91673104800094
2005-01,January,2005,231.0,231.0,387.3126874596444,373.4319464951944,-142.43194649519438
2005-02,February,2005,83.0,83.0,387.51028711858004,296.89415055400195,-213.89415055400195
2005-03,March,2005,153.0,153.0,387.70788677751574,390.45074686050685,-237.45074686050685
2005-04,April,2005,609.0,609.0,387.9054864364514,496.59734221631066,112.40265778368934
2005-05,May,2005,550.0,550.0,388.1030860953871,483.6137568224563,66.38624317754369
2005-06,June,2005,502.0,502.0,388.3006857543227,341.4703328886979,160.5296671113021
2005-07,July,2005,329.0,329.0,388.49828541325843,339.2223373864423,-10.222337386442291
2005-08,August,2005,439.0,439.0,388.6958850721941,448.60860556341805,-9.608605563418052
2005-09,September,2005,366.0,366.0,388.8934847311298,453.6274828041042,-87.6274828041042
2005-10,October,2005,609.0,609.0,389.0910843900654,534.1861537502019,74.81384624979808
2005-11,November,2005,781.0,781.0,389.2886840490011,433.598834667176,347.401165332824
2005-12,December,2005,173.0,173.0,389.48628370793676,387.78732626483895,-214.78732626483895
2006-01,January,2006,349.0,349.0,389.68388336687246,362.11911250082215,-13.119112500822155
2006-02,February,2006,224.0,224.0,389.8814830258081,357.42267470302914,-133.42267470302914
2006-03,March,2006,543.0,543.0,390.0790826847438,400.3780182329806,142.6219817670194
2006-04,April,2006,450.2,450.2,390.27668234367945,495.46248456754734,-45.26248456754735
2006-05,May,2006,358.8,358.8,390.47428200261515,510.2787098146199,-151.4787098146199
2006-06,June,2006,263.1,263.1,390.6718816615508,263.1677011231775,-0.06770112317747135
2006-07,July,2006,241.7,241.7,390.86948132048644,364.8246010205945,-123.12460102059453
2006-08,August,2006,397.0,397.0,391.06708097942214,523.76645969918,-126.76645969918002
2006-09,September,2006,374.0,374.0,391.2646806383578,416.60476566172457,-42.60476566172457
2006-10,October,2006,693.0,693.0,391.4622802972935,551.1375093548453,141.8624906451547
2006-11,November,2006,591.0,591.0,391.65987995622913,388.80758750265966,202.19241249734034
2006-12,December,2006,304.0,304.0,391.85747961516483,319.3316524717999,-15.331652471799885
2007-01,January,2007,290.0,290.0,392.0550792741005,361.36841173970305,-71.36841173970305
2007-02,February,2007,31.0,31.0,392.2526789330362,321.3903427859975,-290.3903427859975
2007-03,March,2007,404.0,404.0,392.4502785919718,467.46713447729616,-63.467134477296156
2007-04,April,2007,535.0,535.0,392.6478782509075,496.24931052582986,38.750689474170144
2007-05,May,2007,610.9,610.9,392.84547790984317,488.99255603406345,121.90744396593652
2007-06,June,2007,133.0,133.0,393.04307756877887,392.0520660679341,-259.0520660679341
