Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2003,60.932852386869264
Febrero,2007,64.48520243694156
Marzo,2011,80.98990883643056
Abril,2012,255.79763345312608
Mayo,2016,133.86170446236153
Junio,2000,197.0955713273185
Julio,2008,239.12970188421255
Agosto,2018,210.4845888220298
Septiembre,2007,152.5133461373135
Octubre,2014,119.45571634152415
Noviembre,2003,155.88747905139792
Diciembre,2001,101.12990106239052
