Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2004,92.56430197435728
Febrero,2000,159.89872617247127
Marzo,2005,172.54889189803018
Abril,2013,216.9425862164589
Mayo,2011,212.24249103325187
Junio,2012,186.93741374930642
Julio,2016,119.76539567003483
Agosto,2013,265.93276987847537
Septiembre,2012,97.88694981995786
Octubre,2011,213.52963904338895
Noviembre,2003,192.97266645823186
Diciembre,2011,308.07568117807244
