Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2011,64.13328696892394
Febrero,2007,169.59316122218286
Marzo,2001,103.92498603426526
Abril,2001,155.4961671553354
Mayo,2017,233.92252468617795
Junio,2001,60.52296488335939
Julio,2011,120.89149715068193
Agosto,2013,78.62338937709858
Septiembre,2001,147.9829787509361
Octubre,2003,124.3249467101875
Noviembre,2002,127.25816931286873
Diciembre,2002,73.44984710137723
