Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2013,113.15118338731611
Febrero,2018,197.82796666440353
Marzo,2010,120.30396172085719
Abril,2017,158.1976629470382
Mayo,2003,131.16580911400575
Junio,2003,134.2473311403009
Julio,2008,124.09533565366212
Agosto,2011,96.77258292842095
Septiembre,2001,112.53884815601558
Octubre,2016,146.90302655375424
Noviembre,2010,140.28166317077276
Diciembre,2007,96.42625588058901
