Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2017,56.527798471194664
Febrero,2000,102.67991347668222
Marzo,2005,128.15031807923663
Abril,2009,199.1442140761314
Mayo,2004,216.5384988864567
Junio,2001,75.00517352526792
Julio,2018,75.16317407375837
Agosto,2004,152.2610536733359
Septiembre,2011,104.60587977419497
Octubre,2003,115.21892455999306
Noviembre,2003,146.8873054419612
Diciembre,2011,32.45256153218111
