Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2000,85.53544244718942
Febrero,2000,173.00430978331602
Marzo,2006,156.51574218698153
Abril,2005,207.8618360376727
Mayo,2016,240.48891450542993
Junio,2014,148.2190726593579
Julio,2003,122.67086272891198
Agosto,2014,168.9008037281055
Septiembre,2000,213.24447058913879
Octubre,2012,159.7559306941783
Noviembre,2003,278.69233237568625
Diciembre,2011,261.19264166157774
