Fecha,Mes,Año,23125150
2000-01-01,January,2000,128.2
2000-02-01,February,2000,217.2
2000-03-01,March,2000,294.4
2000-04-01,April,2000,287.6
2000-05-01,May,2000,233.7
2000-06-01,June,2000,181.1
2000-07-01,July,2000,122.8
2000-08-01,August,2000,110.3
2000-09-01,September,2000,237.0
2000-10-01,October,2000,233.5
2000-11-01,November,2000,177.4
2000-12-01,December,2000,192.7
2001-01-01,January,2001,121.8
2001-02-01,February,2001,184.5
2001-03-01,March,2001,231.5
2001-04-01,April,2001,123.3
2001-05-01,May,2001,251.4
2001-06-01,June,2001,127.9
2001-07-01,July,2001,102.9
2001-08-01,August,2001,88.8
2001-09-01,September,2001,233.5
2001-10-01,October,2001,440.4
2001-11-01,November,2001,427.2
2001-12-01,December,2001,239.6
2002-01-01,January,2002,116.9
2002-02-01,February,2002,158.7
2002-03-01,March,2002,383.8
2002-04-01,April,2002,451.1
2002-05-01,May,2002,272.6
2002-06-01,June,2002,80.6
2002-07-01,July,2002,75.8
2002-08-01,August,2002,90.8
2002-09-01,September,2002,143.4
2002-10-01,October,2002,379.7
2002-11-01,November,2002,162.2
2002-12-01,December,2002,353.2
2003-01-01,January,2003,58.9
2003-02-01,February,2003,128.5
2003-03-01,March,2003,195.7
2003-04-01,April,2003,243.2
2003-05-01,May,2003,133.7
2003-06-01,June,2003,95.4
2003-07-01,July,2003,121.6
2003-08-01,August,2003,88.1
2003-09-01,September,2003,194.3
2003-10-01,October,2003,279.0
2003-11-01,November,2003,270.3
2003-12-01,December,2003,182.8
2004-01-01,January,2004,252.0
2004-02-01,February,2004,162.4
2004-03-01,March,2004,190.1
2004-04-01,April,2004,359.3
2004-05-01,May,2004,589.2
2004-06-01,June,2004,51.8
2004-07-01,July,2004,233.7
2004-08-01,August,2004,49.1
2004-09-01,September,2004,300.3
2004-10-01,October,2004,527.7
2004-11-01,November,2004,585.7
2004-12-01,December,2004,292.0
2005-01-01,January,2005,225.3
2005-02-01,February,2005,328.5
2005-03-01,March,2005,426.0
2005-04-01,April,2005,349.1
2005-05-01,May,2005,509.0
2005-06-01,June,2005,129.4
2005-07-01,July,2005,109.6
2005-08-01,August,2005,95.2
2005-09-01,September,2005,324.5
2005-10-01,October,2005,731.0
2005-11-01,November,2005,270.3
2005-12-01,December,2005,302.8
2006-01-01,January,2006,298.9
2006-02-01,February,2006,243.0
2006-03-01,March,2006,501.7
2006-04-01,April,2006,514.8
2006-05-01,May,2006,359.3
2006-06-01,June,2006,180.9
2006-07-01,July,2006,40.0
2006-08-01,August,2006,61.7
2006-09-01,September,2006,173.1
2006-10-01,October,2006,427.5
2006-11-01,November,2006,321.1
2006-12-01,December,2006,372.2
2007-01-01,January,2007,198.8
2007-02-01,February,2007,96.7
2007-03-01,March,2007,580.6
2007-04-01,April,2007,535.3
2007-05-01,May,2007,173.0
2007-06-01,June,2007,113.1
2007-07-01,July,2007,84.2
2007-08-01,August,2007,218.8
2007-09-01,September,2007,46.2
2007-10-01,October,2007,460.8
2007-11-01,November,2007,381.3
2007-12-01,December,2007,412.5
2008-01-01,January,2008,234.2
2008-02-01,February,2008,283.5
2008-03-01,March,2008,344.9
2008-04-01,April,2008,
2008-05-01,May,2008,545.1
2008-06-01,June,2008,107.0
2008-07-01,July,2008,119.3
2008-08-01,August,2008,118.2
2008-09-01,September,2008,55.4
2008-10-01,October,2008,369.3
2008-11-01,November,2008,
2008-12-01,December,2008,253.7
2009-01-01,January,2009,262.5
2009-02-01,February,2009,444.3
2009-03-01,March,2009,427.5
2009-04-01,April,2009,323.6
2009-05-01,May,2009,290.6
2009-06-01,June,2009,212.2
2009-07-01,July,2009,102.6
2009-08-01,August,2009,88.0
2009-09-01,September,2009,139.4
2009-10-01,October,2009,297.2
2009-11-01,November,2009,257.8
2009-12-01,December,2009,137.6
2010-01-01,January,2010,179.7
2010-02-01,February,2010,54.6
2010-03-01,March,2010,298.5
2010-04-01,April,2010,229.6
2010-05-01,May,2010,211.3
2010-06-01,June,2010,208.2
2010-07-01,July,2010,238.0
2010-08-01,August,2010,180.1
2010-09-01,September,2010,148.0
2010-10-01,October,2010,74.8
2010-11-01,November,2010,493.9
2010-12-01,December,2010,358.0
2011-01-01,January,2011,198.7
2011-02-01,February,2011,491.8
2011-03-01,March,2011,587.0
2011-04-01,April,2011,580.6
2011-05-01,May,2011,366.5
2011-06-01,June,2011,238.8
2011-07-01,July,2011,105.3
2011-08-01,August,2011,192.3
2011-09-01,September,2011,58.2
2011-10-01,October,2011,503.7
2011-11-01,November,2011,567.2
2011-12-01,December,2011,328.8
2012-01-01,January,2012,481.8
2012-02-01,February,2012,117.1
2012-03-01,March,2012,280.5
2012-04-01,April,2012,353.8
2012-05-01,May,2012,189.9
2012-06-01,June,2012,46.6
2012-07-01,July,2012,76.7
2012-08-01,August,2012,89.4
2012-09-01,September,2012,77.5
2012-10-01,October,2012,
2012-11-01,November,2012,115.5
2012-12-01,December,2012,98.9
2013-01-01,January,2013,126.7
2013-02-01,February,2013,159.4
2013-03-01,March,2013,510.0
2013-04-01,April,2013,
2013-05-01,May,2013,266.7
2013-06-01,June,2013,
2013-07-01,July,2013,
2013-08-01,August,2013,329.0
2013-09-01,September,2013,
2013-10-01,October,2013,
2013-11-01,November,2013,
2013-12-01,December,2013,
2014-01-01,January,2014,367.9
2014-02-01,February,2014,381.6
2014-03-01,March,2014,
2014-04-01,April,2014,
2014-05-01,May,2014,
2014-06-01,June,2014,
2014-07-01,July,2014,
2014-08-01,August,2014,
2014-09-01,September,2014,336.4
2014-10-01,October,2014,453.1
2014-11-01,November,2014,267.6
2014-12-01,December,2014,209.9
2015-01-01,January,2015,262.7
2015-02-01,February,2015,232.3
2015-03-01,March,2015,487.9
2015-04-01,April,2015,325.0
2015-05-01,May,2015,126.3
2015-06-01,June,2015,109.7
2015-07-01,July,2015,88.4
2015-08-01,August,2015,32.8
2015-09-01,September,2015,78.1
2015-10-01,October,2015,221.6
2015-11-01,November,2015,189.6
2015-12-01,December,2015,72.7
2016-01-01,January,2016,135.2
2016-02-01,February,2016,249.1
2016-03-01,March,2016,367.0
2016-04-01,April,2016,478.3
2016-05-01,May,2016,
2016-06-01,June,2016,110.0
2016-07-01,July,2016,171.2
2016-08-01,August,2016,42.1
2016-09-01,September,2016,152.9
2016-10-01,October,2016,427.8
2016-11-01,November,2016,295.3
2016-12-01,December,2016,391.5
2017-01-01,January,2017,202.2
2017-02-01,February,2017,198.7
2017-03-01,March,2017,504.5
2017-04-01,April,2017,271.0
2017-05-01,May,2017,220.1
2017-06-01,June,2017,380.4
2017-07-01,July,2017,60.8
2017-08-01,August,2017,170.9
2017-09-01,September,2017,180.4
2017-10-01,October,2017,306.3
2017-11-01,November,2017,268.9
2017-12-01,December,2017,389.5
2018-01-01,January,2018,177.4
2018-02-01,February,2018,417.6
2018-03-01,March,2018,331.3
2018-04-01,April,2018,319.0
2018-05-01,May,2018,372.3
2018-06-01,June,2018,88.6
2018-07-01,July,2018,100.0
2018-08-01,August,2018,65.6
2018-09-01,September,2018,202.8
2018-10-01,October,2018,688.3
2018-11-01,November,2018,465.0
2018-12-01,December,2018,119.0
2019-01-01,January,2019,211.3
2019-02-01,February,2019,377.6
2019-03-01,March,2019,609.4
2019-04-01,April,2019,498.0
2019-05-01,May,2019,218.9
2019-06-01,June,2019,109.6
2019-07-01,July,2019,30.9
2019-08-01,August,2019,15.8
2019-09-01,September,2019,154.2
2019-10-01,October,2019,290.2
2019-11-01,November,2019,477.5
2019-12-01,December,2019,189.2
