Fecha,Mes,Año,23060160
2000-01-01,January,2000,72.2
2000-02-01,February,2000,168.5
2000-03-01,March,2000,162.7
2000-04-01,April,2000,285.6
2000-05-01,May,2000,363.0
2000-06-01,June,2000,303.6
2000-07-01,July,2000,132.5
2000-08-01,August,2000,89.9
2000-09-01,September,2000,252.3
2000-10-01,October,2000,272.4
2000-11-01,November,2000,141.5
2000-12-01,December,2000,86.2
2001-01-01,January,2001,102.0
2001-02-01,February,2001,50.8
2001-03-01,March,2001,253.3
2001-04-01,April,2001,180.6
2001-05-01,May,2001,275.0
2001-06-01,June,2001,115.1
2001-07-01,July,2001,246.3
2001-08-01,August,2001,46.4
2001-09-01,September,2001,303.4
2001-10-01,October,2001,282.6
2001-11-01,November,2001,326.4
2001-12-01,December,2001,216.1
2002-01-01,January,2002,78.0
2002-02-01,February,2002,97.0
2002-03-01,March,2002,140.6
2002-04-01,April,2002,487.5
2002-05-01,May,2002,192.8
2002-06-01,June,2002,307.8
2002-07-01,July,2002,114.7
2002-08-01,August,2002,128.9
2002-09-01,September,2002,83.9
2002-10-01,October,2002,329.3
2002-11-01,November,2002,214.8
2002-12-01,December,2002,149.6
2003-01-01,January,2003,96.2
2003-02-01,February,2003,131.9
2003-03-01,March,2003,175.1
2003-04-01,April,2003,303.4
2003-05-01,May,2003,169.1
2003-06-01,June,2003,164.7
2003-07-01,July,2003,186.7
2003-08-01,August,2003,123.5
2003-09-01,September,2003,275.0
2003-10-01,October,2003,235.5
2003-11-01,November,2003,290.2
2003-12-01,December,2003,163.5
2004-01-01,January,2004,82.5
2004-02-01,February,2004,80.5
2004-03-01,March,2004,109.8
2004-04-01,April,2004,282.7
2004-05-01,May,2004,348.0
2004-06-01,June,2004,83.3
2004-07-01,July,2004,268.5
2004-08-01,August,2004,66.8
2004-09-01,September,2004,284.4
2004-10-01,October,2004,
2004-11-01,November,2004,282.1
2004-12-01,December,2004,170.0
2005-01-01,January,2005,149.6
2005-02-01,February,2005,243.9
2005-03-01,March,2005,108.4
2005-04-01,April,2005,177.3
2005-05-01,May,2005,262.9
2005-06-01,June,2005,164.3
2005-07-01,July,2005,102.8
2005-08-01,August,2005,67.4
2005-09-01,September,2005,124.0
2005-10-01,October,2005,437.1
2005-11-01,November,2005,296.7
2005-12-01,December,2005,161.2
2006-01-01,January,2006,165.2
2006-02-01,February,2006,247.8
2006-03-01,March,2006,285.1
2006-04-01,April,2006,363.0
2006-05-01,May,2006,287.6
2006-06-01,June,2006,211.1
2006-07-01,July,2006,78.3
2006-08-01,August,2006,91.6
2006-09-01,September,2006,96.8
2006-10-01,October,2006,321.4
2006-11-01,November,2006,367.0
2006-12-01,December,2006,217.2
2007-01-01,January,2007,181.1
2007-02-01,February,2007,18.2
2007-03-01,March,2007,331.9
2007-04-01,April,2007,469.4
2007-05-01,May,2007,271.0
2007-06-01,June,2007,116.0
2007-07-01,July,2007,204.3
2007-08-01,August,2007,165.1
2007-09-01,September,2007,102.1
2007-10-01,October,2007,332.0
2007-11-01,November,2007,172.0
2007-12-01,December,2007,180.8
2008-01-01,January,2008,144.4
2008-02-01,February,2008,224.2
2008-03-01,March,2008,209.6
2008-04-01,April,2008,145.3
2008-05-01,May,2008,386.2
2008-06-01,June,2008,248.8
2008-07-01,July,2008,165.7
2008-08-01,August,2008,356.2
2008-09-01,September,2008,146.8
2008-10-01,October,2008,370.4
2008-11-01,November,2008,354.7
2008-12-01,December,2008,160.8
2009-01-01,January,2009,96.1
2009-02-01,February,2009,96.7
2009-03-01,March,2009,
2009-04-01,April,2009,267.1
2009-05-01,May,2009,376.3
2009-06-01,June,2009,170.0
2009-07-01,July,2009,142.4
2009-08-01,August,2009,112.7
2009-09-01,September,2009,114.7
2009-10-01,October,2009,282.7
2009-11-01,November,2009,101.0
2009-12-01,December,2009,79.6
2010-01-01,January,2010,26.7
2010-02-01,February,2010,85.1
2010-03-01,March,2010,245.6
2010-04-01,April,2010,254.1
2010-05-01,May,2010,245.8
2010-06-01,June,2010,247.8
2010-07-01,July,2010,320.7
2010-08-01,August,2010,148.1
2010-09-01,September,2010,409.9
2010-10-01,October,2010,329.3
2010-11-01,November,2010,359.8
2010-12-01,December,2010,227.6
2011-01-01,January,2011,82.0
2011-02-01,February,2011,192.5
2011-03-01,March,2011,347.1
2011-04-01,April,2011,521.1
2011-05-01,May,2011,301.2
2011-06-01,June,2011,181.6
2011-07-01,July,2011,196.5
2011-08-01,August,2011,180.3
2011-09-01,September,2011,138.0
2011-10-01,October,2011,371.8
2011-11-01,November,2011,467.7
2011-12-01,December,2011,116.9
2012-01-01,January,2012,219.0
2012-02-01,February,2012,79.2
2012-03-01,March,2012,170.0
2012-04-01,April,2012,347.1
2012-05-01,May,2012,278.0
2012-06-01,June,2012,86.3
2012-07-01,July,2012,31.6
2012-08-01,August,2012,48.6
2012-09-01,September,2012,96.3
2012-10-01,October,2012,184.8
2012-11-01,November,2012,224.0
2012-12-01,December,2012,161.9
2013-01-01,January,2013,27.1
2013-02-01,February,2013,265.2
2013-03-01,March,2013,285.8
2013-04-01,April,2013,316.7
2013-05-01,May,2013,315.6
2013-06-01,June,2013,124.6
2013-07-01,July,2013,89.1
2013-08-01,August,2013,182.5
2013-09-01,September,2013,111.6
