Fecha,Mes,Año,23060180
2000-01-01,January,2000,35.9
2000-02-01,February,2000,218.8
2000-03-01,March,2000,340.4
2000-04-01,April,2000,277.9
2000-05-01,May,2000,260.9
2000-06-01,June,2000,107.2
2000-07-01,July,2000,105.1
2000-08-01,August,2000,63.3
2000-09-01,September,2000,300.0
2000-10-01,October,2000,303.3
2000-11-01,November,2000,98.7
2000-12-01,December,2000,337.4
2001-01-01,January,2001,245.3
2001-02-01,February,2001,209.6
2001-03-01,March,2001,276.9
2001-04-01,April,2001,67.2
2001-05-01,May,2001,251.4
2001-06-01,June,2001,119.5
2001-07-01,July,2001,41.2
2001-08-01,August,2001,14.9
2001-09-01,September,2001,219.2
2001-10-01,October,2001,244.4
2001-11-01,November,2001,360.0
2001-12-01,December,2001,381.9
2002-01-01,January,2002,54.2
2002-02-01,February,2002,229.1
2002-03-01,March,2002,292.6
2002-04-01,April,2002,455.8
2002-05-01,May,2002,147.2
2002-06-01,June,2002,53.9
2002-07-01,July,2002,130.6
2002-08-01,August,2002,71.0
2002-09-01,September,2002,72.7
2002-10-01,October,2002,309.0
2002-11-01,November,2002,144.2
2002-12-01,December,2002,230.4
2003-01-01,January,2003,129.4
2003-02-01,February,2003,289.2
2003-03-01,March,2003,199.1
2003-04-01,April,2003,261.0
2003-05-01,May,2003,58.0
2003-06-01,June,2003,228.5
2003-07-01,July,2003,51.1
2003-08-01,August,2003,41.9
2003-09-01,September,2003,161.0
2003-10-01,October,2003,280.6
2003-11-01,November,2003,557.5
2003-12-01,December,2003,191.9
2004-01-01,January,2004,158.2
2004-02-01,February,2004,271.2
2004-03-01,March,2004,226.5
2004-04-01,April,2004,289.9
2004-05-01,May,2004,293.4
2004-06-01,June,2004,39.7
2004-07-01,July,2004,81.1
2004-08-01,August,2004,85.4
2004-09-01,September,2004,166.9
2004-10-01,October,2004,312.5
2004-11-01,November,2004,326.3
2004-12-01,December,2004,237.6
2005-01-01,January,2005,170.3
2005-02-01,February,2005,289.5
2005-03-01,March,2005,403.3
2005-04-01,April,2005,218.8
2005-05-01,May,2005,241.3
2005-06-01,June,2005,52.6
2005-07-01,July,2005,106.9
2005-08-01,August,2005,108.6
2005-09-01,September,2005,212.8
2005-10-01,October,2005,666.4
2005-11-01,November,2005,319.8
2005-12-01,December,2005,170.7
2006-01-01,January,2006,122.1
2006-02-01,February,2006,162.3
2006-03-01,March,2006,336.9
2006-04-01,April,2006,290.9
2006-05-01,May,2006,396.6
2006-06-01,June,2006,211.0
2006-07-01,July,2006,28.8
2006-08-01,August,2006,113.0
2006-09-01,September,2006,239.1
2006-10-01,October,2006,201.9
2006-11-01,November,2006,364.3
2006-12-01,December,2006,359.8
2007-01-01,January,2007,222.4
2007-02-01,February,2007,53.7
2007-03-01,March,2007,393.6
2007-04-01,April,2007,373.8
2007-05-01,May,2007,293.1
2007-06-01,June,2007,30.0
2007-07-01,July,2007,175.3
2007-08-01,August,2007,158.1
2007-09-01,September,2007,43.8
2007-10-01,October,2007,597.6
2007-11-01,November,2007,305.2
2007-12-01,December,2007,291.9
2008-01-01,January,2008,218.8
2008-02-01,February,2008,213.8
2008-03-01,March,2008,340.5
2008-04-01,April,2008,256.9
2008-05-01,May,2008,358.1
2008-06-01,June,2008,258.9
2008-07-01,July,2008,163.0
2008-08-01,August,2008,208.0
2008-09-01,September,2008,
2008-10-01,October,2008,430.3
2008-11-01,November,2008,294.7
2008-12-01,December,2008,149.3
2009-01-01,January,2009,383.5
2009-02-01,February,2009,268.3
2009-03-01,March,2009,373.6
2009-04-01,April,2009,343.0
2009-05-01,May,2009,238.6
2009-06-01,June,2009,169.4
2009-07-01,July,2009,42.7
2009-08-01,August,2009,63.5
2009-09-01,September,2009,107.3
2009-10-01,October,2009,254.1
2009-11-01,November,2009,189.1
2009-12-01,December,2009,188.3
2010-01-01,January,2010,87.6
2010-02-01,February,2010,177.2
2010-03-01,March,2010,214.0
2010-04-01,April,2010,499.2
2010-05-01,May,2010,253.2
2010-06-01,June,2010,101.0
2010-07-01,July,2010,255.7
2010-08-01,August,2010,88.0
2010-09-01,September,2010,129.8
2010-10-01,October,2010,176.6
2010-11-01,November,2010,295.5
2010-12-01,December,2010,221.0
2011-01-01,January,2011,150.5
2011-02-01,February,2011,302.7
2011-03-01,March,2011,330.9
2011-04-01,April,2011,492.7
2011-05-01,May,2011,191.6
2011-06-01,June,2011,215.1
2011-07-01,July,2011,67.1
2011-08-01,August,2011,136.3
2011-09-01,September,2011,103.7
2011-10-01,October,2011,182.5
2011-11-01,November,2011,506.8
2011-12-01,December,2011,310.1
2012-01-01,January,2012,353.9
2012-02-01,February,2012,121.9
2012-03-01,March,2012,249.5
2012-04-01,April,2012,238.7
2012-05-01,May,2012,120.2
2012-06-01,June,2012,60.4
2012-07-01,July,2012,35.2
2012-08-01,August,2012,23.0
2012-09-01,September,2012,120.7
2012-10-01,October,2012,316.8
2012-11-01,November,2012,296.7
2012-12-01,December,2012,160.0
2013-01-01,January,2013,96.5
2013-02-01,February,2013,234.8
2013-03-01,March,2013,223.6
2013-04-01,April,2013,349.5
2013-05-01,May,2013,247.6
2013-06-01,June,2013,115.8
2013-07-01,July,2013,31.3
2013-08-01,August,2013,79.5
2013-09-01,September,2013,109.8
2013-10-01,October,2013,207.2
2013-11-01,November,2013,233.9
2013-12-01,December,2013,391.9
2014-01-01,January,2014,246.0
2014-02-01,February,2014,339.5
2014-03-01,March,2014,238.0
2014-04-01,April,2014,242.1
2014-05-01,May,2014,310.7
2014-06-01,June,2014,112.3
2014-07-01,July,2014,24.5
2014-08-01,August,2014,64.3
2014-09-01,September,2014,237.2
2014-10-01,October,2014,300.5
2014-11-01,November,2014,277.2
2014-12-01,December,2014,129.9
2015-01-01,January,2015,305.6
2015-02-01,February,2015,81.2
2015-03-01,March,2015,306.7
2015-04-01,April,2015,309.6
2015-05-01,May,2015,27.3
2015-06-01,June,2015,36.6
2015-07-01,July,2015,124.5
2015-08-01,August,2015,22.1
2015-09-01,September,2015,78.5
2015-10-01,October,2015,211.0
2015-11-01,November,2015,261.4
2015-12-01,December,2015,26.1
2016-01-01,January,2016,124.3
2016-02-01,February,2016,148.8
2016-03-01,March,2016,518.8
2016-04-01,April,2016,274.4
2016-05-01,May,2016,149.6
2016-06-01,June,2016,116.2
2016-07-01,July,2016,84.0
2016-08-01,August,2016,13.6
2016-09-01,September,2016,159.6
2016-10-01,October,2016,330.2
2016-11-01,November,2016,169.8
2016-12-01,December,2016,285.5
2017-01-01,January,2017,235.4
2017-02-01,February,2017,98.5
2017-03-01,March,2017,451.3
2017-04-01,April,2017,229.0
2017-05-01,May,2017,272.5
2017-06-01,June,2017,282.4
2017-07-01,July,2017,23.7
2017-08-01,August,2017,130.8
2017-09-01,September,2017,144.2
2017-10-01,October,2017,248.4
2017-11-01,November,2017,278.8
2017-12-01,December,2017,217.4
2018-01-01,January,2018,212.7
2018-02-01,February,2018,171.0
2018-03-01,March,2018,343.4
2018-04-01,April,2018,211.7
2018-05-01,May,2018,378.9
2018-06-01,June,2018,23.4
2018-07-01,July,2018,49.0
2018-08-01,August,2018,42.7
2018-09-01,September,2018,210.9
2018-10-01,October,2018,578.0
2018-11-01,November,2018,372.8
2018-12-01,December,2018,78.2
2019-01-01,January,2019,171.1
2019-02-01,February,2019,336.7
2019-03-01,March,2019,352.4
2019-04-01,April,2019,453.1
2019-05-01,May,2019,315.3
2019-06-01,June,2019,131.2
2019-07-01,July,2019,36.9
2019-08-01,August,2019,4.5
2019-09-01,September,2019,160.9
2019-10-01,October,2019,396.7
2019-11-01,November,2019,307.0
2019-12-01,December,2019,177.0
