Fecha,Mes,Año,23060190
2000-01-01,January,2000,
2000-02-01,February,2000,
2000-03-01,March,2000,133.5
2000-04-01,April,2000,88.2
2000-05-01,May,2000,101.2
2000-06-01,June,2000,110.9
2000-07-01,July,2000,29.1
2000-08-01,August,2000,27.0
2000-09-01,September,2000,156.3
2000-10-01,October,2000,106.4
2000-11-01,November,2000,40.5
2000-12-01,December,2000,111.7
2001-01-01,January,2001,115.0
2001-02-01,February,2001,30.7
2001-03-01,March,2001,199.9
2001-04-01,April,2001,37.8
2001-05-01,May,2001,161.3
2001-06-01,June,2001,156.5
2001-07-01,July,2001,
2001-08-01,August,2001,0.0
2001-09-01,September,2001,160.0
2001-10-01,October,2001,211.6
2001-11-01,November,2001,282.4
2001-12-01,December,2001,116.5
2002-01-01,January,2002,27.3
2002-02-01,February,2002,27.7
2002-03-01,March,2002,142.1
2002-04-01,April,2002,195.3
2002-05-01,May,2002,96.4
2002-06-01,June,2002,122.7
2002-07-01,July,2002,118.5
2002-08-01,August,2002,43.8
2002-09-01,September,2002,64.7
2002-10-01,October,2002,136.8
2002-11-01,November,2002,77.9
2002-12-01,December,2002,153.3
2003-01-01,January,2003,3.0
2003-02-01,February,2003,105.4
2003-03-01,March,2003,53.0
2003-04-01,April,2003,112.2
2003-05-01,May,2003,20.3
2003-06-01,June,2003,165.7
2003-07-01,July,2003,36.5
2003-08-01,August,2003,
2003-09-01,September,2003,143.7
2003-10-01,October,2003,164.7
2003-11-01,November,2003,158.9
2003-12-01,December,2003,59.6
2004-01-01,January,2004,71.6
2004-02-01,February,2004,26.0
2004-03-01,March,2004,222.0
2004-04-01,April,2004,253.5
2004-05-01,May,2004,148.1
2004-06-01,June,2004,41.5
2004-07-01,July,2004,10.6
2004-08-01,August,2004,23.8
2004-09-01,September,2004,41.7
2004-10-01,October,2004,272.9
2004-11-01,November,2004,264.5
2004-12-01,December,2004,37.9
2005-01-01,January,2005,46.7
2005-02-01,February,2005,134.7
2005-03-01,March,2005,121.4
2005-04-01,April,2005,119.7
2005-05-01,May,2005,239.8
2005-06-01,June,2005,18.5
2005-07-01,July,2005,69.2
2005-08-01,August,2005,18.9
2005-09-01,September,2005,73.4
2005-10-01,October,2005,420.7
2005-11-01,November,2005,167.3
2005-12-01,December,2005,98.3
2006-01-01,January,2006,86.7
2006-02-01,February,2006,65.9
2006-03-01,March,2006,265.9
2006-04-01,April,2006,148.8
2006-05-01,May,2006,
2006-06-01,June,2006,124.3
2006-07-01,July,2006,20.8
2006-08-01,August,2006,62.5
2006-09-01,September,2006,83.4
2006-10-01,October,2006,138.7
2006-11-01,November,2006,285.8
2006-12-01,December,2006,149.0
2007-01-01,January,2007,103.8
2007-02-01,February,2007,2.0
2007-03-01,March,2007,307.7
2007-04-01,April,2007,350.6
2007-05-01,May,2007,135.5
2007-06-01,June,2007,32.2
2007-07-01,July,2007,126.9
2007-08-01,August,2007,137.6
2007-09-01,September,2007,23.7
2007-10-01,October,2007,396.6
2007-11-01,November,2007,184.3
2007-12-01,December,2007,160.0
2008-01-01,January,2008,124.5
2008-02-01,February,2008,92.2
2008-03-01,March,2008,104.8
2008-04-01,April,2008,127.9
2008-05-01,May,2008,199.6
2008-06-01,June,2008,112.5
2008-07-01,July,2008,179.5
2008-08-01,August,2008,216.0
2008-09-01,September,2008,42.2
2008-10-01,October,2008,301.1
2008-11-01,November,2008,194.7
2008-12-01,December,2008,36.8
2009-01-01,January,2009,25.5
2009-02-01,February,2009,47.4
2009-03-01,March,2009,343.5
2009-04-01,April,2009,205.5
2009-05-01,May,2009,133.3
2009-06-01,June,2009,69.5
2009-07-01,July,2009,10.8
2009-08-01,August,2009,126.3
2009-09-01,September,2009,31.5
2009-10-01,October,2009,187.6
2009-11-01,November,2009,200.7
2009-12-01,December,2009,119.5
2010-01-01,January,2010,48.0
2010-02-01,February,2010,44.3
2010-03-01,March,2010,173.8
2010-04-01,April,2010,201.9
2010-05-01,May,2010,283.0
2010-06-01,June,2010,27.4
2010-07-01,July,2010,59.8
2010-08-01,August,2010,66.2
2010-09-01,September,2010,80.8
2010-10-01,October,2010,120.1
2010-11-01,November,2010,260.0
2010-12-01,December,2010,97.2
2011-01-01,January,2011,38.5
2011-02-01,February,2011,89.2
2011-03-01,March,2011,141.5
2011-04-01,April,2011,
2011-05-01,May,2011,
2011-06-01,June,2011,
2011-07-01,July,2011,
2011-08-01,August,2011,
2011-09-01,September,2011,
2011-10-01,October,2011,
2011-11-01,November,2011,
2011-12-01,December,2011,
2012-01-01,January,2012,
2012-02-01,February,2012,
2012-03-01,March,2012,
2012-04-01,April,2012,
2012-05-01,May,2012,133.8
2012-06-01,June,2012,16.3
2012-07-01,July,2012,30.3
2012-08-01,August,2012,13.5
2012-09-01,September,2012,29.5
2012-10-01,October,2012,174.5
2012-11-01,November,2012,115.1
2012-12-01,December,2012,12.2
2013-01-01,January,2013,9.7
2013-02-01,February,2013,58.7
2013-03-01,March,2013,116.2
2013-04-01,April,2013,107.9
2013-05-01,May,2013,255.5
2013-06-01,June,2013,115.7
2013-07-01,July,2013,16.9
2013-08-01,August,2013,44.4
2013-09-01,September,2013,129.9
2013-10-01,October,2013,380.1
2013-11-01,November,2013,107.0
2013-12-01,December,2013,
2014-01-01,January,2014,151.5
2014-02-01,February,2014,112.6
2014-03-01,March,2014,34.3
2014-04-01,April,2014,114.1
2014-05-01,May,2014,208.7
2014-06-01,June,2014,55.8
2014-07-01,July,2014,5.6
2014-08-01,August,2014,55.9
2014-09-01,September,2014,150.6
2014-10-01,October,2014,93.9
2014-11-01,November,2014,100.9
2014-12-01,December,2014,98.7
2015-01-01,January,2015,222.1
2015-02-01,February,2015,41.8
2015-03-01,March,2015,140.8
2015-04-01,April,2015,170.4
2015-05-01,May,2015,16.3
2015-06-01,June,2015,8.4
2015-07-01,July,2015,28.5
2015-08-01,August,2015,2.0
2015-09-01,September,2015,117.6
2015-10-01,October,2015,217.9
2015-11-01,November,2015,147.8
2015-12-01,December,2015,0.0
2016-01-01,January,2016,46.8
2016-02-01,February,2016,157.3
2016-03-01,March,2016,53.0
2016-04-01,April,2016,93.3
2016-05-01,May,2016,104.7
2016-06-01,June,2016,116.9
2016-07-01,July,2016,32.2
2016-08-01,August,2016,10.8
2016-09-01,September,2016,101.7
2016-10-01,October,2016,382.6
2016-11-01,November,2016,134.9
2016-12-01,December,2016,69.6
2017-01-01,January,2017,124.8
2017-02-01,February,2017,75.7
2017-03-01,March,2017,197.2
2017-04-01,April,2017,196.9
2017-05-01,May,2017,147.4
2017-06-01,June,2017,134.5
2017-07-01,July,2017,9.0
2017-08-01,August,2017,102.2
2017-09-01,September,2017,71.0
2017-10-01,October,2017,45.7
2017-11-01,November,2017,163.3
2017-12-01,December,2017,56.8
2018-01-01,January,2018,
2018-02-01,February,2018,
2018-03-01,March,2018,
2018-04-01,April,2018,33.9
2018-05-01,May,2018,196.1
2018-06-01,June,2018,12.3
2018-07-01,July,2018,1.7
2018-08-01,August,2018,1.7
2018-09-01,September,2018,54.3
2018-10-01,October,2018,209.0
2018-11-01,November,2018,188.5
2018-12-01,December,2018,51.5
2019-01-01,January,2019,81.3
2019-02-01,February,2019,276.6
2019-03-01,March,2019,203.1
2019-04-01,April,2019,44.7
2019-05-01,May,2019,183.9
2019-06-01,June,2019,45.5
2019-07-01,July,2019,0.6
2019-08-01,August,2019,0.0
2019-09-01,September,2019,2.3
2019-10-01,October,2019,156.4
2019-11-01,November,2019,65.6
2019-12-01,December,2019,128.4
