Fecha,Mes,Año,23190400
2000-01-01,January,2000,340.0
2000-02-01,February,2000,162.0
2000-03-01,March,2000,145.0
2000-04-01,April,2000,107.0
2000-05-01,May,2000,185.0
2000-06-01,June,2000,102.0
2000-07-01,July,2000,130.0
2000-08-01,August,2000,201.0
2000-09-01,September,2000,267.0
2000-10-01,October,2000,186.0
2000-11-01,November,2000,131.0
2000-12-01,December,2000,38.0
2001-01-01,January,2001,34.0
2001-02-01,February,2001,53.0
2001-03-01,March,2001,141.0
2001-04-01,April,2001,109.0
2001-05-01,May,2001,157.0
2001-06-01,June,2001,87.0
2001-07-01,July,2001,93.0
2001-08-01,August,2001,107.0
2001-09-01,September,2001,124.0
2001-10-01,October,2001,163.0
2001-11-01,November,2001,182.0
2001-12-01,December,2001,139.0
2002-01-01,January,2002,67.0
2002-02-01,February,2002,39.0
2002-03-01,March,2002,137.0
2002-04-01,April,2002,175.0
2002-05-01,May,2002,186.0
2002-06-01,June,2002,269.2
2002-07-01,July,2002,92.0
2002-08-01,August,2002,84.0
2002-09-01,September,2002,157.0
2002-10-01,October,2002,132.0
2002-11-01,November,2002,71.0
2002-12-01,December,2002,29.0
2003-01-01,January,2003,92.0
2003-02-01,February,2003,255.0
2003-03-01,March,2003,95.0
2003-04-01,April,2003,161.0
2003-05-01,May,2003,188.0
2003-06-01,June,2003,165.0
2003-07-01,July,2003,157.0
2003-08-01,August,2003,135.0
2003-09-01,September,2003,242.0
2003-10-01,October,2003,213.0
2003-11-01,November,2003,208.0
2003-12-01,December,2003,128.0
2004-01-01,January,2004,143.0
2004-02-01,February,2004,93.0
2004-03-01,March,2004,102.0
2004-04-01,April,2004,195.0
2004-05-01,May,2004,198.0
2004-06-01,June,2004,96.0
2004-07-01,July,2004,197.0
2004-08-01,August,2004,91.0
2004-09-01,September,2004,175.0
2004-10-01,October,2004,220.0
2004-11-01,November,2004,263.0
2004-12-01,December,2004,51.0
2005-01-01,January,2005,161.0
2005-02-01,February,2005,219.0
2005-03-01,March,2005,15.0
2005-04-01,April,2005,167.0
2005-05-01,May,2005,191.0
2005-06-01,June,2005,196.0
2005-07-01,July,2005,184.0
2005-08-01,August,2005,211.0
2005-09-01,September,2005,233.0
2005-10-01,October,2005,217.0
2005-11-01,November,2005,204.0
2005-12-01,December,2005,55.0
2006-01-01,January,2006,123.0
2006-02-01,February,2006,147.0
2006-03-01,March,2006,162.2
2006-04-01,April,2006,208.9
2006-05-01,May,2006,216.8
2006-06-01,June,2006,118.5
2006-07-01,July,2006,140.3
2006-08-01,August,2006,151.9
2006-09-01,September,2006,113.4
2006-10-01,October,2006,160.9
2006-11-01,November,2006,212.0
2006-12-01,December,2006,8.7
2007-01-01,January,2007,77.6
2007-02-01,February,2007,0.9
2007-03-01,March,2007,163.7
2007-04-01,April,2007,168.6
2007-05-01,May,2007,227.3
2007-06-01,June,2007,85.0
2007-07-01,July,2007,101.0
2007-08-01,August,2007,185.4
2007-09-01,September,2007,88.8
2007-10-01,October,2007,254.4
2007-11-01,November,2007,120.8
2007-12-01,December,2007,40.2
2008-01-01,January,2008,102.1
2008-02-01,February,2008,215.1
2008-03-01,March,2008,343.2
2008-04-01,April,2008,79.9
2008-05-01,May,2008,305.1
2008-06-01,June,2008,125.9
2008-07-01,July,2008,160.3
2008-08-01,August,2008,134.3
2008-09-01,September,2008,103.8
2008-10-01,October,2008,157.3
2008-11-01,November,2008,182.0
2008-12-01,December,2008,18.7
2009-01-01,January,2009,155.7
2009-02-01,February,2009,51.4
2009-03-01,March,2009,213.1
2009-04-01,April,2009,94.7
2009-05-01,May,2009,135.3
2009-06-01,June,2009,133.8
2009-07-01,July,2009,67.8
2009-08-01,August,2009,110.5
2009-09-01,September,2009,57.9
2009-10-01,October,2009,160.5
2009-11-01,November,2009,274.1
2009-12-01,December,2009,23.9
2010-01-01,January,2010,1.1
2010-02-01,February,2010,79.5
2010-03-01,March,2010,51.2
2010-04-01,April,2010,131.4
2010-05-01,May,2010,341.2
2010-06-01,June,2010,258.6
2010-07-01,July,2010,201.1
2010-08-01,August,2010,271.8
2010-09-01,September,2010,320.6
2010-10-01,October,2010,242.7
2010-11-01,November,2010,455.7
2010-12-01,December,2010,248.4
2011-01-01,January,2011,14.4
2011-02-01,February,2011,72.9
2011-03-01,March,2011,217.2
2011-04-01,April,2011,349.6
2011-05-01,May,2011,286.0
2011-06-01,June,2011,188.2
2011-07-01,July,2011,159.1
2011-08-01,August,2011,110.4
2011-09-01,September,2011,120.8
2011-10-01,October,2011,398.3
2011-11-01,November,2011,218.7
2011-12-01,December,2011,180.6
2012-01-01,January,2012,137.8
2012-02-01,February,2012,40.7
2012-03-01,March,2012,85.3
2012-04-01,April,2012,323.4
2012-05-01,May,2012,159.4
2012-06-01,June,2012,88.0
2012-07-01,July,2012,103.7
2012-08-01,August,2012,232.1
2012-09-01,September,2012,137.5
2012-10-01,October,2012,243.3
2012-11-01,November,2012,93.4
2012-12-01,December,2012,25.6
2013-01-01,January,2013,193.8
2013-02-01,February,2013,234.3
2013-03-01,March,2013,122.3
2013-04-01,April,2013,63.0
2013-05-01,May,2013,128.3
2013-06-01,June,2013,76.0
2013-07-01,July,2013,73.8
2013-08-01,August,2013,148.5
2013-09-01,September,2013,167.4
2013-10-01,October,2013,149.8
2013-11-01,November,2013,192.2
2013-12-01,December,2013,54.1
2014-01-01,January,2014,37.0
2014-02-01,February,2014,130.2
2014-03-01,March,2014,54.8
2014-04-01,April,2014,126.8
2014-05-01,May,2014,180.9
2014-06-01,June,2014,79.5
2014-07-01,July,2014,56.9
2014-08-01,August,2014,117.7
2014-09-01,September,2014,90.4
2014-10-01,October,2014,234.9
2014-11-01,November,2014,114.5
2014-12-01,December,2014,32.7
2015-01-01,January,2015,11.3
2015-02-01,February,2015,164.6
2015-03-01,March,2015,173.0
2015-04-01,April,2015,128.9
2015-05-01,May,2015,160.1
2015-06-01,June,2015,135.4
2015-07-01,July,2015,95.5
2015-08-01,August,2015,117.8
2015-09-01,September,2015,42.5
2015-10-01,October,2015,94.0
2015-11-01,November,2015,130.4
2015-12-01,December,2015,25.6
2016-01-01,January,2016,32.8
2016-02-01,February,2016,100.1
2016-03-01,March,2016,48.1
2016-04-01,April,2016,212.8
2016-05-01,May,2016,170.7
2016-06-01,June,2016,101.2
2016-07-01,July,2016,54.6
2016-08-01,August,2016,75.4
2016-09-01,September,2016,186.5
2016-10-01,October,2016,197.3
2016-11-01,November,2016,235.7
2016-12-01,December,2016,54.7
2017-01-01,January,2017,34.9
2017-02-01,February,2017,45.8
2017-03-01,March,2017,216.4
2017-04-01,April,2017,110.4
2017-05-01,May,2017,210.3
2017-06-01,June,2017,162.4
2017-07-01,July,2017,267.0
2017-08-01,August,2017,108.6
2017-09-01,September,2017,143.2
2017-10-01,October,2017,213.0
2017-11-01,November,2017,335.6
2017-12-01,December,2017,119.7
2018-01-01,January,2018,19.0
2018-02-01,February,2018,92.9
2018-03-01,March,2018,212.1
2018-04-01,April,2018,408.1
2018-05-01,May,2018,335.0
2018-06-01,June,2018,113.3
2018-07-01,July,2018,66.8
2018-08-01,August,2018,117.6
2018-09-01,September,2018,152.9
2018-10-01,October,2018,352.3
2018-11-01,November,2018,146.6
2018-12-01,December,2018,66.1
2019-01-01,January,2019,128.2
2019-02-01,February,2019,80.3
2019-03-01,March,2019,158.9
2019-04-01,April,2019,441.6
2019-05-01,May,2019,192.2
2019-06-01,June,2019,84.5
2019-07-01,July,2019,141.8
2019-08-01,August,2019,190.4
2019-09-01,September,2019,125.1
2019-10-01,October,2019,150.2
2019-11-01,November,2019,94.5
2019-12-01,December,2019,137.4
