Fecha,Mes,Año,23155030
2000-01-01,January,2000,36.2
2000-02-01,February,2000,168.5
2000-03-01,March,2000,75.1
2000-04-01,April,2000,252.8
2000-05-01,May,2000,269.1
2000-06-01,June,2000,256.7
2000-07-01,July,2000,292.0
2000-08-01,August,2000,125.6
2000-09-01,September,2000,579.8
2000-10-01,October,2000,394.0
2000-11-01,November,2000,182.8
2000-12-01,December,2000,127.4
2001-01-01,January,2001,118.0
2001-02-01,February,2001,0.0
2001-03-01,March,2001,313.6
2001-04-01,April,2001,239.9
2001-05-01,May,2001,389.1
2001-06-01,June,2001,216.4
2001-07-01,July,2001,239.2
2001-08-01,August,2001,89.2
2001-09-01,September,2001,344.3
2001-10-01,October,2001,350.9
2001-11-01,November,2001,419.2
2001-12-01,December,2001,316.7
2002-01-01,January,2002,5.7
2002-02-01,February,2002,55.5
2002-03-01,March,2002,141.4
2002-04-01,April,2002,164.7
2002-05-01,May,2002,278.2
2002-06-01,June,2002,164.7
2002-07-01,July,2002,154.1
2002-08-01,August,2002,198.2
2002-09-01,September,2002,266.6
2002-10-01,October,2002,408.7
2002-11-01,November,2002,565.9
2002-12-01,December,2002,51.6
2003-01-01,January,2003,14.8
2003-02-01,February,2003,73.8
2003-03-01,March,2003,148.1
2003-04-01,April,2003,307.4
2003-05-01,May,2003,315.0
2003-06-01,June,2003,449.1
2003-07-01,July,2003,243.4
2003-08-01,August,2003,196.6
2003-09-01,September,2003,189.9
2003-10-01,October,2003,554.0
2003-11-01,November,2003,377.8
2003-12-01,December,2003,238.4
2004-01-01,January,2004,0.2
2004-02-01,February,2004,35.2
2004-03-01,March,2004,113.6
2004-04-01,April,2004,158.7
2004-05-01,May,2004,312.5
2004-06-01,June,2004,98.8
2004-07-01,July,2004,219.1
2004-08-01,August,2004,243.7
2004-09-01,September,2004,439.8
2004-10-01,October,2004,533.4
2004-11-01,November,2004,319.7
2004-12-01,December,2004,76.5
2005-01-01,January,2005,91.8
2005-02-01,February,2005,85.6
2005-03-01,March,2005,267.6
2005-04-01,April,2005,443.3
2005-05-01,May,2005,415.8
2005-06-01,June,2005,407.5
2005-07-01,July,2005,271.0
2005-08-01,August,2005,133.7
2005-09-01,September,2005,263.6
2005-10-01,October,2005,608.5
2005-11-01,November,2005,423.3
2005-12-01,December,2005,110.6
2006-01-01,January,2006,115.2
2006-02-01,February,2006,159.5
2006-03-01,March,2006,215.4
2006-04-01,April,2006,337.6
2006-05-01,May,2006,393.0
2006-06-01,June,2006,290.4
2006-07-01,July,2006,213.6
2006-08-01,August,2006,304.6
2006-09-01,September,2006,252.1
2006-10-01,October,2006,423.6
2006-11-01,November,2006,267.9
2006-12-01,December,2006,180.6
2007-01-01,January,2007,42.0
2007-02-01,February,2007,70.9
2007-03-01,March,2007,247.3
2007-04-01,April,2007,458.2
2007-05-01,May,2007,477.3
2007-06-01,June,2007,254.2
2007-07-01,July,2007,208.0
2007-08-01,August,2007,399.9
2007-09-01,September,2007,243.2
2007-10-01,October,2007,486.8
2007-11-01,November,2007,110.8
2007-12-01,December,2007,340.6
2008-01-01,January,2008,41.6
2008-02-01,February,2008,187.6
2008-03-01,March,2008,156.7
2008-04-01,April,2008,386.6
2008-05-01,May,2008,612.8
2008-06-01,June,2008,231.5
2008-07-01,July,2008,366.0
2008-08-01,August,2008,551.4
2008-09-01,September,2008,347.9
2008-10-01,October,2008,247.1
2008-11-01,November,2008,610.9
2008-12-01,December,2008,129.8
2009-01-01,January,2009,90.6
2009-02-01,February,2009,45.8
2009-03-01,March,2009,264.1
2009-04-01,April,2009,207.8
2009-05-01,May,2009,394.3
2009-06-01,June,2009,350.1
2009-07-01,July,2009,329.0
2009-08-01,August,2009,167.0
2009-09-01,September,2009,139.1
2009-10-01,October,2009,263.2
2009-11-01,November,2009,151.9
2009-12-01,December,2009,161.2
2010-01-01,January,2010,18.9
2010-02-01,February,2010,188.8
2010-03-01,March,2010,192.5
2010-04-01,April,2010,270.9
2010-05-01,May,2010,574.9
2010-06-01,June,2010,421.9
2010-07-01,July,2010,472.7
2010-08-01,August,2010,801.3
2010-09-01,September,2010,488.5
2010-10-01,October,2010,524.4
2010-11-01,November,2010,437.8
2010-12-01,December,2010,384.6
2011-01-01,January,2011,8.9
2011-02-01,February,2011,93.0
2011-03-01,March,2011,158.5
2011-04-01,April,2011,269.3
2011-05-01,May,2011,338.1
2011-06-01,June,2011,397.0
2011-07-01,July,2011,384.2
2011-08-01,August,2011,212.5
2011-09-01,September,2011,250.0
2011-10-01,October,2011,375.2
2011-11-01,November,2011,471.9
2011-12-01,December,2011,231.8
2012-01-01,January,2012,27.9
2012-02-01,February,2012,25.3
2012-03-01,March,2012,129.4
2012-04-01,April,2012,328.7
2012-05-01,May,2012,305.7
2012-06-01,June,2012,153.4
2012-07-01,July,2012,292.6
2012-08-01,August,2012,157.7
2012-09-01,September,2012,240.0
2012-10-01,October,2012,499.9
2012-11-01,November,2012,324.0
2012-12-01,December,2012,50.2
2013-01-01,January,2013,1.9
2013-02-01,February,2013,164.5
2013-03-01,March,2013,261.7
2013-04-01,April,2013,371.3
2013-05-01,May,2013,332.5
2013-06-01,June,2013,226.4
2013-07-01,July,2013,68.6
2013-08-01,August,2013,293.5
2013-09-01,September,2013,407.5
2013-10-01,October,2013,248.0
2013-11-01,November,2013,446.8
2013-12-01,December,2013,119.9
2014-01-01,January,2014,60.1
2014-02-01,February,2014,259.2
2014-03-01,March,2014,128.0
2014-04-01,April,2014,111.9
2014-05-01,May,2014,142.6
2014-06-01,June,2014,75.1
2014-07-01,July,2014,179.0
2014-08-01,August,2014,184.5
2014-09-01,September,2014,419.5
2014-10-01,October,2014,348.9
2014-11-01,November,2014,293.0
2014-12-01,December,2014,91.4
2015-01-01,January,2015,221.0
2015-02-01,February,2015,41.6
2015-03-01,March,2015,161.8
2015-04-01,April,2015,396.6
2015-05-01,May,2015,186.4
2015-06-01,June,2015,79.0
2015-07-01,July,2015,139.1
2015-08-01,August,2015,190.5
2015-09-01,September,2015,281.3
2015-10-01,October,2015,398.3
2015-11-01,November,2015,361.3
2015-12-01,December,2015,69.7
2016-01-01,January,2016,33.3
2016-02-01,February,2016,82.9
2016-03-01,March,2016,70.0
2016-04-01,April,2016,289.0
2016-05-01,May,2016,270.7
2016-06-01,June,2016,117.7
2016-07-01,July,2016,180.2
2016-08-01,August,2016,316.5
2016-09-01,September,2016,259.6
2016-10-01,October,2016,520.2
2016-11-01,November,2016,365.7
2016-12-01,December,2016,117.2
2017-01-01,January,2017,63.7
2017-02-01,February,2017,23.4
2017-03-01,March,2017,319.7
2017-04-01,April,2017,447.2
2017-05-01,May,2017,493.9
2017-06-01,June,2017,309.6
2017-07-01,July,2017,213.8
2017-08-01,August,2017,572.5
2017-09-01,September,2017,516.9
2017-10-01,October,2017,357.8
2017-11-01,November,2017,321.6
2017-12-01,December,2017,235.2
2018-01-01,January,2018,204.1
2018-02-01,February,2018,0.0
2018-03-01,March,2018,207.7
2018-04-01,April,2018,418.4
2018-05-01,May,2018,488.2
2018-06-01,June,2018,82.9
2018-07-01,July,2018,240.7
2018-08-01,August,2018,59.0
2018-09-01,September,2018,338.6
2018-10-01,October,2018,521.7
2018-11-01,November,2018,402.3
