Fecha,Mes,Año,23025040
2000-01-01,January,2000,201.4
2000-02-01,February,2000,264.1
2000-03-01,March,2000,168.8
2000-04-01,April,2000,539.2
2000-05-01,May,2000,363.9
2000-06-01,June,2000,229.1
2000-07-01,July,2000,140.5
2000-08-01,August,2000,166.8
2000-09-01,September,2000,367.7
2000-10-01,October,2000,442.3
2000-11-01,November,2000,687.0
2000-12-01,December,2000,202.9
2001-01-01,January,2001,70.3
2001-02-01,February,2001,58.9
2001-03-01,March,2001,390.5
2001-04-01,April,2001,234.0
2001-05-01,May,2001,430.0
2001-06-01,June,2001,69.7
2001-07-01,July,2001,148.0
2001-08-01,August,2001,80.4
2001-09-01,September,2001,191.6
2001-10-01,October,2001,549.4
2001-11-01,November,2001,663.0
2001-12-01,December,2001,375.7
2002-01-01,January,2002,211.0
2002-02-01,February,2002,74.5
2002-03-01,March,2002,292.4
2002-04-01,April,2002,368.8
2002-05-01,May,2002,348.5
2002-06-01,June,2002,132.5
2002-07-01,July,2002,116.5
2002-08-01,August,2002,154.0
2002-09-01,September,2002,196.7
2002-10-01,October,2002,411.0
2002-11-01,November,2002,289.3
2002-12-01,December,2002,529.5
2003-01-01,January,2003,106.3
2003-02-01,February,2003,188.9
2003-03-01,March,2003,199.1
2003-04-01,April,2003,278.5
2003-05-01,May,2003,129.7
2003-06-01,June,2003,305.0
2003-07-01,July,2003,114.9
2003-08-01,August,2003,96.0
2003-09-01,September,2003,202.0
2003-10-01,October,2003,586.5
2003-11-01,November,2003,480.5
2003-12-01,December,2003,279.3
2004-01-01,January,2004,174.5
2004-02-01,February,2004,122.0
2004-03-01,March,2004,203.5
2004-04-01,April,2004,400.1
2004-05-01,May,2004,368.4
2004-06-01,June,2004,52.1
2004-07-01,July,2004,97.9
2004-08-01,August,2004,152.5
2004-09-01,September,2004,251.5
2004-10-01,October,2004,654.3
2004-11-01,November,2004,560.2
2004-12-01,December,2004,236.0
2005-01-01,January,2005,318.3
2005-02-01,February,2005,97.3
2005-03-01,March,2005,219.6
2005-04-01,April,2005,260.9
2005-05-01,May,2005,428.7
2005-06-01,June,2005,209.4
2005-07-01,July,2005,276.2
2005-08-01,August,2005,114.8
2005-09-01,September,2005,441.3
2005-10-01,October,2005,892.8
2005-11-01,November,2005,410.0
2005-12-01,December,2005,510.9
2006-01-01,January,2006,338.1
2006-02-01,February,2006,91.8
