Fecha,Mes,Año,23085160
2000-01-01,January,2000,106.0
2000-02-01,February,2000,209.0
2000-03-01,March,2000,218.7
2000-04-01,April,2000,347.0
2000-05-01,May,2000,407.3
2000-06-01,June,2000,478.7
2000-07-01,July,2000,346.1
2000-08-01,August,2000,294.7
2000-09-01,September,2000,351.6
2000-10-01,October,2000,264.6
2000-11-01,November,2000,115.1
2000-12-01,December,2000,97.2
2001-01-01,January,2001,133.7
2001-02-01,February,2001,88.9
2001-03-01,March,2001,305.3
2001-04-01,April,2001,159.7
2001-05-01,May,2001,364.3
2001-06-01,June,2001,220.5
2001-07-01,July,2001,336.7
2001-08-01,August,2001,103.6
2001-09-01,September,2001,321.9
2001-10-01,October,2001,221.3
2001-11-01,November,2001,262.4
2001-12-01,December,2001,141.2
2002-01-01,January,2002,106.0
2002-02-01,February,2002,95.3
2002-03-01,March,2002,201.8
2002-04-01,April,2002,305.7
2002-05-01,May,2002,281.2
2002-06-01,June,2002,184.7
2002-07-01,July,2002,385.4
2002-08-01,August,2002,145.0
2002-09-01,September,2002,257.1
2002-10-01,October,2002,243.3
2002-11-01,November,2002,208.9
2002-12-01,December,2002,138.0
2003-01-01,January,2003,43.2
2003-02-01,February,2003,93.3
2003-03-01,March,2003,146.8
2003-04-01,April,2003,308.1
2003-05-01,May,2003,311.1
2003-06-01,June,2003,286.2
2003-07-01,July,2003,163.3
2003-08-01,August,2003,206.3
2003-09-01,September,2003,272.9
2003-10-01,October,2003,324.1
2003-11-01,November,2003,168.7
2003-12-01,December,2003,34.9
2004-01-01,January,2004,27.0
2004-02-01,February,2004,186.7
2004-03-01,March,2004,254.1
2004-04-01,April,2004,267.0
2004-05-01,May,2004,352.3
2004-06-01,June,2004,221.9
2004-07-01,July,2004,362.9
2004-08-01,August,2004,236.1
2004-09-01,September,2004,381.7
2004-10-01,October,2004,386.9
2004-11-01,November,2004,305.5
2004-12-01,December,2004,78.1
2005-01-01,January,2005,132.9
2005-02-01,February,2005,58.2
2005-03-01,March,2005,165.0
2005-04-01,April,2005,230.8
2005-05-01,May,2005,300.6
2005-06-01,June,2005,302.3
2005-07-01,July,2005,140.2
2005-08-01,August,2005,285.6
2005-09-01,September,2005,227.5
2005-10-01,October,2005,414.8
2005-11-01,November,2005,301.6
2005-12-01,December,2005,78.3
2006-01-01,January,2006,127.1
2006-02-01,February,2006,143.4
2006-03-01,March,2006,199.5
