Fecha,Mes,Año,23125050
2000-01-01,January,2000,113.6
2000-02-01,February,2000,74.2
2000-03-01,March,2000,132.4
2000-04-01,April,2000,381.1
2000-05-01,May,2000,568.1
2000-06-01,June,2000,
2000-07-01,July,2000,336.7
2000-08-01,August,2000,
2000-09-01,September,2000,
2000-10-01,October,2000,515.8
2000-11-01,November,2000,257.0
2000-12-01,December,2000,
2001-01-01,January,2001,191.6
2001-02-01,February,2001,17.9
2001-03-01,March,2001,105.8
2001-04-01,April,2001,279.2
2001-05-01,May,2001,307.8
2001-06-01,June,2001,97.6
2001-07-01,July,2001,227.9
2001-08-01,August,2001,61.2
2001-09-01,September,2001,337.1
2001-10-01,October,2001,498.9
2001-11-01,November,2001,317.9
2001-12-01,December,2001,210.2
2002-01-01,January,2002,96.0
2002-02-01,February,2002,57.8
2002-03-01,March,2002,160.5
2002-04-01,April,2002,330.3
2002-05-01,May,2002,130.5
2002-06-01,June,2002,
2002-07-01,July,2002,
2002-08-01,August,2002,
2002-09-01,September,2002,
2002-10-01,October,2002,
2002-11-01,November,2002,
2002-12-01,December,2002,
2003-01-01,January,2003,
2003-02-01,February,2003,
2003-03-01,March,2003,298.9
2003-04-01,April,2003,234.2
2003-05-01,May,2003,330.1
2003-06-01,June,2003,381.0
2003-07-01,July,2003,374.9
2003-08-01,August,2003,48.5
2003-09-01,September,2003,493.7
2003-10-01,October,2003,317.0
2003-11-01,November,2003,268.2
2003-12-01,December,2003,362.9
2004-01-01,January,2004,48.2
2004-02-01,February,2004,38.5
2004-03-01,March,2004,200.8
2004-04-01,April,2004,375.8
2004-05-01,May,2004,340.4
2004-06-01,June,2004,127.7
2004-07-01,July,2004,132.3
2004-08-01,August,2004,204.7
2004-09-01,September,2004,128.1
2004-10-01,October,2004,
2004-11-01,November,2004,
2004-12-01,December,2004,163.7
2005-01-01,January,2005,81.5
2005-02-01,February,2005,62.8
2005-03-01,March,2005,253.9
2005-04-01,April,2005,386.7
2005-05-01,May,2005,312.1
2005-06-01,June,2005,521.4
2005-07-01,July,2005,231.2
2005-08-01,August,2005,174.7
2005-09-01,September,2005,328.1
2005-10-01,October,2005,388.8
2005-11-01,November,2005,219.0
2005-12-01,December,2005,195.8
2006-01-01,January,2006,143.9
2006-02-01,February,2006,90.1
2006-03-01,March,2006,237.7
2006-04-01,April,2006,187.9
2006-05-01,May,2006,278.7
2006-06-01,June,2006,334.8
2006-07-01,July,2006,159.8
2006-08-01,August,2006,318.4
2006-09-01,September,2006,287.7
2006-10-01,October,2006,641.3
2006-11-01,November,2006,228.9
2006-12-01,December,2006,132.7
2007-01-01,January,2007,17.7
2007-02-01,February,2007,18.8
2007-03-01,March,2007,174.3
2007-04-01,April,2007,371.2
2007-05-01,May,2007,502.6
2007-06-01,June,2007,289.2
2007-07-01,July,2007,266.6
2007-08-01,August,2007,305.8
2007-09-01,September,2007,418.1
2007-10-01,October,2007,469.0
2007-11-01,November,2007,266.3
2007-12-01,December,2007,143.6
2008-01-01,January,2008,72.6
2008-02-01,February,2008,166.5
2008-03-01,March,2008,243.4
2008-04-01,April,2008,569.6
2008-05-01,May,2008,
2008-06-01,June,2008,49.6
2008-07-01,July,2008,389.6
2008-08-01,August,2008,306.2
2008-09-01,September,2008,
2008-10-01,October,2008,
2008-11-01,November,2008,402.8
2008-12-01,December,2008,121.9
2009-01-01,January,2009,212.1
2009-02-01,February,2009,71.9
2009-03-01,March,2009,195.4
2009-04-01,April,2009,247.5
2009-05-01,May,2009,170.8
2009-06-01,June,2009,393.3
2009-07-01,July,2009,134.0
2009-08-01,August,2009,447.6
2009-09-01,September,2009,325.6
2009-10-01,October,2009,248.1
2009-11-01,November,2009,164.5
2009-12-01,December,2009,78.2
2010-01-01,January,2010,34.6
2010-02-01,February,2010,188.2
2010-03-01,March,2010,473.3
2010-04-01,April,2010,74.6
2010-05-01,May,2010,378.8
2010-06-01,June,2010,474.3
2010-07-01,July,2010,619.6
2010-08-01,August,2010,368.3
2010-09-01,September,2010,513.7
2010-10-01,October,2010,502.8
2010-11-01,November,2010,536.4
2010-12-01,December,2010,357.1
2011-01-01,January,2011,180.6
2011-02-01,February,2011,181.3
2011-03-01,March,2011,268.2
2011-04-01,April,2011,361.3
2011-05-01,May,2011,
2011-06-01,June,2011,267.7
2011-07-01,July,2011,334.9
2011-08-01,August,2011,323.7
2011-09-01,September,2011,525.1
2011-10-01,October,2011,375.4
2011-11-01,November,2011,430.3
2011-12-01,December,2011,211.4
2012-01-01,January,2012,30.3
2012-02-01,February,2012,58.5
2012-03-01,March,2012,157.1
2012-04-01,April,2012,418.5
2012-05-01,May,2012,336.1
2012-06-01,June,2012,180.3
2012-07-01,July,2012,76.7
2012-08-01,August,2012,336.5
2012-09-01,September,2012,148.2
2012-10-01,October,2012,389.3
2012-11-01,November,2012,467.5
2012-12-01,December,2012,96.1
2013-01-01,January,2013,3.5
2013-02-01,February,2013,152.5
2013-03-01,March,2013,222.1
2013-04-01,April,2013,139.6
2013-05-01,May,2013,309.9
2013-06-01,June,2013,354.1
2013-07-01,July,2013,151.2
2013-08-01,August,2013,280.1
2013-09-01,September,2013,503.3
2013-10-01,October,2013,523.6
2013-11-01,November,2013,413.0
2013-12-01,December,2013,175.6
2014-01-01,January,2014,18.2
2014-02-01,February,2014,249.1
2014-03-01,March,2014,234.4
2014-04-01,April,2014,221.5
2014-05-01,May,2014,243.5
2014-06-01,June,2014,65.2
2014-07-01,July,2014,57.3
2014-08-01,August,2014,295.6
2014-09-01,September,2014,379.9
2014-10-01,October,2014,272.4
2014-11-01,November,2014,491.1
2014-12-01,December,2014,175.8
2015-01-01,January,2015,164.8
2015-02-01,February,2015,138.5
2015-03-01,March,2015,139.0
2015-04-01,April,2015,221.2
2015-05-01,May,2015,205.3
2015-06-01,June,2015,56.1
2015-07-01,July,2015,174.6
2015-08-01,August,2015,145.7
2015-09-01,September,2015,
2015-10-01,October,2015,
2015-11-01,November,2015,
2015-12-01,December,2015,
2016-01-01,January,2016,40.7
2016-02-01,February,2016,132.1
2016-03-01,March,2016,174.9
2016-04-01,April,2016,397.6
2016-05-01,May,2016,262.6
2016-06-01,June,2016,156.6
2016-07-01,July,2016,302.8
2016-08-01,August,2016,390.3
2016-09-01,September,2016,99.6
2016-10-01,October,2016,189.3
2016-11-01,November,2016,459.9
2016-12-01,December,2016,257.7
2017-01-01,January,2017,143.1
2017-02-01,February,2017,53.0
2017-03-01,March,2017,307.8
2017-04-01,April,2017,392.3
2017-05-01,May,2017,177.3
2017-06-01,June,2017,109.1
2017-07-01,July,2017,142.9
2017-08-01,August,2017,
2017-09-01,September,2017,237.8
2017-10-01,October,2017,184.8
2017-11-01,November,2017,
2017-12-01,December,2017,
2018-01-01,January,2018,
2018-02-01,February,2018,0.0
2018-03-01,March,2018,203.0
2018-04-01,April,2018,503.3
2018-05-01,May,2018,393.4
2018-06-01,June,2018,223.4
2018-07-01,July,2018,120.4
2018-08-01,August,2018,65.1
2018-09-01,September,2018,328.7
2018-10-01,October,2018,434.9
2018-11-01,November,2018,194.2
2018-12-01,December,2018,
2019-01-01,January,2019,
2019-02-01,February,2019,
2019-03-01,March,2019,
2019-04-01,April,2019,164.1
2019-05-01,May,2019,405.6
2019-06-01,June,2019,243.0
2019-07-01,July,2019,68.3
2019-08-01,August,2019,179.9
2019-09-01,September,2019,229.2
2019-10-01,October,2019,275.6
2019-11-01,November,2019,161.5
2019-12-01,December,2019,216.1
