Fecha,Mes,Año,23125120
2000-01-01,January,2000,95.5
2000-02-01,February,2000,361.4
2000-03-01,March,2000,270.0
2000-04-01,April,2000,311.5
2000-05-01,May,2000,308.5
2000-06-01,June,2000,148.8
2000-07-01,July,2000,211.8
2000-08-01,August,2000,249.6
2000-09-01,September,2000,475.0
2000-10-01,October,2000,287.1
2000-11-01,November,2000,293.8
2000-12-01,December,2000,270.4
2001-01-01,January,2001,318.3
2001-02-01,February,2001,72.3
2001-03-01,March,2001,350.7
2001-04-01,April,2001,161.0
2001-05-01,May,2001,278.3
2001-06-01,June,2001,50.7
2001-07-01,July,2001,84.4
2001-08-01,August,2001,72.6
2001-09-01,September,2001,309.0
2001-10-01,October,2001,441.7
2001-11-01,November,2001,313.4
2001-12-01,December,2001,170.6
2002-01-01,January,2002,228.4
2002-02-01,February,2002,
2002-03-01,March,2002,143.2
2002-04-01,April,2002,310.0
2002-05-01,May,2002,354.0
2002-06-01,June,2002,221.0
2002-07-01,July,2002,113.0
2002-08-01,August,2002,224.0
2002-09-01,September,2002,178.0
2002-10-01,October,2002,
2002-11-01,November,2002,294.0
2002-12-01,December,2002,198.0
2003-01-01,January,2003,46.0
2003-02-01,February,2003,180.9
2003-03-01,March,2003,251.3
2003-04-01,April,2003,272.4
2003-05-01,May,2003,236.2
2003-06-01,June,2003,235.0
2003-07-01,July,2003,89.7
2003-08-01,August,2003,95.2
2003-09-01,September,2003,227.1
2003-10-01,October,2003,414.0
2003-11-01,November,2003,45.2
2003-12-01,December,2003,
2004-01-01,January,2004,
2004-02-01,February,2004,
2004-03-01,March,2004,
2004-04-01,April,2004,248.6
2004-05-01,May,2004,432.5
2004-06-01,June,2004,77.3
2004-07-01,July,2004,239.2
2004-08-01,August,2004,186.3
2004-09-01,September,2004,423.3
2004-10-01,October,2004,383.7
2004-11-01,November,2004,473.6
2004-12-01,December,2004,206.9
2005-01-01,January,2005,213.8
2005-02-01,February,2005,224.0
2005-03-01,March,2005,227.9
2005-04-01,April,2005,274.0
2005-05-01,May,2005,582.4
2005-06-01,June,2005,214.5
2005-07-01,July,2005,120.4
2005-08-01,August,2005,147.2
2005-09-01,September,2005,216.7
2005-10-01,October,2005,331.9
2005-11-01,November,2005,243.6
2005-12-01,December,2005,388.6
2006-01-01,January,2006,211.0
2006-02-01,February,2006,152.3
2006-03-01,March,2006,283.7
2006-04-01,April,2006,488.8
2006-05-01,May,2006,332.7
2006-06-01,June,2006,441.8
2006-07-01,July,2006,250.4
2006-08-01,August,2006,191.5
2006-09-01,September,2006,191.0
2006-10-01,October,2006,411.1
2006-11-01,November,2006,480.4
2006-12-01,December,2006,270.6
2007-01-01,January,2007,87.0
2007-02-01,February,2007,69.6
2007-03-01,March,2007,318.6
2007-04-01,April,2007,595.0
2007-05-01,May,2007,272.3
2007-06-01,June,2007,151.8
2007-07-01,July,2007,174.1
2007-08-01,August,2007,248.8
2007-09-01,September,2007,160.3
2007-10-01,October,2007,639.8
2007-11-01,November,2007,378.3
2007-12-01,December,2007,261.3
2008-01-01,January,2008,195.9
2008-02-01,February,2008,173.1
2008-03-01,March,2008,588.5
2008-04-01,April,2008,533.3
2008-05-01,May,2008,467.2
2008-06-01,June,2008,235.5
2008-07-01,July,2008,252.6
2008-08-01,August,2008,482.1
2008-09-01,September,2008,227.6
2008-10-01,October,2008,497.4
2008-11-01,November,2008,607.3
2008-12-01,December,2008,287.4
2009-01-01,January,2009,319.8
2009-02-01,February,2009,197.8
2009-03-01,March,2009,404.9
2009-04-01,April,2009,482.3
2009-05-01,May,2009,325.0
2009-06-01,June,2009,340.0
2009-07-01,July,2009,168.6
2009-08-01,August,2009,191.9
2009-09-01,September,2009,119.9
2009-10-01,October,2009,329.0
2009-11-01,November,2009,366.5
2009-12-01,December,2009,224.7
2010-01-01,January,2010,11.3
2010-02-01,February,2010,127.6
2010-03-01,March,2010,181.0
2010-04-01,April,2010,152.0
2010-05-01,May,2010,465.7
2010-06-01,June,2010,223.6
2010-07-01,July,2010,378.3
2010-08-01,August,2010,309.5
2010-09-01,September,2010,607.6
2010-10-01,October,2010,377.5
2010-11-01,November,2010,599.7
2010-12-01,December,2010,283.6
2011-01-01,January,2011,234.7
2011-02-01,February,2011,246.0
2011-03-01,March,2011,435.0
2011-04-01,April,2011,578.9
2011-05-01,May,2011,322.0
2011-06-01,June,2011,221.8
2011-07-01,July,2011,254.6
2011-08-01,August,2011,160.0
2011-09-01,September,2011,199.2
2011-10-01,October,2011,381.7
2011-11-01,November,2011,378.0
2011-12-01,December,2011,522.4
2012-01-01,January,2012,183.8
2012-02-01,February,2012,153.6
2012-03-01,March,2012,361.7
2012-04-01,April,2012,331.9
2012-05-01,May,2012,285.0
2012-06-01,June,2012,176.9
2012-07-01,July,2012,174.7
2012-08-01,August,2012,310.3
2012-09-01,September,2012,159.3
2012-10-01,October,2012,589.1
2012-11-01,November,2012,281.8
2012-12-01,December,2012,145.2
2013-01-01,January,2013,109.6
2013-02-01,February,2013,175.2
2013-03-01,March,2013,323.1
2013-04-01,April,2013,257.7
2013-05-01,May,2013,245.9
2013-06-01,June,2013,229.9
2013-07-01,July,2013,164.5
2013-08-01,August,2013,238.5
2013-09-01,September,2013,145.4
2013-10-01,October,2013,193.3
2013-11-01,November,2013,331.7
2013-12-01,December,2013,249.5
2014-01-01,January,2014,116.6
2014-02-01,February,2014,292.6
2014-03-01,March,2014,245.4
2014-04-01,April,2014,230.8
2014-05-01,May,2014,329.1
2014-06-01,June,2014,245.6
2014-07-01,July,2014,60.9
2014-08-01,August,2014,191.3
2014-09-01,September,2014,240.2
2014-10-01,October,2014,283.7
2014-11-01,November,2014,455.6
2014-12-01,December,2014,146.5
2015-01-01,January,2015,155.7
2015-02-01,February,2015,202.8
2015-03-01,March,2015,242.2
2015-04-01,April,2015,116.6
2015-05-01,May,2015,294.9
2015-06-01,June,2015,53.9
2015-07-01,July,2015,
2015-08-01,August,2015,92.1
2015-09-01,September,2015,270.4
2015-10-01,October,2015,392.4
2015-11-01,November,2015,263.0
2015-12-01,December,2015,19.0
2016-01-01,January,2016,259.4
2016-02-01,February,2016,196.2
2016-03-01,March,2016,125.1
2016-04-01,April,2016,436.3
2016-05-01,May,2016,338.4
2016-06-01,June,2016,108.5
2016-07-01,July,2016,238.1
2016-08-01,August,2016,181.2
2016-09-01,September,2016,189.3
2016-10-01,October,2016,382.4
2016-11-01,November,2016,367.5
2016-12-01,December,2016,195.0
2017-01-01,January,2017,104.7
2017-02-01,February,2017,173.8
2017-03-01,March,2017,358.4
2017-04-01,April,2017,281.9
2017-05-01,May,2017,211.8
2017-06-01,June,2017,167.2
2017-07-01,July,2017,91.3
2017-08-01,August,2017,178.5
2017-09-01,September,2017,258.1
2017-10-01,October,2017,234.0
2017-11-01,November,2017,305.0
2017-12-01,December,2017,256.1
2018-01-01,January,2018,331.7
2018-02-01,February,2018,52.9
2018-03-01,March,2018,321.4
2018-04-01,April,2018,347.2
2018-05-01,May,2018,171.5
2018-06-01,June,2018,144.5
2018-07-01,July,2018,136.4
2018-08-01,August,2018,125.3
2018-09-01,September,2018,366.9
2018-10-01,October,2018,564.7
2018-11-01,November,2018,361.5
2018-12-01,December,2018,45.7
2019-01-01,January,2019,111.0
2019-02-01,February,2019,287.8
2019-03-01,March,2019,370.3
2019-04-01,April,2019,268.1
2019-05-01,May,2019,200.8
2019-06-01,June,2019,214.6
2019-07-01,July,2019,161.4
2019-08-01,August,2019,86.4
2019-09-01,September,2019,378.8
2019-10-01,October,2019,329.8
2019-11-01,November,2019,384.8
2019-12-01,December,2019,158.9
