Fecha,Mes,Año,23125060
2000-01-01,January,2000,121.3
2000-02-01,February,2000,234.0
2000-03-01,March,2000,273.7
2000-04-01,April,2000,306.0
2000-05-01,May,2000,240.1
2000-06-01,June,2000,279.8
2000-07-01,July,2000,106.6
2000-08-01,August,2000,81.0
2000-09-01,September,2000,149.3
2000-10-01,October,2000,109.9
2000-11-01,November,2000,265.2
2000-12-01,December,2000,203.4
2001-01-01,January,2001,199.6
2001-02-01,February,2001,198.0
2001-03-01,March,2001,311.6
2001-04-01,April,2001,138.4
2001-05-01,May,2001,265.6
2001-06-01,June,2001,68.9
2001-07-01,July,2001,75.2
2001-08-01,August,2001,47.8
2001-09-01,September,2001,229.3
2001-10-01,October,2001,
2001-11-01,November,2001,278.4
2001-12-01,December,2001,166.4
2002-01-01,January,2002,111.9
2002-02-01,February,2002,121.6
2002-03-01,March,2002,289.0
2002-04-01,April,2002,353.3
2002-05-01,May,2002,209.3
2002-06-01,June,2002,96.2
2002-07-01,July,2002,
2002-08-01,August,2002,
2002-09-01,September,2002,
2002-10-01,October,2002,382.8
2002-11-01,November,2002,119.7
2002-12-01,December,2002,340.3
2003-01-01,January,2003,62.0
2003-02-01,February,2003,159.3
2003-03-01,March,2003,138.9
2003-04-01,April,2003,367.1
2003-05-01,May,2003,203.3
2003-06-01,June,2003,237.1
2003-07-01,July,2003,90.4
2003-08-01,August,2003,122.8
2003-09-01,September,2003,131.3
2003-10-01,October,2003,264.5
2003-11-01,November,2003,319.5
2003-12-01,December,2003,141.0
2004-01-01,January,2004,193.6
2004-02-01,February,2004,103.9
2004-03-01,March,2004,171.1
2004-04-01,April,2004,300.4
2004-05-01,May,2004,326.1
2004-06-01,June,2004,140.4
2004-07-01,July,2004,175.0
2004-08-01,August,2004,98.2
2004-09-01,September,2004,138.7
2004-10-01,October,2004,
2004-11-01,November,2004,
2004-12-01,December,2004,
2005-01-01,January,2005,
2005-02-01,February,2005,
2005-03-01,March,2005,
2005-04-01,April,2005,
2005-05-01,May,2005,
2005-06-01,June,2005,
2005-07-01,July,2005,
2005-08-01,August,2005,70.2
2005-09-01,September,2005,128.9
2005-10-01,October,2005,252.6
2005-11-01,November,2005,294.1
2005-12-01,December,2005,200.1
2006-01-01,January,2006,287.8
2006-02-01,February,2006,
2006-03-01,March,2006,256.1
2006-04-01,April,2006,359.5
2006-05-01,May,2006,335.6
2006-06-01,June,2006,173.0
2006-07-01,July,2006,33.3
2006-08-01,August,2006,86.8
2006-09-01,September,2006,174.2
2006-10-01,October,2006,392.9
2006-11-01,November,2006,346.9
2006-12-01,December,2006,230.6
2007-01-01,January,2007,219.6
2007-02-01,February,2007,42.4
2007-03-01,March,2007,313.3
2007-04-01,April,2007,431.2
2007-05-01,May,2007,382.7
2007-06-01,June,2007,97.6
2007-07-01,July,2007,184.5
2007-08-01,August,2007,
2007-09-01,September,2007,104.2
2007-10-01,October,2007,455.8
2007-11-01,November,2007,377.5
2007-12-01,December,2007,219.6
2008-01-01,January,2008,267.2
2008-02-01,February,2008,123.3
2008-03-01,March,2008,317.7
2008-04-01,April,2008,206.0
2008-05-01,May,2008,468.1
2008-06-01,June,2008,163.6
2008-07-01,July,2008,114.3
2008-08-01,August,2008,244.7
2008-09-01,September,2008,188.3
2008-10-01,October,2008,359.4
2008-11-01,November,2008,445.4
2008-12-01,December,2008,165.3
2009-01-01,January,2009,308.7
2009-02-01,February,2009,114.4
2009-03-01,March,2009,309.1
2009-04-01,April,2009,329.7
2009-05-01,May,2009,276.0
2009-06-01,June,2009,155.8
2009-07-01,July,2009,84.9
2009-08-01,August,2009,147.1
2009-09-01,September,2009,129.1
2009-10-01,October,2009,259.8
2009-11-01,November,2009,192.6
2009-12-01,December,2009,109.3
2010-01-01,January,2010,16.4
2010-02-01,February,2010,102.7
2010-03-01,March,2010,187.8
2010-04-01,April,2010,365.1
2010-05-01,May,2010,356.6
2010-06-01,June,2010,146.3
2010-07-01,July,2010,244.2
2010-08-01,August,2010,203.4
2010-09-01,September,2010,217.4
2010-10-01,October,2010,214.6
2010-11-01,November,2010,
2010-12-01,December,2010,265.3
2011-01-01,January,2011,139.1
2011-02-01,February,2011,212.0
2011-03-01,March,2011,443.8
2011-04-01,April,2011,806.7
2011-05-01,May,2011,204.7
2011-06-01,June,2011,
2011-07-01,July,2011,157.3
2011-08-01,August,2011,229.1
2011-09-01,September,2011,192.1
2011-10-01,October,2011,331.0
2011-11-01,November,2011,445.3
2011-12-01,December,2011,307.2
2012-01-01,January,2012,250.4
2012-02-01,February,2012,97.8
2012-03-01,March,2012,408.3
2012-04-01,April,2012,277.8
2012-05-01,May,2012,136.0
2012-06-01,June,2012,56.2
2012-07-01,July,2012,35.8
2012-08-01,August,2012,105.7
2012-09-01,September,2012,153.5
2012-10-01,October,2012,515.8
2012-11-01,November,2012,127.1
2012-12-01,December,2012,131.2
2013-01-01,January,2013,70.7
2013-02-01,February,2013,193.8
2013-03-01,March,2013,227.1
2013-04-01,April,2013,324.2
2013-05-01,May,2013,412.4
2013-06-01,June,2013,94.8
2013-07-01,July,2013,130.5
2013-08-01,August,2013,151.9
2013-09-01,September,2013,214.6
2013-10-01,October,2013,317.4
2013-11-01,November,2013,178.1
2013-12-01,December,2013,233.5
2014-01-01,January,2014,137.5
2014-02-01,February,2014,147.6
2014-03-01,March,2014,372.1
2014-04-01,April,2014,155.3
2014-05-01,May,2014,66.9
2014-06-01,June,2014,104.3
2014-07-01,July,2014,71.9
2014-08-01,August,2014,60.3
2014-09-01,September,2014,187.8
2014-10-01,October,2014,265.9
2014-11-01,November,2014,187.0
2014-12-01,December,2014,142.3
2015-01-01,January,2015,114.8
2015-02-01,February,2015,112.3
2015-03-01,March,2015,283.6
2015-04-01,April,2015,346.4
2015-05-01,May,2015,110.6
2015-06-01,June,2015,62.5
2015-07-01,July,2015,51.9
2015-08-01,August,2015,67.4
2015-09-01,September,2015,101.7
2015-10-01,October,2015,136.1
2015-11-01,November,2015,339.4
2015-12-01,December,2015,48.9
2016-01-01,January,2016,37.9
2016-02-01,February,2016,85.7
2016-03-01,March,2016,335.9
2016-04-01,April,2016,351.6
2016-05-01,May,2016,204.3
2016-06-01,June,2016,65.4
2016-07-01,July,2016,118.4
2016-08-01,August,2016,75.3
2016-09-01,September,2016,174.2
2016-10-01,October,2016,363.1
2016-11-01,November,2016,327.3
2016-12-01,December,2016,388.8
2017-01-01,January,2017,162.1
2017-02-01,February,2017,51.8
2017-03-01,March,2017,307.6
2017-04-01,April,2017,311.9
2017-05-01,May,2017,374.3
2017-06-01,June,2017,204.8
2017-07-01,July,2017,28.6
2017-08-01,August,2017,159.9
2017-09-01,September,2017,201.0
2017-10-01,October,2017,326.0
2017-11-01,November,2017,302.9
2017-12-01,December,2017,157.0
2018-01-01,January,2018,209.4
2018-02-01,February,2018,181.9
2018-03-01,March,2018,361.0
2018-04-01,April,2018,330.6
2018-05-01,May,2018,376.3
2018-06-01,June,2018,219.7
2018-07-01,July,2018,67.5
2018-08-01,August,2018,125.2
2018-09-01,September,2018,271.3
2018-10-01,October,2018,599.3
2018-11-01,November,2018,359.6
2018-12-01,December,2018,88.8
2019-01-01,January,2019,159.5
2019-02-01,February,2019,180.3
2019-03-01,March,2019,175.0
2019-04-01,April,2019,328.4
2019-05-01,May,2019,264.9
2019-06-01,June,2019,84.1
2019-07-01,July,2019,67.2
2019-08-01,August,2019,50.9
2019-09-01,September,2019,249.8
2019-10-01,October,2019,412.3
2019-11-01,November,2019,234.0
2019-12-01,December,2019,132.9
