Fecha,Mes,Año,23120250
2000-01-01,January,2000,40.4
2000-02-01,February,2000,98.7
2000-03-01,March,2000,110.2
2000-04-01,April,2000,166.0
2000-05-01,May,2000,141.6
2000-06-01,June,2000,144.9
2000-07-01,July,2000,147.5
2000-08-01,August,2000,45.7
2000-09-01,September,2000,289.4
2000-10-01,October,2000,201.9
2000-11-01,November,2000,174.4
2000-12-01,December,2000,129.1
2001-01-01,January,2001,73.4
2001-02-01,February,2001,81.6
2001-03-01,March,2001,328.6
2001-04-01,April,2001,123.4
2001-05-01,May,2001,228.5
2001-06-01,June,2001,154.4
2001-07-01,July,2001,92.4
2001-08-01,August,2001,137.7
2001-09-01,September,2001,227.5
2001-10-01,October,2001,243.2
2001-11-01,November,2001,148.2
2001-12-01,December,2001,51.1
2002-01-01,January,2002,4.2
2002-02-01,February,2002,39.1
2002-03-01,March,2002,225.6
2002-04-01,April,2002,261.8
2002-05-01,May,2002,184.3
2002-06-01,June,2002,148.8
2002-07-01,July,2002,55.1
2002-08-01,August,2002,29.4
2002-09-01,September,2002,300.6
2002-10-01,October,2002,245.8
2002-11-01,November,2002,115.3
2002-12-01,December,2002,252.4
2003-01-01,January,2003,44.6
2003-02-01,February,2003,79.5
2003-03-01,March,2003,235.8
2003-04-01,April,2003,453.7
2003-05-01,May,2003,201.2
2003-06-01,June,2003,
2003-07-01,July,2003,80.2
2003-08-01,August,2003,183.7
2003-09-01,September,2003,132.4
2003-10-01,October,2003,351.4
2003-11-01,November,2003,277.9
2003-12-01,December,2003,170.3
2004-01-01,January,2004,65.1
2004-02-01,February,2004,82.9
2004-03-01,March,2004,137.2
2004-04-01,April,2004,263.7
2004-05-01,May,2004,
2004-06-01,June,2004,83.1
2004-07-01,July,2004,91.4
2004-08-01,August,2004,93.8
2004-09-01,September,2004,260.7
2004-10-01,October,2004,239.7
2004-11-01,November,2004,321.9
2004-12-01,December,2004,130.7
2005-01-01,January,2005,114.1
2005-02-01,February,2005,157.0
2005-03-01,March,2005,82.0
2005-04-01,April,2005,176.8
2005-05-01,May,2005,333.2
2005-06-01,June,2005,245.3
2005-07-01,July,2005,88.6
2005-08-01,August,2005,174.5
2005-09-01,September,2005,146.9
2005-10-01,October,2005,255.0
2005-11-01,November,2005,276.6
2005-12-01,December,2005,86.8
2006-01-01,January,2006,120.7
2006-02-01,February,2006,79.6
2006-03-01,March,2006,191.2
2006-04-01,April,2006,293.9
2006-05-01,May,2006,257.1
2006-06-01,June,2006,134.2
2006-07-01,July,2006,76.6
2006-08-01,August,2006,47.9
2006-09-01,September,2006,119.6
2006-10-01,October,2006,205.1
2006-11-01,November,2006,283.6
2006-12-01,December,2006,113.0
2007-01-01,January,2007,57.6
2007-02-01,February,2007,39.1
2007-03-01,March,2007,255.0
2007-04-01,April,2007,351.8
2007-05-01,May,2007,282.2
2007-06-01,June,2007,225.7
2007-07-01,July,2007,213.7
2007-08-01,August,2007,176.4
2007-09-01,September,2007,237.0
2007-10-01,October,2007,427.6
2007-11-01,November,2007,162.8
2007-12-01,December,2007,
2008-01-01,January,2008,68.4
2008-02-01,February,2008,54.3
2008-03-01,March,2008,168.1
2008-04-01,April,2008,232.1
2008-05-01,May,2008,379.9
2008-06-01,June,2008,256.9
2008-07-01,July,2008,196.8
2008-08-01,August,2008,280.1
2008-09-01,September,2008,190.4
2008-10-01,October,2008,423.9
2008-11-01,November,2008,364.1
2008-12-01,December,2008,52.1
2009-01-01,January,2009,328.8
2009-02-01,February,2009,62.9
2009-03-01,March,2009,226.3
2009-04-01,April,2009,126.7
2009-05-01,May,2009,212.3
2009-06-01,June,2009,138.5
2009-07-01,July,2009,61.1
2009-08-01,August,2009,173.4
2009-09-01,September,2009,82.4
2009-10-01,October,2009,181.2
2009-11-01,November,2009,135.6
2009-12-01,December,2009,105.1
2010-01-01,January,2010,53.3
2010-02-01,February,2010,80.1
2010-03-01,March,2010,144.1
2010-04-01,April,2010,265.6
2010-05-01,May,2010,422.5
2010-06-01,June,2010,194.8
2010-07-01,July,2010,277.9
2010-08-01,August,2010,203.9
2010-09-01,September,2010,292.4
2010-10-01,October,2010,224.4
2010-11-01,November,2010,291.0
2010-12-01,December,2010,172.8
2011-01-01,January,2011,117.0
2011-02-01,February,2011,90.9
2011-03-01,March,2011,404.8
2011-04-01,April,2011,396.0
2011-05-01,May,2011,251.3
2011-06-01,June,2011,167.6
2011-07-01,July,2011,98.3
2011-08-01,August,2011,183.9
2011-09-01,September,2011,113.3
2011-10-01,October,2011,273.1
2011-11-01,November,2011,475.6
2011-12-01,December,2011,161.1
2012-01-01,January,2012,164.5
2012-02-01,February,2012,107.7
2012-03-01,March,2012,210.1
2012-04-01,April,2012,323.5
2012-05-01,May,2012,295.9
2012-06-01,June,2012,185.3
2012-07-01,July,2012,97.3
2012-08-01,August,2012,108.9
2012-09-01,September,2012,45.4
2012-10-01,October,2012,317.8
2012-11-01,November,2012,131.9
2012-12-01,December,2012,3.1
2013-01-01,January,2013,2.7
2013-02-01,February,2013,164.3
2013-03-01,March,2013,179.0
2013-04-01,April,2013,352.0
2013-05-01,May,2013,348.8
2013-06-01,June,2013,132.7
2013-07-01,July,2013,98.4
2013-08-01,August,2013,191.8
2013-09-01,September,2013,147.8
2013-10-01,October,2013,174.6
2013-11-01,November,2013,218.6
2013-12-01,December,2013,124.5
2014-01-01,January,2014,108.8
2014-02-01,February,2014,125.8
2014-03-01,March,2014,113.1
2014-04-01,April,2014,255.7
2014-05-01,May,2014,236.1
2014-06-01,June,2014,21.5
2014-07-01,July,2014,119.1
2014-08-01,August,2014,65.2
2014-09-01,September,2014,160.3
2014-10-01,October,2014,385.0
2014-11-01,November,2014,353.5
2014-12-01,December,2014,93.1
2015-01-01,January,2015,39.7
2015-02-01,February,2015,55.9
2015-03-01,March,2015,209.7
2015-04-01,April,2015,423.9
2015-05-01,May,2015,298.0
2015-06-01,June,2015,108.9
2015-07-01,July,2015,180.1
2015-08-01,August,2015,220.4
2015-09-01,September,2015,134.1
