Fecha,Mes,Año,23180100
2000-01-01,January,2000,0.0
2000-02-01,February,2000,73.0
2000-03-01,March,2000,26.0
2000-04-01,April,2000,184.0
2000-05-01,May,2000,512.0
2000-06-01,June,2000,206.0
2000-07-01,July,2000,252.0
2000-08-01,August,2000,129.0
2000-09-01,September,2000,472.0
2000-10-01,October,2000,299.0
2000-11-01,November,2000,92.0
2000-12-01,December,2000,75.0
2001-01-01,January,2001,0.0
2001-02-01,February,2001,0.0
2001-03-01,March,2001,98.0
2001-04-01,April,2001,205.0
2001-05-01,May,2001,269.0
2001-06-01,June,2001,152.0
2001-07-01,July,2001,373.0
2001-08-01,August,2001,198.0
2001-09-01,September,2001,225.0
2001-10-01,October,2001,249.0
2001-11-01,November,2001,167.0
2001-12-01,December,2001,140.0
2002-01-01,January,2002,0.0
2002-02-01,February,2002,10.0
2002-03-01,March,2002,44.0
2002-04-01,April,2002,147.0
2002-05-01,May,2002,223.0
2002-06-01,June,2002,232.0
2002-07-01,July,2002,130.0
2002-08-01,August,2002,105.0
2002-09-01,September,2002,299.0
2002-10-01,October,2002,341.0
2002-11-01,November,2002,410.0
2002-12-01,December,2002,6.0
2003-01-01,January,2003,0.0
2003-02-01,February,2003,0.0
2003-03-01,March,2003,41.0
2003-04-01,April,2003,100.0
2003-05-01,May,2003,230.0
2003-06-01,June,2003,191.0
2003-07-01,July,2003,199.0
2003-08-01,August,2003,231.0
2003-09-01,September,2003,392.0
2003-10-01,October,2003,387.0
2003-11-01,November,2003,258.0
2003-12-01,December,2003,43.0
2004-01-01,January,2004,0.0
2004-02-01,February,2004,19.0
2004-03-01,March,2004,0.0
2004-04-01,April,2004,261.0
2004-05-01,May,2004,325.0
2004-06-01,June,2004,85.0
2004-07-01,July,2004,312.0
2004-08-01,August,2004,280.0
2004-09-01,September,2004,307.0
2004-10-01,October,2004,209.0
2004-11-01,November,2004,198.0
2004-12-01,December,2004,2.0
2005-01-01,January,2005,0.0
2005-02-01,February,2005,16.0
2005-03-01,March,2005,74.0
2005-04-01,April,2005,470.0
2005-05-01,May,2005,324.0
2005-06-01,June,2005,230.0
2005-07-01,July,2005,324.0
2005-08-01,August,2005,517.0
2005-09-01,September,2005,294.0
2005-10-01,October,2005,354.0
2005-11-01,November,2005,365.0
2005-12-01,December,2005,0.0
2006-01-01,January,2006,0.0
2006-02-01,February,2006,40.0
2006-03-01,March,2006,115.0
2006-04-01,April,2006,310.0
2006-05-01,May,2006,446.0
2006-06-01,June,2006,254.0
2006-07-01,July,2006,76.0
2006-08-01,August,2006,345.0
2006-09-01,September,2006,180.0
2006-10-01,October,2006,219.0
2006-11-01,November,2006,324.0
2006-12-01,December,2006,77.0
2007-01-01,January,2007,2.0
2007-02-01,February,2007,0.0
2007-03-01,March,2007,170.0
2007-04-01,April,2007,279.0
2007-05-01,May,2007,323.0
2007-06-01,June,2007,204.0
2007-07-01,July,2007,184.0
2007-08-01,August,2007,332.0
2007-09-01,September,2007,303.0
2007-10-01,October,2007,441.0
2007-11-01,November,2007,125.0
2007-12-01,December,2007,72.0
2008-01-01,January,2008,34.0
2008-02-01,February,2008,34.0
2008-03-01,March,2008,21.0
2008-04-01,April,2008,38.0
2008-05-01,May,2008,444.0
2008-06-01,June,2008,349.0
2008-07-01,July,2008,428.0
2008-08-01,August,2008,425.0
2008-09-01,September,2008,378.0
2008-10-01,October,2008,244.0
2008-11-01,November,2008,554.0
2008-12-01,December,2008,1.0
2009-01-01,January,2009,5.0
2009-02-01,February,2009,0.0
2009-03-01,March,2009,61.0
2009-04-01,April,2009,104.0
2009-05-01,May,2009,307.0
2009-06-01,June,2009,433.0
2009-07-01,July,2009,214.0
2009-08-01,August,2009,568.0
2009-09-01,September,2009,117.0
2009-10-01,October,2009,271.0
2009-11-01,November,2009,168.0
2009-12-01,December,2009,31.0
2010-01-01,January,2010,2.0
2010-02-01,February,2010,23.0
2010-03-01,March,2010,130.0
2010-04-01,April,2010,194.0
2010-05-01,May,2010,534.0
2010-06-01,June,2010,390.0
2010-07-01,July,2010,432.0
2010-08-01,August,2010,269.0
2010-09-01,September,2010,437.0
2010-10-01,October,2010,285.0
2010-11-01,November,2010,235.0
2010-12-01,December,2010,148.0
2011-01-01,January,2011,0.0
2011-02-01,February,2011,27.0
2011-03-01,March,2011,41.0
2011-04-01,April,2011,258.0
2011-05-01,May,2011,559.0
2011-06-01,June,2011,238.0
2011-07-01,July,2011,
2011-08-01,August,2011,278.0
2011-09-01,September,2011,191.0
2011-10-01,October,2011,248.0
2011-11-01,November,2011,438.0
2011-12-01,December,2011,399.0
2012-01-01,January,2012,0.0
2012-02-01,February,2012,2.0
2012-03-01,March,2012,7.0
2012-04-01,April,2012,403.0
2012-05-01,May,2012,292.0
2012-06-01,June,2012,230.0
2012-07-01,July,2012,309.0
2012-08-01,August,2012,257.0
2012-09-01,September,2012,
2012-10-01,October,2012,242.0
2012-11-01,November,2012,222.0
2012-12-01,December,2012,
2013-01-01,January,2013,55.0
2013-02-01,February,2013,157.0
2013-03-01,March,2013,145.0
2013-04-01,April,2013,95.0
2013-05-01,May,2013,185.0
2013-06-01,June,2013,378.0
2013-07-01,July,2013,85.0
2013-08-01,August,2013,435.0
2013-09-01,September,2013,310.0
2013-10-01,October,2013,190.0
2013-11-01,November,2013,95.0
2013-12-01,December,2013,32.0
2014-01-01,January,2014,10.0
2014-02-01,February,2014,50.0
2014-03-01,March,2014,157.0
2014-04-01,April,2014,125.0
2014-05-01,May,2014,313.0
2014-06-01,June,2014,137.0
2014-07-01,July,2014,29.0
2014-08-01,August,2014,308.0
2014-09-01,September,2014,242.0
2014-10-01,October,2014,482.0
2014-11-01,November,2014,75.0
2014-12-01,December,2014,70.0
2015-01-01,January,2015,5.0
2015-02-01,February,2015,30.0
2015-03-01,March,2015,42.0
2015-04-01,April,2015,225.0
2015-05-01,May,2015,169.0
2015-06-01,June,2015,75.0
2015-07-01,July,2015,152.0
2015-08-01,August,2015,172.0
2015-09-01,September,2015,246.0
2015-10-01,October,2015,420.0
2015-11-01,November,2015,135.0
2015-12-01,December,2015,20.0
2016-01-01,January,2016,0.0
2016-02-01,February,2016,23.0
2016-03-01,March,2016,35.0
2016-04-01,April,2016,220.0
2016-05-01,May,2016,200.0
2016-06-01,June,2016,326.0
2016-07-01,July,2016,245.0
2016-08-01,August,2016,235.0
2016-09-01,September,2016,155.0
2016-10-01,October,2016,471.0
2016-11-01,November,2016,230.0
2016-12-01,December,2016,40.0
2017-01-01,January,2017,10.0
