Fecha,Mes,Año,23215030
2000-01-01,January,2000,1.3
2000-02-01,February,2000,41.5
2000-03-01,March,2000,27.3
2000-04-01,April,2000,112.9
2000-05-01,May,2000,151.6
2000-06-01,June,2000,307.4
2000-07-01,July,2000,80.7
2000-08-01,August,2000,65.8
2000-09-01,September,2000,388.7
2000-10-01,October,2000,92.9
2000-11-01,November,2000,107.0
2000-12-01,December,2000,125.3
2001-01-01,January,2001,7.6
2001-02-01,February,2001,20.4
2001-03-01,March,2001,84.1
2001-04-01,April,2001,81.5
2001-05-01,May,2001,145.3
2001-06-01,June,2001,49.0
2001-07-01,July,2001,70.0
2001-08-01,August,2001,208.7
2001-09-01,September,2001,143.4
2001-10-01,October,2001,66.0
2001-11-01,November,2001,139.4
2001-12-01,December,2001,64.1
2002-01-01,January,2002,9.6
2002-02-01,February,2002,18.9
2002-03-01,March,2002,63.5
2002-04-01,April,2002,236.7
2002-05-01,May,2002,85.7
2002-06-01,June,2002,121.4
2002-07-01,July,2002,136.9
2002-08-01,August,2002,90.2
2002-09-01,September,2002,164.2
2002-10-01,October,2002,224.5
2002-11-01,November,2002,96.5
2002-12-01,December,2002,73.4
2003-01-01,January,2003,0.0
2003-02-01,February,2003,4.4
2003-03-01,March,2003,53.6
2003-04-01,April,2003,91.4
2003-05-01,May,2003,103.5
2003-06-01,June,2003,255.2
2003-07-01,July,2003,154.8
2003-08-01,August,2003,130.4
2003-09-01,September,2003,182.3
2003-10-01,October,2003,136.6
2003-11-01,November,2003,184.0
2003-12-01,December,2003,24.8
2004-01-01,January,2004,4.2
2004-02-01,February,2004,27.6
2004-03-01,March,2004,29.5
2004-04-01,April,2004,178.0
2004-05-01,May,2004,150.3
2004-06-01,June,2004,29.1
2004-07-01,July,2004,128.2
2004-08-01,August,2004,85.8
2004-09-01,September,2004,132.1
2004-10-01,October,2004,115.7
2004-11-01,November,2004,98.0
2004-12-01,December,2004,14.4
2005-01-01,January,2005,3.5
2005-02-01,February,2005,5.6
2005-03-01,March,2005,76.4
2005-04-01,April,2005,135.7
2005-05-01,May,2005,181.0
2005-06-01,June,2005,164.8
2005-07-01,July,2005,163.1
2005-08-01,August,2005,141.0
2005-09-01,September,2005,195.7
2005-10-01,October,2005,171.3
2005-11-01,November,2005,200.6
2005-12-01,December,2005,17.5
2006-01-01,January,2006,69.2
2006-02-01,February,2006,0.0
2006-03-01,March,2006,34.2
2006-04-01,April,2006,188.5
2006-05-01,May,2006,193.0
2006-06-01,June,2006,138.3
2006-07-01,July,2006,111.7
2006-08-01,August,2006,130.6
2006-09-01,September,2006,107.5
2006-10-01,October,2006,119.8
2006-11-01,November,2006,109.3
2006-12-01,December,2006,32.4
2007-01-01,January,2007,0.0
2007-02-01,February,2007,0.0
2007-03-01,March,2007,77.9
2007-04-01,April,2007,160.7
2007-05-01,May,2007,220.6
2007-06-01,June,2007,52.1
2007-07-01,July,2007,157.2
2007-08-01,August,2007,249.9
2007-09-01,September,2007,170.8
2007-10-01,October,2007,112.4
2007-11-01,November,2007,123.3
2007-12-01,December,2007,81.3
2008-01-01,January,2008,12.6
2008-02-01,February,2008,95.0
2008-03-01,March,2008,15.9
2008-04-01,April,2008,192.9
2008-05-01,May,2008,227.8
2008-06-01,June,2008,90.1
2008-07-01,July,2008,156.8
2008-08-01,August,2008,102.4
2008-09-01,September,2008,137.2
2008-10-01,October,2008,133.8
2008-11-01,November,2008,225.2
2008-12-01,December,2008,14.0
2009-01-01,January,2009,2.7
2009-02-01,February,2009,11.0
2009-03-01,March,2009,123.3
2009-04-01,April,2009,25.7
2009-05-01,May,2009,153.4
2009-06-01,June,2009,130.6
2009-07-01,July,2009,54.6
2009-08-01,August,2009,222.7
2009-09-01,September,2009,137.0
2009-10-01,October,2009,199.0
2009-11-01,November,2009,
2009-12-01,December,2009,
2010-01-01,January,2010,0.0
2010-02-01,February,2010,8.1
2010-03-01,March,2010,53.8
2010-04-01,April,2010,238.0
2010-05-01,May,2010,225.0
2010-06-01,June,2010,178.8
2010-07-01,July,2010,217.6
2010-08-01,August,2010,316.8
2010-09-01,September,2010,377.1
2010-10-01,October,2010,88.3
2010-11-01,November,2010,122.1
2010-12-01,December,2010,69.8
2011-01-01,January,2011,26.5
2011-02-01,February,2011,156.2
2011-03-01,March,2011,78.0
2011-04-01,April,2011,164.9
2011-05-01,May,2011,105.7
2011-06-01,June,2011,169.7
2011-07-01,July,2011,76.4
2011-08-01,August,2011,75.6
2011-09-01,September,2011,100.3
2011-10-01,October,2011,190.3
2011-11-01,November,2011,87.2
2011-12-01,December,2011,34.9
2012-01-01,January,2012,
2012-02-01,February,2012,
2012-03-01,March,2012,
2012-04-01,April,2012,
2012-05-01,May,2012,
2012-06-01,June,2012,
2012-07-01,July,2012,
2012-08-01,August,2012,
2012-09-01,September,2012,
2012-10-01,October,2012,
2012-11-01,November,2012,
2012-12-01,December,2012,
2013-01-01,January,2013,
2013-02-01,February,2013,
2013-03-01,March,2013,
2013-04-01,April,2013,
2013-05-01,May,2013,
2013-06-01,June,2013,
2013-07-01,July,2013,
2013-08-01,August,2013,
2013-09-01,September,2013,
2013-10-01,October,2013,
2013-11-01,November,2013,18.2
2013-12-01,December,2013,38.8
2014-01-01,January,2014,17.0
2014-02-01,February,2014,94.2
2014-03-01,March,2014,30.8
2014-04-01,April,2014,137.0
2014-05-01,May,2014,127.0
2014-06-01,June,2014,98.2
2014-07-01,July,2014,100.4
2014-08-01,August,2014,54.3
2014-09-01,September,2014,121.1
2014-10-01,October,2014,350.2
2014-11-01,November,2014,
2014-12-01,December,2014,85.6
2015-01-01,January,2015,20.4
2015-02-01,February,2015,35.9
2015-03-01,March,2015,102.8
2015-04-01,April,2015,65.1
2015-05-01,May,2015,107.1
2015-06-01,June,2015,94.9
2015-07-01,July,2015,115.6
2015-08-01,August,2015,116.6
2015-09-01,September,2015,118.6
2015-10-01,October,2015,208.1
2015-11-01,November,2015,159.0
2015-12-01,December,2015,12.6
2016-01-01,January,2016,6.6
2016-02-01,February,2016,0.0
2016-03-01,March,2016,7.8
2016-04-01,April,2016,95.1
2016-05-01,May,2016,226.0
2016-06-01,June,2016,148.6
2016-07-01,July,2016,90.9
2016-08-01,August,2016,124.8
2016-09-01,September,2016,79.4
2016-10-01,October,2016,183.1
2016-11-01,November,2016,184.4
2016-12-01,December,2016,33.9
2017-01-01,January,2017,8.0
2017-02-01,February,2017,0.0
2017-03-01,March,2017,123.2
2017-04-01,April,2017,24.5
2017-05-01,May,2017,240.4
2017-06-01,June,2017,239.4
2017-07-01,July,2017,188.2
2017-08-01,August,2017,118.4
2017-09-01,September,2017,147.0
2017-10-01,October,2017,93.4
2017-11-01,November,2017,86.7
2017-12-01,December,2017,67.0
2018-01-01,January,2018,19.8
2018-02-01,February,2018,0.0
2018-03-01,March,2018,78.0
2018-04-01,April,2018,210.5
2018-05-01,May,2018,194.5
2018-06-01,June,2018,191.3
2018-07-01,July,2018,
2018-08-01,August,2018,
2018-09-01,September,2018,238.1
2018-10-01,October,2018,23.2
2018-11-01,November,2018,117.4
2018-12-01,December,2018,6.6
2019-01-01,January,2019,0.0
2019-02-01,February,2019,12.0
2019-03-01,March,2019,84.0
2019-04-01,April,2019,14.2
2019-05-01,May,2019,190.7
2019-06-01,June,2019,104.6
2019-07-01,July,2019,95.1
2019-08-01,August,2019,117.3
2019-09-01,September,2019,167.4
2019-10-01,October,2019,201.8
2019-11-01,November,2019,29.0
