Fecha,Mes,Año,23210160
2000-01-01,January,2000,0.0
2000-02-01,February,2000,2.0
2000-03-01,March,2000,32.0
2000-04-01,April,2000,20.0
2000-05-01,May,2000,225.0
2000-06-01,June,2000,384.0
2000-07-01,July,2000,153.0
2000-08-01,August,2000,85.0
2000-09-01,September,2000,300.0
2000-10-01,October,2000,194.0
2000-11-01,November,2000,196.0
2000-12-01,December,2000,66.0
2001-01-01,January,2001,0.5
2001-02-01,February,2001,0.0
2001-03-01,March,2001,42.2
2001-04-01,April,2001,36.7
2001-05-01,May,2001,95.0
2001-06-01,June,2001,95.0
2001-07-01,July,2001,171.0
2001-08-01,August,2001,45.0
2001-09-01,September,2001,209.0
2001-10-01,October,2001,116.0
2001-11-01,November,2001,84.0
2001-12-01,December,2001,26.0
2002-01-01,January,2002,0.0
2002-02-01,February,2002,24.0
2002-03-01,March,2002,48.0
2002-04-01,April,2002,180.0
2002-05-01,May,2002,83.0
2002-06-01,June,2002,241.0
2002-07-01,July,2002,79.0
2002-08-01,August,2002,92.0
2002-09-01,September,2002,178.0
2002-10-01,October,2002,290.0
2002-11-01,November,2002,174.0
2002-12-01,December,2002,70.0
2003-01-01,January,2003,0.0
2003-02-01,February,2003,0.0
2003-03-01,March,2003,42.0
2003-04-01,April,2003,115.0
2003-05-01,May,2003,213.0
2003-06-01,June,2003,277.0
2003-07-01,July,2003,113.0
2003-08-01,August,2003,131.0
2003-09-01,September,2003,221.0
2003-10-01,October,2003,163.0
2003-11-01,November,2003,115.0
2003-12-01,December,2003,50.0
2004-01-01,January,2004,0.0
2004-02-01,February,2004,3.0
2004-03-01,March,2004,0.0
2004-04-01,April,2004,179.0
2004-05-01,May,2004,173.0
2004-06-01,June,2004,22.0
2004-07-01,July,2004,76.0
2004-08-01,August,2004,64.0
2004-09-01,September,2004,200.0
2004-10-01,October,2004,184.0
2004-11-01,November,2004,67.0
2004-12-01,December,2004,1.0
2005-01-01,January,2005,44.0
2005-02-01,February,2005,5.0
2005-03-01,March,2005,1.0
2005-04-01,April,2005,183.0
2005-05-01,May,2005,115.0
2005-06-01,June,2005,209.0
2005-07-01,July,2005,99.0
2005-08-01,August,2005,123.0
2005-09-01,September,2005,249.0
2005-10-01,October,2005,211.0
2005-11-01,November,2005,234.0
2005-12-01,December,2005,4.0
2006-01-01,January,2006,0.0
2006-02-01,February,2006,15.0
2006-03-01,March,2006,37.0
2006-04-01,April,2006,129.0
2006-05-01,May,2006,195.0
2006-06-01,June,2006,270.0
2006-07-01,July,2006,171.0
2006-08-01,August,2006,169.0
2006-09-01,September,2006,218.0
2006-10-01,October,2006,178.0
2006-11-01,November,2006,215.0
2006-12-01,December,2006,57.0
2007-01-01,January,2007,0.0
2007-02-01,February,2007,8.0
2007-03-01,March,2007,83.0
2007-04-01,April,2007,58.0
2007-05-01,May,2007,336.0
2007-06-01,June,2007,112.0
2007-07-01,July,2007,35.0
2007-08-01,August,2007,186.0
2007-09-01,September,2007,250.0
2007-10-01,October,2007,165.0
2007-11-01,November,2007,84.0
2007-12-01,December,2007,27.0
2008-01-01,January,2008,15.0
2008-02-01,February,2008,0.0
2008-03-01,March,2008,8.0
2008-04-01,April,2008,92.0
2008-05-01,May,2008,333.0
2008-06-01,June,2008,117.0
2008-07-01,July,2008,207.0
2008-08-01,August,2008,239.0
2008-09-01,September,2008,224.0
2008-10-01,October,2008,72.0
2008-11-01,November,2008,148.0
2008-12-01,December,2008,2.0
2009-01-01,January,2009,101.0
2009-02-01,February,2009,0.0
2009-03-01,March,2009,49.0
2009-04-01,April,2009,40.0
2009-05-01,May,2009,111.0
2009-06-01,June,2009,302.8
2009-07-01,July,2009,21.0
2009-08-01,August,2009,169.0
2009-09-01,September,2009,95.0
2009-10-01,October,2009,115.0
2009-11-01,November,2009,131.0
2009-12-01,December,2009,2.0
2010-01-01,January,2010,0.0
