Fecha,Mes,Año,23060290
2000-01-01,January,2000,174.7
2000-02-01,February,2000,221.7
2000-03-01,March,2000,355.3
2000-04-01,April,2000,244.8
2000-05-01,May,2000,179.1
2000-06-01,June,2000,77.4
2000-07-01,July,2000,98.0
2000-08-01,August,2000,55.2
2000-09-01,September,2000,223.8
2000-10-01,October,2000,246.4
2000-11-01,November,2000,172.4
2000-12-01,December,2000,109.9
2001-01-01,January,2001,306.1
2001-02-01,February,2001,149.9
2001-03-01,March,2001,115.2
2001-04-01,April,2001,97.0
2001-05-01,May,2001,214.2
2001-06-01,June,2001,124.9
2001-07-01,July,2001,60.6
2001-08-01,August,2001,12.0
2001-09-01,September,2001,140.7
2001-10-01,October,2001,293.9
2001-11-01,November,2001,318.1
2001-12-01,December,2001,221.3
2002-01-01,January,2002,41.2
2002-02-01,February,2002,272.0
2002-03-01,March,2002,303.7
2002-04-01,April,2002,346.8
2002-05-01,May,2002,159.2
2002-06-01,June,2002,54.2
2002-07-01,July,2002,64.7
2002-08-01,August,2002,140.1
2002-09-01,September,2002,72.2
2002-10-01,October,2002,137.1
2002-11-01,November,2002,96.1
2002-12-01,December,2002,294.0
2003-01-01,January,2003,174.2
2003-02-01,February,2003,103.6
2003-03-01,March,2003,143.1
2003-04-01,April,2003,254.9
2003-05-01,May,2003,30.2
2003-06-01,June,2003,217.2
2003-07-01,July,2003,42.9
2003-08-01,August,2003,28.0
2003-09-01,September,2003,101.0
2003-10-01,October,2003,244.8
2003-11-01,November,2003,415.4
2003-12-01,December,2003,90.2
2004-01-01,January,2004,159.8
2004-02-01,February,2004,247.1
2004-03-01,March,2004,94.2
2004-04-01,April,2004,288.7
2004-05-01,May,2004,315.6
2004-06-01,June,2004,11.5
2004-07-01,July,2004,62.5
2004-08-01,August,2004,8.5
2004-09-01,September,2004,105.2
2004-10-01,October,2004,340.3
2004-11-01,November,2004,401.5
2004-12-01,December,2004,119.0
2005-01-01,January,2005,210.0
2005-02-01,February,2005,388.9
2005-03-01,March,2005,261.7
2005-04-01,April,2005,245.8
2005-05-01,May,2005,471.2
2005-06-01,June,2005,30.7
2005-07-01,July,2005,55.8
2005-08-01,August,2005,148.3
