Fecha,Mes,Año,23210010
2000-01-01,January,2000,0.0
2000-02-01,February,2000,12.0
2000-03-01,March,2000,0.0
2000-04-01,April,2000,145.0
2000-05-01,May,2000,252.0
2000-06-01,June,2000,425.0
2000-07-01,July,2000,194.0
2000-08-01,August,2000,124.0
2000-09-01,September,2000,332.0
2000-10-01,October,2000,85.0
2000-11-01,November,2000,138.0
2000-12-01,December,2000,52.0
2001-01-01,January,2001,2.0
2001-02-01,February,2001,0.0
2001-03-01,March,2001,118.0
2001-04-01,April,2001,130.0
2001-05-01,May,2001,86.0
2001-06-01,June,2001,62.0
2001-07-01,July,2001,81.0
2001-08-01,August,2001,65.0
2001-09-01,September,2001,191.0
2001-10-01,October,2001,139.0
2001-11-01,November,2001,94.0
2001-12-01,December,2001,29.0
2002-01-01,January,2002,0.0
2002-02-01,February,2002,36.0
2002-03-01,March,2002,18.0
2002-04-01,April,2002,126.0
2002-05-01,May,2002,133.0
2002-06-01,June,2002,153.0
2002-07-01,July,2002,44.0
2002-08-01,August,2002,130.0
2002-09-01,September,2002,180.0
2002-10-01,October,2002,281.0
2002-11-01,November,2002,75.0
2002-12-01,December,2002,40.0
2003-01-01,January,2003,0.0
2003-02-01,February,2003,0.0
2003-03-01,March,2003,32.0
2003-04-01,April,2003,128.0
2003-05-01,May,2003,219.0
2003-06-01,June,2003,242.0
2003-07-01,July,2003,137.0
2003-08-01,August,2003,159.0
2003-09-01,September,2003,265.0
2003-10-01,October,2003,204.0
2003-11-01,November,2003,176.0
2003-12-01,December,2003,28.0
2004-01-01,January,2004,0.0
2004-02-01,February,2004,0.0
2004-03-01,March,2004,70.0
2004-04-01,April,2004,190.0
2004-05-01,May,2004,192.0
2004-06-01,June,2004,66.0
2004-07-01,July,2004,150.0
2004-08-01,August,2004,111.0
2004-09-01,September,2004,167.0
2004-10-01,October,2004,153.0
2004-11-01,November,2004,100.0
2004-12-01,December,2004,0.0
2005-01-01,January,2005,6.0
2005-02-01,February,2005,0.0
2005-03-01,March,2005,8.0
2005-04-01,April,2005,72.0
2005-05-01,May,2005,180.0
2005-06-01,June,2005,336.0
2005-07-01,July,2005,107.0
2005-08-01,August,2005,179.0
2005-09-01,September,2005,218.0
2005-10-01,October,2005,219.0
2005-11-01,November,2005,184.0
2005-12-01,December,2005,18.0
2006-01-01,January,2006,2.0
2006-02-01,February,2006,0.0
2006-03-01,March,2006,88.0
2006-04-01,April,2006,225.0
2006-05-01,May,2006,213.0
2006-06-01,June,2006,375.0
2006-07-01,July,2006,104.0
2006-08-01,August,2006,147.0
2006-09-01,September,2006,194.0
2006-10-01,October,2006,200.0
2006-11-01,November,2006,259.0
2006-12-01,December,2006,20.0
2007-01-01,January,2007,0.0
2007-02-01,February,2007,0.0
2007-03-01,March,2007,38.0
2007-04-01,April,2007,152.0
2007-05-01,May,2007,425.0
2007-06-01,June,2007,34.1
2007-07-01,July,2007,150.0
2007-08-01,August,2007,247.0
2007-09-01,September,2007,330.0
2007-10-01,October,2007,178.0
2007-11-01,November,2007,29.0
2007-12-01,December,2007,36.0
2008-01-01,January,2008,9.0
2008-02-01,February,2008,13.0
2008-03-01,March,2008,67.0
2008-04-01,April,2008,32.0
2008-05-01,May,2008,193.0
2008-06-01,June,2008,140.0
2008-07-01,July,2008,188.0
2008-08-01,August,2008,415.0
2008-09-01,September,2008,272.0
2008-10-01,October,2008,117.0
2008-11-01,November,2008,140.0
2008-12-01,December,2008,0.0
2009-01-01,January,2009,18.0
2009-02-01,February,2009,25.0
2009-03-01,March,2009,65.0
2009-04-01,April,2009,28.0
2009-05-01,May,2009,191.0
2009-06-01,June,2009,228.0
2009-07-01,July,2009,38.0
2009-08-01,August,2009,261.0
2009-09-01,September,2009,80.0
2009-10-01,October,2009,72.0
2009-11-01,November,2009,139.0
2009-12-01,December,2009,40.0
2010-01-01,January,2010,0.0
2010-02-01,February,2010,3.5
2010-03-01,March,2010,60.0
2010-04-01,April,2010,149.0
2010-05-01,May,2010,225.0
2010-06-01,June,2010,438.5
2010-07-01,July,2010,227.0
2010-08-01,August,2010,260.0
2010-09-01,September,2010,308.0
2010-10-01,October,2010,79.0
2010-11-01,November,2010,117.0
2010-12-01,December,2010,25.0
2011-01-01,January,2011,0.0
2011-02-01,February,2011,0.0
2011-03-01,March,2011,27.0
2011-04-01,April,2011,235.0
2011-05-01,May,2011,109.0
2011-06-01,June,2011,83.0
2011-07-01,July,2011,180.6
2011-08-01,August,2011,227.0
2011-09-01,September,2011,218.8
2011-10-01,October,2011,304.0
2011-11-01,November,2011,156.7
2011-12-01,December,2011,53.7
2012-01-01,January,2012,0.0
2012-02-01,February,2012,5.0
2012-03-01,March,2012,55.0
2012-04-01,April,2012,226.0
2012-05-01,May,2012,430.0
2012-06-01,June,2012,201.0
2012-07-01,July,2012,196.0
2012-08-01,August,2012,175.0
2012-09-01,September,2012,165.0
2012-10-01,October,2012,82.0
2012-11-01,November,2012,28.0
2012-12-01,December,2012,14.0
2013-01-01,January,2013,0.0
