Fecha,Mes,Año,23140070
2000-01-01,January,2000,113.0
2000-02-01,February,2000,208.0
2000-03-01,March,2000,278.0
2000-04-01,April,2000,216.0
2000-05-01,May,2000,232.0
2000-06-01,June,2000,153.0
2000-07-01,July,2000,197.0
2000-08-01,August,2000,30.0
2000-09-01,September,2000,386.0
2000-10-01,October,2000,190.0
2000-11-01,November,2000,89.0
2000-12-01,December,2000,2.0
2001-01-01,January,2001,9.0
2001-02-01,February,2001,16.0
2001-03-01,March,2001,109.0
2001-04-01,April,2001,96.0
2001-05-01,May,2001,236.0
2001-06-01,June,2001,80.0
2001-07-01,July,2001,67.0
2001-08-01,August,2001,98.0
2001-09-01,September,2001,342.0
2001-10-01,October,2001,151.0
2001-11-01,November,2001,364.0
2001-12-01,December,2001,220.0
2002-01-01,January,2002,83.0
2002-02-01,February,2002,234.0
2002-03-01,March,2002,344.0
2002-04-01,April,2002,279.0
2002-05-01,May,2002,483.0
2002-06-01,June,2002,70.0
2002-07-01,July,2002,103.0
2002-08-01,August,2002,234.0
2002-09-01,September,2002,164.0
2002-10-01,October,2002,257.0
2002-11-01,November,2002,345.0
2002-12-01,December,2002,219.0
2003-01-01,January,2003,20.0
2003-02-01,February,2003,190.0
2003-03-01,March,2003,112.0
2003-04-01,April,2003,
2003-05-01,May,2003,113.0
2003-06-01,June,2003,316.0
2003-07-01,July,2003,93.0
2003-08-01,August,2003,157.0
2003-09-01,September,2003,216.0
2003-10-01,October,2003,461.0
2003-11-01,November,2003,217.0
2003-12-01,December,2003,229.0
2004-01-01,January,2004,40.0
2004-02-01,February,2004,196.0
2004-03-01,March,2004,73.0
2004-04-01,April,2004,333.0
2004-05-01,May,2004,337.0
2004-06-01,June,2004,149.0
2004-07-01,July,2004,209.0
2004-08-01,August,2004,92.0
2004-09-01,September,2004,293.0
2004-10-01,October,2004,268.0
2004-11-01,November,2004,225.0
2004-12-01,December,2004,235.0
2005-01-01,January,2005,286.0
2005-02-01,February,2005,250.0
2005-03-01,March,2005,269.0
2005-04-01,April,2005,379.0
2005-05-01,May,2005,331.0
2005-06-01,June,2005,156.0
2005-07-01,July,2005,131.0
2005-08-01,August,2005,97.0
2005-09-01,September,2005,121.0
2005-10-01,October,2005,264.0
2005-11-01,November,2005,347.0
2005-12-01,December,2005,325.0
2006-01-01,January,2006,126.0
2006-02-01,February,2006,90.0
2006-03-01,March,2006,297.0
2006-04-01,April,2006,333.0
2006-05-01,May,2006,274.0
2006-06-01,June,2006,349.0
2006-07-01,July,2006,84.0
2006-08-01,August,2006,172.0
2006-09-01,September,2006,188.0
2006-10-01,October,2006,459.0
2006-11-01,November,2006,132.8
2006-12-01,December,2006,237.6
2007-01-01,January,2007,82.7
2007-02-01,February,2007,139.1
