Fecha,Mes,Año,23185010
2000-01-01,January,2000,21.3
2000-02-01,February,2000,83.9
2000-03-01,March,2000,261.1
2000-04-01,April,2000,316.9
2000-05-01,May,2000,291.4
2000-06-01,June,2000,321.0
2000-07-01,July,2000,163.2
2000-08-01,August,2000,158.7
2000-09-01,September,2000,
2000-10-01,October,2000,
2000-11-01,November,2000,
2000-12-01,December,2000,
2001-01-01,January,2001,101.8
2001-02-01,February,2001,6.3
2001-03-01,March,2001,263.5
2001-04-01,April,2001,64.2
2001-05-01,May,2001,379.7
2001-06-01,June,2001,197.2
2001-07-01,July,2001,211.2
2001-08-01,August,2001,225.1
2001-09-01,September,2001,205.7
2001-10-01,October,2001,393.0
2001-11-01,November,2001,257.9
2001-12-01,December,2001,66.7
2002-01-01,January,2002,4.5
2002-02-01,February,2002,64.4
2002-03-01,March,2002,77.7
2002-04-01,April,2002,334.9
2002-05-01,May,2002,190.7
2002-06-01,June,2002,177.4
2002-07-01,July,2002,221.9
2002-08-01,August,2002,143.4
2002-09-01,September,2002,413.7
2002-10-01,October,2002,358.5
2002-11-01,November,2002,266.3
2002-12-01,December,2002,28.0
2003-01-01,January,2003,53.0
2003-02-01,February,2003,33.6
2003-03-01,March,2003,398.9
2003-04-01,April,2003,202.5
2003-05-01,May,2003,215.2
2003-06-01,June,2003,263.9
2003-07-01,July,2003,433.2
2003-08-01,August,2003,169.6
2003-09-01,September,2003,252.7
2003-10-01,October,2003,684.6
2003-11-01,November,2003,429.0
2003-12-01,December,2003,
2004-01-01,January,2004,
2004-02-01,February,2004,
2004-03-01,March,2004,32.5
2004-04-01,April,2004,208.3
2004-05-01,May,2004,219.0
2004-06-01,June,2004,192.9
2004-07-01,July,2004,259.6
2004-08-01,August,2004,300.9
2004-09-01,September,2004,534.0
2004-10-01,October,2004,202.4
2004-11-01,November,2004,270.9
2004-12-01,December,2004,34.7
2005-01-01,January,2005,17.5
2005-02-01,February,2005,87.5
2005-03-01,March,2005,270.5
2005-04-01,April,2005,443.6
2005-05-01,May,2005,250.3
2005-06-01,June,2005,175.6
2005-07-01,July,2005,295.2
2005-08-01,August,2005,281.0
2005-09-01,September,2005,271.7
2005-10-01,October,2005,310.1
2005-11-01,November,2005,275.0
2005-12-01,December,2005,141.8
2006-01-01,January,2006,128.9
2006-02-01,February,2006,62.1
2006-03-01,March,2006,298.7
2006-04-01,April,2006,581.5
2006-05-01,May,2006,243.7
2006-06-01,June,2006,308.6
2006-07-01,July,2006,143.0
2006-08-01,August,2006,344.8
2006-09-01,September,2006,181.5
2006-10-01,October,2006,405.2
2006-11-01,November,2006,248.1
2006-12-01,December,2006,154.8
2007-01-01,January,2007,1.2
2007-02-01,February,2007,22.5
2007-03-01,March,2007,307.6
2007-04-01,April,2007,225.8
2007-05-01,May,2007,339.5
2007-06-01,June,2007,202.5
2007-07-01,July,2007,199.6
2007-08-01,August,2007,332.6
2007-09-01,September,2007,194.5
2007-10-01,October,2007,423.0
2007-11-01,November,2007,131.1
2007-12-01,December,2007,92.5
2008-01-01,January,2008,37.6
2008-02-01,February,2008,90.1
2008-03-01,March,2008,124.2
2008-04-01,April,2008,197.7
2008-05-01,May,2008,553.9
2008-06-01,June,2008,295.5
2008-07-01,July,2008,367.3
2008-08-01,August,2008,309.2
2008-09-01,September,2008,167.8
2008-10-01,October,2008,586.2
2008-11-01,November,2008,737.9
2008-12-01,December,2008,78.9
2009-01-01,January,2009,148.1
2009-02-01,February,2009,49.3
2009-03-01,March,2009,258.7
2009-04-01,April,2009,212.0
2009-05-01,May,2009,243.8
2009-06-01,June,2009,386.6
2009-07-01,July,2009,106.5
2009-08-01,August,2009,316.7
2009-09-01,September,2009,73.5
2009-10-01,October,2009,596.4
2009-11-01,November,2009,207.1
2009-12-01,December,2009,176.8
2010-01-01,January,2010,2.5
2010-02-01,February,2010,48.1
2010-03-01,March,2010,281.0
2010-04-01,April,2010,300.9
2010-05-01,May,2010,486.5
2010-06-01,June,2010,340.5
2010-07-01,July,2010,300.1
2010-08-01,August,2010,333.9
2010-09-01,September,2010,514.7
2010-10-01,October,2010,495.2
2010-11-01,November,2010,489.3
2010-12-01,December,2010,198.2
2011-01-01,January,2011,29.8
2011-02-01,February,2011,143.0
2011-03-01,March,2011,98.1
2011-04-01,April,2011,439.3
2011-05-01,May,2011,414.2
2011-06-01,June,2011,288.4
2011-07-01,July,2011,349.0
2011-08-01,August,2011,202.9
2011-09-01,September,2011,233.6
2011-10-01,October,2011,563.0
2011-11-01,November,2011,712.4
2011-12-01,December,2011,470.6
2012-01-01,January,2012,29.8
2012-02-01,February,2012,13.2
2012-03-01,March,2012,47.8
2012-04-01,April,2012,423.0
2012-05-01,May,2012,291.0
2012-06-01,June,2012,271.3
2012-07-01,July,2012,208.0
2012-08-01,August,2012,176.4
2012-09-01,September,2012,104.8
2012-10-01,October,2012,275.5
2012-11-01,November,2012,180.5
2012-12-01,December,2012,102.9
2013-01-01,January,2013,4.9
2013-02-01,February,2013,84.2
2013-03-01,March,2013,237.0
2013-04-01,April,2013,425.4
2013-05-01,May,2013,411.3
2013-06-01,June,2013,92.4
2013-07-01,July,2013,104.9
2013-08-01,August,2013,345.8
2013-09-01,September,2013,371.1
2013-10-01,October,2013,233.6
2013-11-01,November,2013,195.3
2013-12-01,December,2013,35.0
2014-01-01,January,2014,20.9
2014-02-01,February,2014,235.8
2014-03-01,March,2014,137.3
2014-04-01,April,2014,145.1
2014-05-01,May,2014,218.8
2014-06-01,June,2014,165.1
2014-07-01,July,2014,56.9
2014-08-01,August,2014,254.5
2014-09-01,September,2014,306.7
2014-10-01,October,2014,368.9
2014-11-01,November,2014,326.3
2014-12-01,December,2014,56.6
2015-01-01,January,2015,251.2
2015-02-01,February,2015,101.8
2015-03-01,March,2015,105.4
2015-04-01,April,2015,332.9
2015-05-01,May,2015,289.7
2015-06-01,June,2015,156.1
2015-07-01,July,2015,177.3
2015-08-01,August,2015,124.7
2015-09-01,September,2015,322.2
2015-10-01,October,2015,142.5
2015-11-01,November,2015,355.8
2015-12-01,December,2015,22.1
2016-01-01,January,2016,64.8
2016-02-01,February,2016,83.8
