Fecha,Mes,Año,23080390
2000-01-01,January,2000,117.0
2000-02-01,February,2000,
2000-03-01,March,2000,198.0
2000-04-01,April,2000,390.6
2000-05-01,May,2000,404.0
2000-06-01,June,2000,506.2
2000-07-01,July,2000,466.2
2000-08-01,August,2000,345.7
2000-09-01,September,2000,495.5
2000-10-01,October,2000,299.0
2000-11-01,November,2000,271.0
2000-12-01,December,2000,125.2
2001-01-01,January,2001,43.6
2001-02-01,February,2001,105.5
2001-03-01,March,2001,376.0
2001-04-01,April,2001,331.7
2001-05-01,May,2001,519.6
2001-06-01,June,2001,341.3
2001-07-01,July,2001,451.0
2001-08-01,August,2001,115.0
2001-09-01,September,2001,503.0
2001-10-01,October,2001,503.0
2001-11-01,November,2001,292.7
2001-12-01,December,2001,189.8
2002-01-01,January,2002,111.1
2002-02-01,February,2002,46.0
2002-03-01,March,2002,233.8
2002-04-01,April,2002,435.4
2002-05-01,May,2002,474.3
2002-06-01,June,2002,237.0
2002-07-01,July,2002,240.0
2002-08-01,August,2002,249.0
2002-09-01,September,2002,443.3
2002-10-01,October,2002,179.8
2002-11-01,November,2002,160.8
2002-12-01,December,2002,54.5
2003-01-01,January,2003,15.0
2003-02-01,February,2003,191.3
2003-03-01,March,2003,198.0
2003-04-01,April,2003,
2003-05-01,May,2003,
2003-06-01,June,2003,
2003-07-01,July,2003,
2003-08-01,August,2003,
2003-09-01,September,2003,
2003-10-01,October,2003,510.0
2003-11-01,November,2003,224.0
2003-12-01,December,2003,169.0
2004-01-01,January,2004,36.0
2004-02-01,February,2004,130.0
2004-03-01,March,2004,
2004-04-01,April,2004,254.0
2004-05-01,May,2004,412.0
2004-06-01,June,2004,238.0
2004-07-01,July,2004,238.0
2004-08-01,August,2004,265.0
2004-09-01,September,2004,195.0
2004-10-01,October,2004,228.0
2004-11-01,November,2004,80.0
2004-12-01,December,2004,111.0
2005-01-01,January,2005,168.0
2005-02-01,February,2005,85.0
2005-03-01,March,2005,34.0
2005-04-01,April,2005,74.0
2005-05-01,May,2005,395.0
2005-06-01,June,2005,524.0
2005-07-01,July,2005,320.0
2005-08-01,August,2005,665.0
2005-09-01,September,2005,434.0
2005-10-01,October,2005,449.0
2005-11-01,November,2005,907.0
2005-12-01,December,2005,145.0
2006-01-01,January,2006,330.0
2006-02-01,February,2006,147.0
2006-03-01,March,2006,462.5
2006-04-01,April,2006,509.2
2006-05-01,May,2006,501.0
2006-06-01,June,2006,479.0
2006-07-01,July,2006,186.7
2006-08-01,August,2006,298.4
2006-09-01,September,2006,528.5
2006-10-01,October,2006,553.9
2006-11-01,November,2006,331.9
2006-12-01,December,2006,207.5
2007-01-01,January,2007,116.1
2007-02-01,February,2007,7.2
2007-03-01,March,2007,217.5
2007-04-01,April,2007,383.1
2007-05-01,May,2007,616.7
2007-06-01,June,2007,154.9
2007-07-01,July,2007,446.0
2007-08-01,August,2007,467.7
2007-09-01,September,2007,380.4
2007-10-01,October,2007,545.1
2007-11-01,November,2007,163.8
2007-12-01,December,2007,160.0
2008-01-01,January,2008,90.7
2008-02-01,February,2008,335.0
2008-03-01,March,2008,152.0
2008-04-01,April,2008,378.5
2008-05-01,May,2008,470.0
2008-06-01,June,2008,512.0
2008-07-01,July,2008,393.1
2008-08-01,August,2008,481.5
2008-09-01,September,2008,297.0
2008-10-01,October,2008,471.8
2008-11-01,November,2008,503.8
2008-12-01,December,2008,112.0
2009-01-01,January,2009,175.5
2009-02-01,February,2009,265.3
2009-03-01,March,2009,312.6
2009-04-01,April,2009,293.5
2009-05-01,May,2009,281.5
2009-06-01,June,2009,464.3
2009-07-01,July,2009,253.3
2009-08-01,August,2009,444.3
2009-09-01,September,2009,307.0
2009-10-01,October,2009,238.0
2009-11-01,November,2009,182.8
2009-12-01,December,2009,113.8
2010-01-01,January,2010,69.8
2010-02-01,February,2010,33.0
2010-03-01,March,2010,225.0
2010-04-01,April,2010,
2010-05-01,May,2010,432.0
2010-06-01,June,2010,432.0
2010-07-01,July,2010,566.6
2010-08-01,August,2010,384.5
2010-09-01,September,2010,501.7
2010-10-01,October,2010,326.0
2010-11-01,November,2010,408.9
2010-12-01,December,2010,156.7
2011-01-01,January,2011,84.8
2011-02-01,February,2011,109.6
2011-03-01,March,2011,437.6
2011-04-01,April,2011,585.1
2011-05-01,May,2011,505.6
2011-06-01,June,2011,390.7
2011-07-01,July,2011,287.0
2011-08-01,August,2011,268.4
2011-09-01,September,2011,310.0
2011-10-01,October,2011,554.2
2011-11-01,November,2011,333.2
2011-12-01,December,2011,176.7
2012-01-01,January,2012,114.2
2012-02-01,February,2012,64.4
2012-03-01,March,2012,409.0
2012-04-01,April,2012,524.1
2012-05-01,May,2012,530.0
2012-06-01,June,2012,349.0
2012-07-01,July,2012,141.0
2012-08-01,August,2012,377.0
2012-09-01,September,2012,158.0
2012-10-01,October,2012,371.0
2012-11-01,November,2012,210.3
2012-12-01,December,2012,88.0
2013-01-01,January,2013,32.0
2013-02-01,February,2013,263.1
2013-03-01,March,2013,295.0
2013-04-01,April,2013,155.0
2013-05-01,May,2013,483.0
2013-06-01,June,2013,395.0
2013-07-01,July,2013,189.0
2013-08-01,August,2013,558.0
2013-09-01,September,2013,452.0
2013-10-01,October,2013,299.0
2013-11-01,November,2013,314.0
2013-12-01,December,2013,99.9
2014-01-01,January,2014,143.7
2014-02-01,February,2014,237.0
2014-03-01,March,2014,132.2
2014-04-01,April,2014,280.0
2014-05-01,May,2014,394.0
2014-06-01,June,2014,326.0
2014-07-01,July,2014,138.0
2014-08-01,August,2014,427.0
2014-09-01,September,2014,387.0
2014-10-01,October,2014,432.0
2014-11-01,November,2014,215.4
2014-12-01,December,2014,84.9
2015-01-01,January,2015,108.4
2015-02-01,February,2015,72.3
2015-03-01,March,2015,108.4
2015-04-01,April,2015,296.7
2015-05-01,May,2015,525.9
2015-06-01,June,2015,179.9
2015-07-01,July,2015,191.6
2015-08-01,August,2015,403.1
2015-09-01,September,2015,275.0
2015-10-01,October,2015,406.3
2015-11-01,November,2015,185.3
2015-12-01,December,2015,50.3
2016-01-01,January,2016,41.2
2016-02-01,February,2016,69.1
2016-03-01,March,2016,51.4
2016-04-01,April,2016,338.2
2016-05-01,May,2016,136.5
2016-06-01,June,2016,189.0
2016-07-01,July,2016,303.0
2016-08-01,August,2016,332.8
2016-09-01,September,2016,394.5
2016-10-01,October,2016,363.7
2016-11-01,November,2016,356.4
2016-12-01,December,2016,295.5
2017-01-01,January,2017,230.0
2017-02-01,February,2017,83.0
2017-03-01,March,2017,373.9
2017-04-01,April,2017,232.3
2017-05-01,May,2017,619.8
2017-06-01,June,2017,425.4
2017-07-01,July,2017,116.6
2017-08-01,August,2017,340.5
2017-09-01,September,2017,326.2
2017-10-01,October,2017,275.0
2017-11-01,November,2017,390.1
2017-12-01,December,2017,153.8
2018-01-01,January,2018,281.0
2018-02-01,February,2018,101.8
2018-03-01,March,2018,221.3
2018-04-01,April,2018,437.3
2018-05-01,May,2018,642.4
2018-06-01,June,2018,257.0
2018-07-01,July,2018,439.5
2018-08-01,August,2018,428.5
2018-09-01,September,2018,503.5
2018-10-01,October,2018,482.3
2018-11-01,November,2018,362.5
2018-12-01,December,2018,78.4
2019-01-01,January,2019,99.9
2019-02-01,February,2019,76.7
2019-03-01,March,2019,253.5
2019-04-01,April,2019,423.2
2019-05-01,May,2019,710.1
2019-06-01,June,2019,209.7
2019-07-01,July,2019,325.0
2019-08-01,August,2019,160.9
2019-09-01,September,2019,336.5
2019-10-01,October,2019,391.8
2019-11-01,November,2019,256.8
2019-12-01,December,2019,126.6
