Fecha,Mes,Año,23190450
2000-01-01,January,2000,28.0
2000-02-01,February,2000,84.0
2000-03-01,March,2000,40.0
2000-04-01,April,2000,21.0
2000-05-01,May,2000,35.0
2000-06-01,June,2000,55.0
2000-07-01,July,2000,52.0
2000-08-01,August,2000,20.0
2000-09-01,September,2000,130.0
2000-10-01,October,2000,80.0
2000-11-01,November,2000,138.0
2000-12-01,December,2000,17.0
2001-01-01,January,2001,0.0
2001-02-01,February,2001,3.0
2001-03-01,March,2001,28.0
2001-04-01,April,2001,15.0
2001-05-01,May,2001,55.0
2001-06-01,June,2001,20.0
2001-07-01,July,2001,39.0
2001-08-01,August,2001,23.0
2001-09-01,September,2001,29.0
2001-10-01,October,2001,74.0
2001-11-01,November,2001,34.0
2001-12-01,December,2001,40.0
2002-01-01,January,2002,5.0
2002-02-01,February,2002,9.0
2002-03-01,March,2002,80.0
2002-04-01,April,2002,127.0
2002-05-01,May,2002,99.0
2002-06-01,June,2002,131.0
2002-07-01,July,2002,24.0
2002-08-01,August,2002,25.0
2002-09-01,September,2002,35.0
2002-10-01,October,2002,106.0
2002-11-01,November,2002,12.0
2002-12-01,December,2002,65.0
2003-01-01,January,2003,26.0
2003-02-01,February,2003,12.0
2003-03-01,March,2003,64.0
2003-04-01,April,2003,169.0
2003-05-01,May,2003,52.0
2003-06-01,June,2003,84.0
2003-07-01,July,2003,97.0
2003-08-01,August,2003,43.0
2003-09-01,September,2003,85.0
2003-10-01,October,2003,170.0
2003-11-01,November,2003,77.0
2003-12-01,December,2003,42.0
2004-01-01,January,2004,48.0
2004-02-01,February,2004,16.0
2004-03-01,March,2004,53.0
2004-04-01,April,2004,101.0
2004-05-01,May,2004,97.0
2004-06-01,June,2004,77.0
2004-07-01,July,2004,18.0
2004-08-01,August,2004,30.0
2004-09-01,September,2004,133.0
2004-10-01,October,2004,160.0
2004-11-01,November,2004,119.0
2004-12-01,December,2004,31.0
2005-01-01,January,2005,57.0
2005-02-01,February,2005,12.0
2005-03-01,March,2005,6.0
2005-04-01,April,2005,86.0
2005-05-01,May,2005,146.0
2005-06-01,June,2005,151.0
2005-07-01,July,2005,43.0
2005-08-01,August,2005,64.0
2005-09-01,September,2005,75.0
2005-10-01,October,2005,187.0
2005-11-01,November,2005,202.0
2005-12-01,December,2005,0.0
2006-01-01,January,2006,8.0
2006-02-01,February,2006,27.0
2006-03-01,March,2006,90.1
2006-04-01,April,2006,272.3
2006-05-01,May,2006,166.2
2006-06-01,June,2006,57.9
2006-07-01,July,2006,66.8
2006-08-01,August,2006,94.7
2006-09-01,September,2006,103.4
2006-10-01,October,2006,119.4
2006-11-01,November,2006,59.2
2006-12-01,December,2006,18.1
2007-01-01,January,2007,47.6
2007-02-01,February,2007,6.2
2007-03-01,March,2007,81.6
2007-04-01,April,2007,119.2
2007-05-01,May,2007,66.9
2007-06-01,June,2007,89.7
2007-07-01,July,2007,49.6
2007-08-01,August,2007,212.7
2007-09-01,September,2007,101.2
2007-10-01,October,2007,196.2
2007-11-01,November,2007,26.8
2007-12-01,December,2007,17.7
2008-01-01,January,2008,32.4
2008-02-01,February,2008,23.5
2008-03-01,March,2008,46.0
2008-04-01,April,2008,117.6
2008-05-01,May,2008,174.8
2008-06-01,June,2008,55.1
2008-07-01,July,2008,109.6
2008-08-01,August,2008,165.8
2008-09-01,September,2008,172.9
2008-10-01,October,2008,278.8
2008-11-01,November,2008,170.2
2008-12-01,December,2008,21.9
2009-01-01,January,2009,13.9
